,mID,mName,mYrank,mStudio,openWkdate,DURrelease,openDTheatre,openDGross,totalDTheatre,PD_budget,totalDGross,W_gross,F_gross,Genre,mv_runtime,mv_Dir,mv_Prod,mv_Comp,OscarNom,OscarInfoURL,D_Profit,W_Profit
130,brooklyn,Brooklyn,70,foxsearchlight,2015-11-04,205.0,5.0,187281.0,962.0,11000000,38322743,62076141,23753398,Drama,111.0,['John Crowley'],,['Michael Brook'],1,/oscar/movies/?id=brooklyn.htm,27322743,51076141
131,ourbrandiscrisis20115,Our Brand Is Crisis (2015),139,warnerbros,2015-10-30,49.0,2202.0,3238433.0,2202.0,28000000,7002261,8592432,1590171,Comedy / Drama,108.0,['David Gordon Green'],,,0,,-20997739,-19407568
132,adamjones,Burnt,115,weinsteincompany,2015-10-30,105.0,3003.0,5002521.0,3003.0,20000000,13651946,32632668,18980722,Comedy,100.0,['John Wells'],,,0,,-6348054,12632668
133,kitchensink,Freaks of Nature,409,sony,2015-10-30,14.0,107.0,42713.0,107.0,33000000,0,0,0,Comedy,92.0,,,,0,,-33000000,-33000000
134,paranormalactivity2014,Paranormal Activity: The Ghost Dimension,104,paramount,2015-10-23,33.0,1656.0,8070493.0,1656.0,10000000,18297124,78096553,59799429,Horror,95.0,,['Jason Blum'],,0,,8297124,68096553
135,jemandtheholograms,Jem and the Holograms,181,universal,2015-10-23,14.0,2413.0,1375320.0,2417.0,5000000,2184640,2368937,184297,Musical,118.0,['Jon Chu'],,,0,,-2815360,-2631063
136,goosebumps,Goosebumps,38,sony,2015-10-16,126.0,3501.0,23618556.0,3618.0,58000000,80069458,158162788,78093330,Horror Comedy,103.0,['Rob Letterman'],,['Danny Elfman'],0,,22069458,100162788
137,coldwar2015,Bridge of Spies,42,buenavista,2015-10-16,147.0,2811.0,15371203.0,2873.0,40000000,72313754,161513754,89200000,Thriller,140.0,['Steven Spielberg'],,['Thomas Newman'],1,/oscar/movies/?id=coldwar2015.htm,32313754,121513754
138,crimsonpeak,Crimson Peak,83,universal,2015-10-16,42.0,2984.0,13143310.0,2991.0,55000000,31090320,74456933,43366613,Horror,119.0,['Guillermo del Toro'],,,0,,-23909680,19456933
139,pan,Pan,73,warnerbros,2015-10-09,91.0,3515.0,15315435.0,3515.0,150000000,35088320,123888320,88800000,Fantasy,111.0,['Joe Wright'],['Greg Berlanti'],,0,,-114911680,-26111680
140,jobs2015,Steve Jobs,105,universal,2015-10-09,63.0,4.0,521522.0,2493.0,30000000,17766658,35403508,17636850,Drama,122.0,['Danny Boyle'],['Scott Rudin'],['Daniel Pemberton'],1,/oscar/movies/?id=jobs2015.htm,-12233342,5403508
141,trash,Trash,530,focusworld,2015-10-09,7.0,17.0,10230.0,17.0,12000000,17484,6553186,6535702,Adventure Comedy,114.0,,,,0,,-11982516,-5446814
142,scott2016,The Martian,8,fox,2015-10-02,168.0,3831.0,54308575.0,3854.0,108000000,228433663,640055863,411622200,Sci-Fi,141.0,['Ridley Scott'],,['Harry Gregson-Williams'],1,/oscar/movies/?id=scott2016.htm,120433663,532055863
143,shanghai,Shanghai,444,weinsteincompany,2015-10-02,14.0,103.0,26604.0,103.0,50000000,46425,11258055,11211630,Period Drama,104.0,['Mikael Hafstrom'],['Barry Mendel'],,0,,-49953575,-38741945
144,freeheld,Freeheld,248,lionsgate,2015-10-02,42.0,5.0,37983.0,148.0,7000000,546201,1732228,1186027,Drama,103.0,['Peter Sollett'],,['Hans Zimmer'],0,,-6453799,-5267772
145,clouds2015,The Walk,127,tristar,2015-09-30,40.0,448.0,1560299.0,2509.0,35000000,10137502,61173364,51035862,Adventure,123.0,['Robert Zemeckis'],['Robert Zemeckis'],['Alan Silvestri'],0,,-24862498,26173364
146,meyouandfivebucks,Me You and Five Bucks,677,indican,2015-09-25,21.0,2.0,862.0,2.0,1500000,2105,2105,0,Comedy,93.0,,,,0,,-1497895,-1497895
147,greeninferno,The Green Inferno,138,hightop,2015-09-25,42.0,1540.0,3520626.0,1543.0,1000000,7192291,12931569,5739278,Horror,100.0,['Eli Roth'],,,0,,6192291,11931569
148,intern,The Intern,41,warnerbros,2015-09-25,105.0,3305.0,17728313.0,3320.0,40000000,75764672,197232734,121468062,Comedy,121.0,['Nancy Meyers'],,,0,,35764672,157232734
149,hoteltransylvania2,Hotel Transylvania 2,16,sony,2015-09-25,161.0,3754.0,48464322.0,3768.0,80000000,169700110,470909901,301209791,Animation,89.0,['Genndy Tartakovsky'],,['Mark Mothersbaugh'],0,,89700110,390909901
150,lanavajadedonjuan,La Navaja de Don Juan,653,indican,2015-10-09,17.0,2.0,2330.0,2.0,1200000,4254,4254,0,Comedy,102.0,,,,0,,-1195746,-1195746
151,mazerunner2,Maze Runner: The Scorch Trials,36,fox,2015-09-18,126.0,3791.0,30316510.0,3792.0,61000000,81697192,310697192,229000000,Action / Adventure,131.0,['Wes Ball'],,['John Paesano'],0,,20697192,249697192
152,whiteybulger15,Black Mass,49,warnerbros,2015-09-18,77.0,3188.0,22635037.0,3188.0,53000000,62575678,98837872,36262194,Crime Drama,122.0,['Scott Cooper'],,['Junkie XL'],0,,9575678,45837872
153,sicario,Sicario,60,lionsgate,2015-09-18,119.0,6.0,401288.0,2620.0,30000000,46889293,78571737,31682444,Action Drama,121.0,['Denis Villeneuve'],[],,1,/oscar/movies/?id=sicario.htm,16889293,48571737
154,perfectguy,The Perfect Guy,51,screengems,2015-09-11,84.0,2221.0,25888154.0,2230.0,18000000,57017904,60264805,3246901,Thriller,100.0,,,,0,,39017904,42264805
155,90minutesinheaven,90 Minutes in Heaven,149,samuelgoldwyn,2015-09-11,52.0,878.0,2035273.0,899.0,5000000,4816142,4816142,0,Drama,121.0,['Michael Polish'],,,0,,-183858,-183858
156,blumhouse2015,The Visit,47,universal,2015-09-11,,3069.0,25427560.0,3148.0,5000000,65112020,98316555,33204535,Horror,94.0,['M. Night Shyamalan'],,,0,,60112020,93316555
157,beforewego,Before We Go,464,radiustwc,2015-09-04,28.0,21.0,18630.0,21.0,3000000,37151,364098,326947,Comedy / Drama,96.0,['Chris Evans'],,,0,,-2962849,-2635902
158,transporter4,The Transporter Refueled,110,europacorp,2015-09-04,77.0,3434.0,7355622.0,3434.0,22000000,16029670,69698495,53668825,Action,96.0,['Camille Delamarre'],,,0,,-5970330,47698495
159,weareyourfriends,We Are Your Friends,160,warnerbros,2015-08-28,28.0,2333.0,1767308.0,2333.0,2000000,3591417,10166209,6574792,Drama,96.0,,,,0,,1591417,8166209
160,warroom2015,War Room,45,tristar,2015-08-28,108.0,1135.0,11351389.0,1945.0,3000000,67790117,73975239,6185122,Drama,120.0,['Alex Kendrick'],,,0,,64790117,70975239
161,windsordrive,Windsor Drive,665,indican,2015-08-28,7.0,2.0,2160.0,2.0,850000,3256,3256,0,Thriller,83.0,,,,0,,-846744,-846744
162,coup,No Escape,88,weinsteincompany,2015-08-26,93.0,3355.0,8111264.0,3415.0,5000000,27288872,39157326,11868454,Action,101.0,['John Erick Dowdle'],['Drew Dowdle'],,0,,22288872,34157326
163,sinister2,Sinister 2,86,focus,2015-08-21,70.0,2766.0,10542116.0,2799.0,10000000,27740955,54104225,26363270,Horror,97.0,,['Jason Blum'],,0,,17740955,44104225
164,topspin,Top Spin,621,firstrun,2015-08-21,70.0,1.0,2177.0,4.0,150000,5858,5858,0,Documentary,80.0,,,,0,,-144142,-144142
165,hitman47,Hitman: Agent 47,97,fox,2015-08-21,56.0,3261.0,8326530.0,3273.0,35000000,22467450,81967450,59500000,Action / Adventure,96.0,,,,0,,-12532550,46967450
166,uncle,The Man From U.N.C.L.E.,61,warnerbros,2015-08-14,70.0,3638.0,13421036.0,3673.0,75000000,45445109,105445109,60000000,Action,116.0,['Guy Ritchie'],,['Daniel Pemberton'],0,,-29554891,30445109
167,straightouttacompton,Straight Outta Compton,19,universal,2015-08-14,,2757.0,60200180.0,3142.0,28000000,161058685,201867526,40808841,Drama,147.0,['F. Gary Gray'],,,1,/oscar/movies/?id=straightouttacompton.htm,133058685,173867526
168,fantasticfour15,Fantastic Four,53,fox,2015-08-07,77.0,3995.0,25685737.0,4004.0,120000000,56117548,167117548,111000000,Action / Adventure,100.0,['Josh Trank'],,['Marco Beltrami'],0,,-63882452,47117548
169,blumhousejuly2015,The Gift (2015),64,stx,2015-08-07,63.0,2503.0,11854273.0,2503.0,5000000,43787265,58978653,15191388,Thriller,108.0,['Joel Edgerton'],['Jason Blum'],,0,,38787265,53978653
170,diaryofateenagegirl,The Diary of a Teenage Girl,196,sonyclassics,2015-08-07,80.0,4.0,52334.0,795.0,2000000,1477002,2166392,689390,Drama,102.0,,,,0,,-522998,166392
171,rickiandtheflash,Ricki and the Flash,89,tristar,2015-08-07,66.0,1603.0,6610961.0,2064.0,18000000,26822144,40487973,13665829,Comedy / Drama,101.0,['Jonathan Demme'],,,0,,8822144,22487973
172,shaunthesheep,Shaun the Sheep Movie,102,lionsgate,2015-08-05,79.0,2320.0,4038962.0,2360.0,25000000,19375982,101937062,82561080,Animation,85.0,,,,1,/oscar/movies/?id=shaunthesheep.htm,-5624018,76937062
173,mi5,Mission: Impossible - Rogue Nation,11,paramount,2015-07-31,91.0,3956.0,55520089.0,3988.0,150000000,195042377,700868363,505825986,Action,130.0,['Christopher McQuarrie'],,,0,,45042377,550868363
174,counting,Counting,588,cinemaguild,2015-07-31,21.0,1.0,4904.0,1.0,50000,8374,8374,0,Documentary,111.0,['Jem Cohen'],,,0,,-41626,-41626
175,theyoungprodigioustsspivet,The Young & Prodigious T.S. Spivet,334,weinsteincompany,2015-07-31,,100.0,33658.0,100.0,33000000,176847,357687,180840,Adventure,105.0,['Jean-Pierre Jeunet'],,,0,,-32823153,-32642313
176,newline15,Vacation,50,wb-newline,2015-07-29,93.0,3411.0,14681108.0,3430.0,31000000,58884188,100655892,41771704,Comedy,99.0,,,['Mark Mothersbaugh'],0,,27884188,69655892
177,southpaw2015,Southpaw,56,weinsteincompany,2015-07-24,105.0,2772.0,16701294.0,2772.0,30000000,52421953,89825208,37403255,Drama,123.0,['Antoine Fuqua'],,['James Horner'],0,,22421953,59825208
178,papertowns,Paper Towns,81,fox,2015-07-24,84.0,3031.0,12650140.0,3031.0,12000000,32000304,85512300,53511996,Drama,109.0,['Jake Schreier'],,,0,,20000304,73512300
179,pixels,Pixels,39,sony,2015-07-24,108.0,3723.0,24011616.0,3723.0,90000000,78747585,244126300,165378715,Action Comedy,105.0,['Chris Columbus'],,['Henry Jackman'],0,,-11252415,154126300
180,vaticantapes,The Vatican Tapes,191,lionsgate,2015-07-24,28.0,427.0,832271.0,427.0,13000000,1784763,12986189,11201426,Horror,91.0,,,,0,,-11215237,-13811
181,antman,Ant-Man,14,buenavista,2015-07-17,154.0,3856.0,57225526.0,3868.0,130000000,180202163,518602163,338400000,Action / Adventure,117.0,['Peyton Reed'],['Kevin Feige'],['Christophe Beck'],0,,50202163,388602163
182,trainwreck15,Trainwreck,28,universal,2015-07-17,,3158.0,30097040.0,3171.0,35000000,110038130,140561831,30523701,Comedy,125.0,['Judd Apatow'],,['Jon Brion'],0,,75038130,105561831
183,dawnofthecrescentmoon,Dawn of the Crescent Moon,585,indican,2015-07-24,,3.0,6411.0,3.0,75000,8799,8799,0,Sci-Fi Thriller,95.0,,,,0,,-66201,-66201
184,baahubali:thebeginning,Baahubali: The Beginning,142,bluesky,2015-07-09,15.0,236.0,3575000.0,236.0,40000000,6738000,26738000,20000000,Action / Adventure,159.0,,,,0,,-33262000,-13262000
185,selfless,Self/Less,121,focus,2015-07-10,49.0,2353.0,5403460.0,2353.0,26000000,12279691,33713827,21434136,Sci-Fi Thriller,117.0,['Tarsem'],,,0,,-13720309,7713827
186,strangerland,Strangerland,531,alchemy,2015-07-10,3.0,15.0,17472.0,15.0,10000000,17472,28048,10576,Drama / Thriller,112.0,['Kim Farrant'],,,0,,-9982528,-9971952
187,minions,Minions,6,universal,2015-07-10,161.0,4301.0,115718405.0,4311.0,74000000,336045770,1163624481,827578711,Animation,91.0,['Pierre Coffin'],,['Heitor Pereira'],0,,262045770,1089624481
188,terminator2015,Terminator: Genisys,32,paramount,2015-07-01,79.0,3758.0,27018486.0,3783.0,155000000,89760956,440160956,350400000,Action,126.0,['Alan Taylor'],,,0,,-65239044,285160956
189,magicmike2,Magic Mike XXL,46,warnerbros,2015-07-01,86.0,3355.0,12857184.0,3376.0,14500000,66013057,123709460,57696403,Comedy / Drama,115.0,['Gregory Jacobs'],,,0,,51513057,109209460
190,paradiselost2014,Escobar: Paradise Lost,323,radiustwc,2015-06-26,14.0,105.0,106869.0,105.0,17000000,195792,1973945,1778153,Romantic Thriller,120.0,,,,0,,-16804208,-15026055
191,ted2,Ted 2,37,universal,2015-06-26,,3442.0,33507870.0,3448.0,68000000,81284830,216500183,135215353,Comedy,115.0,['Seth MacFarlane'],,['Walter Murphy'],0,,13284830,148500183
192,dope,Dope,107,openroads,2015-06-19,91.0,2002.0,6100010.0,2002.0,7000000,17506470,18190831,684361,Comedy / Drama,115.0,,,[],0,,10506470,11190831
193,pixar2014,Inside Out,4,buenavista,2015-06-19,175.0,3946.0,90440272.0,4158.0,175000000,356461711,853923085,497461374,Animation,94.0,['Pete Docter'],,['Michael Giacchino'],1,/oscar/movies/?id=pixar2014.htm,181461711,678923085
194,manglehorn,Manglehorn,358,ifc,2015-06-19,,3.0,11227.0,27.0,4000000,132270,332752,200482,Drama,97.0,['David Gordon Green'],,,0,,-3867730,-3667248
195,jurassicpark4,Jurassic World,2,universal,2015-06-12,,4274.0,208806270.0,4291.0,215000000,652198010,1670328025,1018130015,Sci-Fi Horror,124.0,['Colin Trevorrow'],,['Michael Giacchino'],0,,437198010,1455328025
196,unitedpassions,United Passions,698,screenmedia,2015-06-05,3.0,10.0,607.0,10.0,30000000,918,168832,167914,Sports Drama,110.0,['Frederic Auburtin'],,,0,,-29999082,-29831168
197,susancooper,Spy,27,fox,2015-06-05,126.0,3711.0,29085719.0,3715.0,65000000,110825712,233125712,122300000,Comedy,120.0,['Paul Feig'],,['Theodore Shapiro'],0,,45825712,168125712
198,insidiouschapter3,Insidious Chapter 3,57,focus,2015-06-05,70.0,3002.0,22692741.0,3014.0,10000000,52218558,120678444,68459886,Horror,97.0,['Leigh Whannell'],,['Joseph Bishara'],0,,42218558,110678444
199,entourage,Entourage,80,warnerbros,2015-06-03,72.0,3108.0,10283250.0,3108.0,30000000,32363404,46225326,13861922,Comedy,104.0,['Doug Ellin'],,,0,,2363404,16225326
200,crowe2014,Aloha,100,sony,2015-05-29,63.0,2815.0,9670235.0,2815.0,37000000,21052030,24935799,3883769,Comedy / Drama,105.0,['Cameron Crowe'],,,0,,-15947970,-12064201
201,sanandreas,San Andreas,20,wb-newline,2015-05-29,140.0,3777.0,54588173.0,3812.0,110000000,155190832,469590832,314400000,Action,114.0,['Brad Peyton'],,['Andrew Lockington'],0,,45190832,359590832
202,drunkwedding,Drunk Wedding,664,paramountinsruge,2015-05-22,3.0,16.0,3301.0,16.0,600000,3301,3301,0,Comedy,81.0,,,,0,,-596699,-596699
203,aloft,Aloft,432,sonyclassics,2015-05-22,84.0,2.0,2116.0,17.0,8000000,53086,53086,0,Drama,112.0,,,,0,,-7946914,-7946914
204,poltergeist2015,Poltergeist (2015),58,fox,2015-05-22,77.0,3240.0,22620386.0,3242.0,35000000,47425125,95825125,48400000,Horror,93.0,['Gil Kenan'],,['Marc Streitenfeld'],0,,12425125,60825125
205,1952,Tomorrowland,30,buenavista,2015-05-22,119.0,3972.0,33028165.0,3972.0,170000000,93436322,205336322,111900000,Sci-Fi,130.0,['Brad Bird'],,['Michael Giacchino'],0,,-76563678,35336322
206,furyroad,Mad Max: Fury Road,21,warnerbros,2015-05-15,133.0,3702.0,45428128.0,3722.0,150000000,153636354,373136354,219500000,Sci-Fi Action,120.0,['George Miller'],['George Miller'],['Junkie XL'],1,/oscar/movies/?id=furyroad.htm,3636354,223136354
207,area51,Area 51,600,paramountinsruge,2015-05-15,3.0,16.0,7556.0,16.0,5000000,7556,7556,0,Horror,91.0,['Oren Peli'],,,0,,-4992444,-4992444
208,pitchperfect2,Pitch Perfect 2,12,universal,2015-05-15,,3473.0,69216890.0,3660.0,29000000,183785415,286995378,103209963,Comedy,115.0,['Elizabeth Banks'],,['Mark Mothersbaugh'],0,,154785415,257995378
209,childless2015,Childless,691,montereymediainc,2015-05-15,7.0,1.0,732.0,1.0,1000000,1036,1036,0,Drama,87.0,,,,0,,-998964,-998964
210,skintrade,Skin Trade,689,magnolia,2015-05-08,21.0,1.0,162.0,1.0,9000000,1242,1242,0,Action,95.0,,,,0,,-8998758,-8998758
211,witherspoonvergara,Hot Pursuit,74,wb-newline,2015-05-08,84.0,3003.0,13942258.0,3037.0,35000000,34580201,45680201,11100000,Comedy,87.0,['Anne Fletcher'],,['Christophe Beck'],0,,-419799,10680201
212,avengers2,Avengers: Age of Ultron,3,buenavista,2015-05-01,161.0,4276.0,191271109.0,4276.0,250000000,459005868,1404705868,945700000,Action / Adventure,141.0,['Joss Whedon'],,,0,,209005868,1154705868
213,ageofadaline,The Age of Adaline,69,lionsgate,2015-04-24,77.0,2991.0,13203458.0,3070.0,30000000,42629776,69057415,26427639,Drama,112.0,['Lee Toland Krieger'],,['Rob Simonsen'],0,,12629776,39057415
214,waterdiviner,The Water Diviner,154,warnerbros,2015-04-24,69.0,320.0,1220335.0,385.0,22500000,4200117,30864649,26664532,War Drama,111.0,['Russell Crowe'],['Brett Ratner'],,0,,-18299883,8364649
215,brotherlylove,Brotherly Love,263,fs,2015-04-24,35.0,200.0,246902.0,200.0,1900000,478595,478595,0,Drama,89.0,,['Queen Latifah'],,0,,-1421405,-1421405
216,littleboy,Little Boy,144,openroads,2015-04-24,56.0,1045.0,2750356.0,1045.0,20000000,6485961,17684355,11198394,Drama,106.0,['Alejandro Monteverde'],['Mark Burnett'],,0,,-13514039,-2315645
217,cybernatural,Unfriended,79,universal,2015-04-17,42.0,2739.0,15845115.0,2775.0,1000000,32482090,62561449,30079359,Horror,83.0,['Levan Gabriadze'],,,0,,31482090,61561449
218,child44,Child 44,211,lionsgatesummit,2015-04-17,28.0,510.0,621812.0,510.0,50000000,1224330,3434330,2210000,Drama,137.0,['Daniel Espinosa'],,,0,,-48775670,-46565670
219,paulblart2,Paul Blart: Mall Cop 2,43,sony,2015-04-17,108.0,3633.0,23762435.0,3633.0,38000000,71038190,107597242,36559052,Comedy,94.0,['Andy Fickman'],,['Rupert Gregson-Williams'],0,,33038190,69597242
220,alongtheroadside,Along the Roadside,687,indican,2015-03-27,,,965.0,,500000,0,0,0,Comedy,107.0,,,,0,,-500000,-500000
221,exmachina,Ex Machina,94,a24,2015-04-10,147.0,4.0,237264.0,2004.0,13000000,25440971,37065887,11624916,Sci-Fi Thriller,110.0,['Alex Garland'],['Scott Rudin'],,1,/oscar/movies/?id=exmachina.htm,12440971,24065887
222,sisterhoodofnight,The Sisterhood of Night,608,fs,2015-04-10,7.0,10.0,5264.0,10.0,1000000,6870,6870,0,Drama,103.0,,,,0,,-993130,-993130
223,thelongestride,The Longest Ride,71,fox,2015-04-10,91.0,3366.0,13019686.0,3371.0,34000000,37446117,63802928,26356811,Romance,139.0,"['George Tillman, Jr.']",,['Mark Isham'],0,,3446117,29802928
224,lostriver,Lost River,446,warnerbros,2015-04-10,21.0,3.0,20828.0,3.0,2000000,45431,45431,0,Drama,95.0,['Ryan Gosling'],,,0,,-1954569,-1954569
225,fast7,Furious 7,5,universal,2015-04-03,,4004.0,147187040.0,4022.0,190000000,351032910,1514019071,1162986161,Action,137.0,['James Wan'],,['Brian Tyler'],0,,161032910,1324019071
226,womaningold,Woman in Gold,77,weinsteincompany,2015-04-01,135.0,258.0,2091551.0,2011.0,11000000,33307793,56758138,23450345,Drama,109.0,,,['Hans Zimmer'],0,,22307793,45758138
227,whilewereyoung,While We're Young,136,a24,2015-03-27,94.0,4.0,227688.0,762.0,10000000,7582065,13423176,5841111,Comedy / Drama,94.0,['Noah Baumbach'],,['James Murphy'],0,,-2417935,3423176
228,gethard,Get Hard,31,warnerbros,2015-03-27,105.0,3175.0,33803253.0,3212.0,40000000,90411453,106511453,16100000,Comedy,100.0,['Etan Cohen'],,['Christophe Beck'],0,,50411453,66511453
229,alongtheroadside,Along the Roadside,687,indican,2015-03-27,,,965.0,,250000,0,3234,3234,Comedy,107.0,,,,0,,-250000,-246766
230,dannycollins,Danny Collins,147,bleeckerstreet,2015-03-20,77.0,5.0,72459.0,739.0,10000000,5637066,7501132,1864066,Comedy / Drama,106.0,['Dan Fogelman'],,,0,,-4362934,-2498868
231,doyoubelieve,Do You Believe?,116,pureflix,2015-03-20,98.0,1320.0,3591282.0,1356.0,2300000,12985600,14305540,1319940,Drama,120.0,,,,0,,10685600,12005540
232,gunman2015,The Gunman,125,openroads,2015-03-20,42.0,2816.0,5028702.0,2816.0,40000000,10664749,13644292,2979543,Thriller,115.0,['Pierre Morel'],,,0,,-29335251,-26355708
233,insurgent,The Divergent Series: Insurgent,23,lionsgatesummit,2015-03-20,112.0,3875.0,52263680.0,3875.0,110000000,130179072,295279072,165100000,Action / Adventure,119.0,['Robert Schwentke'],,,0,,20179072,185279072
234,itfollows,It Follows,112,radiustwc,2015-03-13,105.0,4.0,160089.0,1655.0,2000000,14674077,20649774,5975697,Horror,97.0,,,,0,,12674077,18649774
235,cinderella2015,Cinderella (2015),9,buenavista,2015-03-13,189.0,3845.0,67877361.0,3848.0,95000000,201151353,534551353,333400000,Fantasy,112.0,['Kenneth Branagh'],['Simon Kinberg'],,1,/oscar/movies/?id=cinderella2015.htm,106151353,439551353
236,runallnight,Run All Night,91,warnerbros,2015-03-13,56.0,3171.0,11012305.0,3171.0,50000000,26461644,66961644,40500000,Action,114.0,['Jaume Collet-Serra'],,['Junkie XL'],0,,-23538356,16961644
237,bestexotic2,The Second Best Exotic Marigold Hotel,78,foxsearchlight,2015-03-06,112.0,1573.0,8540370.0,2022.0,10000000,33078266,90384306,57306040,Comedy / Drama,122.0,['John Madden'],,['Thomas Newman'],0,,23078266,80384306
238,chappie,Chappie,82,sony,2015-03-06,59.0,3201.0,13346782.0,3201.0,49000000,31569268,105002056,73432788,Sci-Fi Action,120.0,['Neill Blomkamp'],,['Hans Zimmer'],0,,-17430732,56002056
239,vaughn14,Unfinished Business,126,fox,2015-03-06,42.0,2777.0,4772613.0,2777.0,35000000,10219501,12819501,2600000,Comedy,91.0,['Ken Scott'],,,0,,-24780499,-22180499
240,roadhard,Road Hard,376,filmbuff,2015-03-06,7.0,22.0,105943.0,22.0,1500000,113169,113169,0,Comedy,98.0,,,,0,,-1386831,-1386831
241,focus2015,Focus (2015),55,warnerbros,2015-02-27,70.0,3323.0,18685137.0,3323.0,65000000,53862963,154362963,100500000,Comedy,104.0,,['Denise Di Novi'],['Nick Urata'],0,,-11137037,89362963
242,butterflygirl,Butterfly Girl,580,indican,2015-04-03,35.0,2.0,4326.0,2.0,180000,8956,8956,0,Documentary,78.0,,,,0,,-171044,-171044
243,lazarus,The Lazarus Effect,93,relativity,2015-02-27,,2666.0,10203437.0,2666.0,5000000,25801570,35341814,9540244,Horror,83.0,['David Gelb'],['Jason Blum'],,0,,20801570,30341814
244,mcfarland,"McFarland, USA",63,buenavista,2015-02-20,140.0,2755.0,11020798.0,2792.0,17000000,44480275,45707924,1227649,Sports Drama,128.0,['Niki Caro'],,,0,,27480275,28707924
245,duff,The DUFF,76,lionsgate,2015-02-20,84.0,2575.0,10809149.0,2622.0,8500000,34030343,43528634,9498291,Comedy,101.0,['Ari Sandel'],['McG'],,0,,25530343,35028634
246,hottub2,Hot Tub Time Machine 2,120,paramount,2015-02-20,35.0,2880.0,5963324.0,2901.0,14000000,12314651,12452601,137950,Comedy,93.0,['Steve Pink'],['Andrew Panay'],['Christophe Beck'],0,,-1685349,-1547399
247,secretservice,Kingsman: The Secret Service,25,fox,2015-02-13,147.0,3204.0,36206331.0,3282.0,94000000,128261724,404561724,276300000,Action / Adventure,129.0,['Matthew Vaughn'],['Matthew Vaughn'],['Henry Jackman'],0,,34261724,310561724
248,fiftyshadesofgrey,Fifty Shades of Grey,17,universal,2015-02-13,84.0,3646.0,85171450.0,3655.0,40000000,166167230,570978470,404811240,Romance,125.0,['Sam Taylor-Johnson'],,['Danny Elfman'],1,/oscar/movies/?id=fiftyshadesofgrey.htm,126167230,530978470
