,budgetListIDX,budgetListName,bLnameLength,MvName,mvNameLength,maxFuzzRatioIDX,maxFuzzRatio,maxFuzzSetRatioIDX,maxFuzzSetRatio,budgetListMvReleaseYR,MvReleaseYR
316,316,Inside Out,10,Inside Out,10,531,100,531,100,2015,2015.0
317,317,Manglehorn,10,Manglehorn,10,885,100,885,100,2015,2015.0
318,318,Jurassic World,14,Jurassic World,14,529,100,529,100,2015,2015.0
319,319,United Passions,15,United Passions,15,1225,100,1225,100,2015,2015.0
320,320,Spy!,4,Spy,3,554,86,554,100,2015,2015.0
321,321,Insidious Chapter 3,19,Insidious Chapter 3,19,584,100,584,100,2015,2015.0
322,322,Dawn Patrol,11,Ski Patrol,10,5962,67,12319,75,2015,1990.0
323,323,Freedom,7,Mandela: Long Walk to Freedom,29,6330,78,2067,100,2015,2013.0
324,324,Entourage,9,Entourage,9,607,100,607,100,2015,2015.0
325,325,Aloha,5,Aloha,5,627,100,627,100,2015,2015.0
326,326,Survivor,8,Lone Survivor,13,1955,76,1955,100,2015,2013.0
327,327,San Andreas,11,San Andreas,11,547,100,547,100,2015,2015.0
328,328,Mutant World,12,Tap World,9,1725,70,1021,76,2015,2015.0
329,329,Drunk Wedding,13,Drunk Wedding,13,1191,100,1191,100,2015,2015.0
330,330,Aloft,5,Aloft,5,959,100,959,100,2015,2015.0
331,331,Poltergeist,11,Poltergeist (2015),18,13900,100,585,100,2015,2015.0
332,332,Tomorrowland,12,Tomorrowland,12,557,100,557,100,2015,2015.0
333,333,Into the Grizzly Maze,21,Maze,4,5667,65,9194,100,2015,2001.0
334,334,Family Motocross,16,My Family,9,2856,67,11050,80,2015,1995.0
335,335,Pound of Flesh,14,The School of Flesh,19,7218,65,9837,73,2015,1999.0
336,336,Mad Max: Fury Road,18,Mad Max: Fury Road,18,548,100,548,100,2015,2015.0
337,337,Area 51,7,Area 51,7,1127,100,1127,100,2015,2015.0
338,338,Pitch Perfect 2,15,Pitch Perfect 2,15,539,100,539,100,2015,2015.0
339,339,Childless,9,Childless,9,1218,100,1218,100,2015,2015.0
340,340,La famille Bélier,17,Un air de famille,17,12570,56,10264,67,2015,1998.0
341,341,Skin Trade,10,Skin Trade,10,1216,100,1216,100,2015,2015.0
342,342,Maggie,6,Maggie's Plan,13,855,100,121,100,2015,2016.0
343,343,Hot Pursuit,11,Hot Pursuit,11,601,100,601,100,2015,2015.0
344,344,Miss Julie,10,Miss Julie,10,9917,100,9917,100,2015,1999.0
345,345,Le bonheur d'Elza,17,Hello Brother,13,3617,50,9864,60,2015,1999.0
346,346,Avengers: Age of Ultron,23,Avengers: Age of Ultron,23,530,100,530,100,2015,2015.0
347,347,The Face of an Angel,20,Face,4,1501,72,7689,100,2015,2004.0
348,348,The Age of Adaline,18,The Age of Adaline,18,596,100,596,100,2015,2015.0
349,349,Yi ge ren de wu lin,19,Waking Up in Reno,17,1923,51,8683,56,2015,2002.0
350,350,The Water Diviner,17,The Water Diviner,17,681,100,681,100,2015,2015.0
351,351,Brotherly Love,14,Brotherly Love,14,790,100,790,100,2015,2015.0
352,352,Little Boy,10,Little Boy,10,671,100,671,100,2015,2015.0
353,353,The Front Man,13,The Man,7,6115,88,6944,100,2015,2005.0
354,354,Ten,3,The Ten Commandments (2007),27,8233,100,5796,100,2015,2007.0
355,355,The Marine 4,12,The Marine,10,6304,91,6304,100,2015,2006.0
356,356,Antarctic Edge: 70º South,25,Antarctic Edge,14,1132,72,1132,100,2015,2015.0
357,357,Unfriended,10,Unfriended,10,606,100,606,100,2015,2015.0
358,358,Child 44,8,Child 44,8,738,100,738,100,2015,2015.0
359,359,Paul Blart: Mall Cop 2,22,Paul Blart: Mall Cop 2,22,570,100,570,100,2015,2015.0
360,360,Closer to the Moon,18,Moon,4,5075,78,4585,100,2015,2009.0
361,361,The Toxic Avenger Part II,25,The Toxic Avenger Part II,25,12621,100,12621,100,2015,1989.0
362,362,Roadside,8,Along the Roadside,18,14224,86,1214,100,2015,2015.0
363,363,Loin des hommes,15,Hotel de Love,13,6522,59,10570,64,2015,1997.0
364,364,Ex Machina,10,Ex Machina,10,621,100,621,100,2015,2015.0
365,365,The Sisterhood of Night,23,The Sisterhood of Night,23,1135,100,1135,100,2015,2015.0
366,366,The Longest Ride,16,The Longest Ride,16,598,100,598,100,2015,2015.0
367,367,Desert Dancer,13,Dancer,6,875,100,310,100,2015,2016.0
368,368,Silent Running,14,Silent Night,12,13958,72,3152,77,2015,2012.0
369,369,Lost River,10,Lost River,10,973,100,973,100,2015,2015.0
370,370,Furious 7,9,Furious 7,9,532,100,532,100,2015,2015.0
371,371,Woman in Gold,13,Woman in Gold,13,604,100,604,100,2015,2015.0
372,372,Viskningar och rop,18,Christina,9,10151,56,4355,59,2015,2010.0
373,373,While We're Young,17,While We're Young,17,663,100,663,100,2015,2015.0
374,374,Get Hard,8,Get Hard,8,558,100,558,100,2015,2015.0
375,375,Home,4,No Home Movie,13,727,67,367,100,2015,2016.0
376,376,Open Secret,11,A Secret,8,1487,80,5189,86,2015,2008.0
377,377,Along the Roadside,18,Along the Roadside,18,1214,100,1214,100,2015,2015.0
378,378,Danny Collins,13,Danny Collins,13,674,100,674,100,2015,2015.0
379,379,Do You Believe?,15,Do You Believe?,15,643,100,643,100,2015,2015.0
380,380,The Gunman,10,The Gunman,10,652,100,652,100,2015,2015.0
381,381,The Divergent Series: Insurgent,31,The Divergent Series: Insurgent,31,550,100,550,100,2015,2015.0
382,382,The Walking Deceased,20,The Walking Dead,16,11080,89,11080,89,2015,1995.0
383,383,The Lady from Shanghai,22,Shanghai,8,655,63,971,100,2015,2015.0
384,384,Something Wicked,16,Something Wicked This Way Comes,31,13252,87,13808,100,2015,1983.0
385,385,Closure,7,Disclosure,10,7421,77,11232,82,2015,1994.0
386,386,Accidental Love,15,Unnatural and Accidental,24,7813,71,6740,80,2015,2006.0
387,387,Hross i oss,11,In Her Shoes,12,1767,58,6873,61,2015,2005.0
388,388,It Follows,10,It Follows,10,639,100,639,100,2015,2015.0
389,389,Walter,6,The Secret Life of Walter Mitty,31,6375,91,1991,100,2015,2013.0
390,390,Cinderella,10,Cinderella (2015),17,6834,83,536,100,2015,2015.0
391,391,Run All Night,13,Run All Night,13,618,100,618,100,2015,2015.0
392,392,The Lovers,10,The Lovers and the Despot,25,11852,95,422,100,2015,2016.0
393,393,Subconscious,12,Unconscious,11,6584,78,6584,87,2015,2006.0
394,394,Treading Water,14,Water,5,13733,71,6375,100,2015,2006.0
395,395,Jungle Shuffle,14,Jungle,6,10355,69,9558,100,2015,2000.0
396,396,The Pet,7,The Pest,8,10478,93,10478,93,2015,1997.0
397,397,Red Sky,7,Red,3,6836,71,3926,100,2015,2010.0
398,398,Teeth and Blood,15,Teeth,5,8286,73,5224,100,2015,2008.0
399,399,The Second Best Exotic Marigold Hotel,37,The Second Best Exotic Marigold Hotel,37,605,100,605,100,2015,2015.0
400,400,Chappie,7,Chappie,7,609,100,609,100,2015,2015.0
401,401,Unfinished Business,19,Unfinished Business,19,653,100,653,100,2015,2015.0
402,402,Road Hard,9,Road Hard,9,903,100,903,100,2015,2015.0
403,403,Ask Me Anything,15,Say Anything,12,12493,67,12493,80,2015,1989.0
404,404,To Write Love On Her Arms,25,To Rome with Love,17,11904,58,2737,71,2015,2012.0
405,405,Focus,5,Focus (2015),12,9091,100,582,100,2015,2015.0
406,406,Butterfly Girl,14,Butterfly Girl,14,1107,100,1107,100,2015,2015.0
407,407,Praia do Futuro,15,Il Futuro,9,2463,58,2463,80,2015,2013.0
408,408,The Lazarus Effect,18,The Lazarus Effect,18,620,100,620,100,2015,2015.0
409,409,Green Street Hooligans: Underground,35,Green Street Hooligans,22,7064,77,7064,100,2015,2005.0
410,410,Irreplaceable,13,Untraceable,11,5044,67,5044,67,2015,2008.0
411,411,Outside Bet,11,Outside the Law (Hors-la-loi),29,9320,64,4229,78,2015,2010.0
412,412,Give Me Shelter,15,Shelter,7,1428,79,5281,100,2015,2008.0
413,413,"McFarland, USA",14,"McFarland, USA",14,590,100,590,100,2015,2015.0
414,414,The DUFF,8,The DUFF,8,603,100,603,100,2015,2015.0
415,415,Hot Tub Time Machine 2,22,Hot Tub Time Machine 2,22,647,100,647,100,2015,2015.0
416,416,Girlhouse,9,Grindhouse,10,5649,74,5649,74,2015,2007.0
417,417,Hits,4,Shut Up and Play the Hits,25,7004,73,2870,100,2015,2012.0
418,418,Kingsman: The Secret Service,28,Kingsman: The Secret Service,28,552,100,552,100,2015,2015.0
419,419,Fifty Shades of Grey,20,Fifty Shades of Grey,20,544,100,544,100,2015,2015.0
420,420,The Last Five Years,19,The Last 5 Years,16,882,86,882,93,2015,2015.0
421,421,Love in the Time of Monsters,28,In Time,7,8830,91,3367,100,2015,2011.0
422,422,Fear Clinic,11,Fear,4,11130,60,10707,100,2015,1996.0
423,423,Enter the Dangerous Mind,24,Mind the Gap,12,10951,72,7826,80,2015,2004.0
424,424,Seventh Son,11,Seventh Son,11,635,100,635,100,2015,2015.0
425,425,The SpongeBob Movie: Sponge Out of Water,40,The SpongeBob Movie: Sponge Out of Water,40,545,100,545,100,2015,2015.0
426,426,Jupiter Ascending,17,Jupiter Ascending,17,586,100,586,100,2015,2015.0
427,427,Bleeding Hearts,15,3 Hearts,8,8217,69,867,86,2015,2015.0
428,428,UnDivided,9,Unveiled,8,7318,71,7318,71,2015,2005.0
429,429,Project Almanac,15,Project Almanac,15,625,100,625,100,2015,2015.0
430,430,Trudno byt bogom,16,Run Fat Boy Run,15,11623,53,5111,59,2015,2008.0
431,431,Above and Beyond,16,Above and Beyond,16,828,100,828,100,2015,2015.0
432,432,"Guten Tag, Ramon",16,"Buen Dia, Ramon",15,876,77,876,76,2015,2015.0
433,433,Wild Card,9,Wild Reeds,10,8035,75,11142,74,2015,1995.0
434,434,Born of War,11,WAR,3,5339,82,5655,100,2015,2007.0
435,435,Song One,8,Song One,8,1002,100,1002,100,2015,2015.0
436,436,The Boy Next Door,17,The Boy Next Door,17,599,100,599,100,2015,2015.0
437,437,R100,4,R100,4,1026,100,1026,100,2015,2015.0
438,438,Mortdecai,9,Mortdecai,9,662,100,662,100,2015,2015.0
439,439,The Opposite Sex,16,The Opposite of Sex,19,10138,91,10138,100,2015,1998.0
440,440,Veronika Decides to Die,23,To Die For,10,12725,56,11016,75,2015,1995.0
441,441,The Wedding Ringer,18,The Wedding Ringer,18,575,100,575,100,2015,2015.0
442,442,Paddington,10,Paddington,10,567,100,567,100,2015,2015.0
443,443,Blackhat,8,Blackhat,8,660,100,660,100,2015,2015.0
444,444,Still Alice,11,Still Alice,11,630,100,630,100,2015,2015.0
445,445,Da Sweet Blood of Jesus,23,Da,2,12408,62,12872,100,2015,1988.0
446,446,Capricorn One,13,Monte Carlo,11,11791,58,3399,67,2015,2011.0
447,447,Black November,14,Black November,14,1150,100,1150,100,2015,2015.0
448,448,Let's Kill Ward's Wife,22,Gille's Wife,12,7212,59,7212,69,2015,2005.0
449,449,Vessel,6,Eva Hesse,9,14170,60,249,67,2015,2016.0
450,450,Taken 3,7,Taken 3,7,560,100,560,100,2015,2015.0
451,451,Doc Holliday's Revenge,22,Revenge,7,9229,58,12293,100,2014,1990.0
452,452,Stories of Our Lives,20,True Stories,12,7259,63,13306,74,2014,1986.0
453,453,Dry Spell,9,Yellow Day,10,10771,60,1714,63,2014,2014.0
454,454,H.,2,Dark Star: H.R. Giger's World,29,5053,50,948,100,2014,2015.0
455,455,House at the End of the Drive,29,Drive,5,2715,85,11964,100,2014,1992.0
456,456,The Sound and the Shadow,24,The Shadow,10,6947,77,11261,100,2014,1994.0
457,457,Kurmanjan datka,15,Human Capital,13,872,57,872,57,2014,2015.0
458,458,Bang Bang Baby,14,Bang Bang,9,1405,78,1405,100,2014,2014.0
459,459,Dragon Nest Warriors' Dawn,26,Red Dragon,10,5696,59,8423,75,2014,2002.0
460,460,40 Weeks,8,3 Weeks in Yerevan,18,6611,71,325,77,2014,2016.0
461,461,Fight to the Finish,19,Ip Man: The Final Fight,23,7445,70,2369,73,2014,2013.0
462,462,Rise Of the Entrepreneur - The Search For A Better Way,54,The Way,7,7605,51,3447,100,2014,2011.0
463,463,Destiny,7,Fritz Lang's Destiny (2016 re-release),38,12295,78,436,100,2014,2016.0
464,464,Diamond Rufff,13,Diamond Men,11,9137,67,9137,78,2014,2001.0
465,465,The Image Revolution,20,Revolution,10,5829,76,13547,100,2014,1985.0
466,466,America Is Still The Place,26,Mi America,10,3730,62,1189,82,2014,2015.0
467,467,Light from the Darkroom,23,From the Hip,12,9809,70,13025,80,2014,1987.0
468,468,Lucky Dog,9,Lucky,5,5728,78,7050,100,2014,2005.0
469,469,Happy 40th,10,"Happy, Happy",12,6191,70,3701,100,2014,2011.0
470,470,Pancakes,8,Cupcakes,8,1970,71,1103,75,2014,2015.0
471,471,Demonic,7,Demon,5,301,83,301,83,2014,2016.0
472,472,The Hadza: Last of the First,28,The First Time,14,12382,80,3099,78,2014,2012.0
473,473,A Most Violent Year,19,A Most Violent Year,19,1372,100,1372,100,2014,2014.0
474,474,Horse Camp,10,Camp,4,4717,63,8086,100,2014,2003.0
475,475,"Dude, Where's My Dog",20,"Dude, Where's My Car?",21,9283,83,9283,88,2014,2000.0
476,476,Barbecue,8,Baptists at Our Barbecue,24,10966,67,7661,100,2014,2004.0
477,477,Into the Woods,14,Into the Woods,14,1252,100,1252,100,2014,2014.0
478,478,American Sniper,15,American Sniper,15,1230,100,1230,100,2014,2014.0
479,479,Big Eyes,8,Big Eyes,8,1349,100,1349,100,2014,2014.0
480,480,Selma,5,Selma,5,1290,100,1290,100,2014,2014.0
481,481,Unbroken,8,Unbroken,8,1255,100,1255,100,2014,2014.0
482,482,Mr. Turner,10,Mr. Turner,10,1381,100,1381,100,2014,2014.0
483,483,Annie,5,Annie (2014),12,13902,100,1267,100,2014,2014.0
484,484,Night at the Museum: Secret of the Tomb,39,Night at the Museum: Secret of the Tomb,39,1256,100,1256,100,2014,2014.0
485,485,The Hobbit: The Battle of the Five Armies,41,The Hobbit: The Battle of the Five Armies,41,1235,100,1235,100,2014,2014.0
486,486,Top Five,8,Top Five,8,1330,100,1330,100,2014,2014.0
487,487,Exodus: Gods and Kings,22,Exodus: Gods and Kings,22,1279,100,1279,100,2014,2014.0
488,488,Inherent Vice,13,Inherent Vice,13,1366,100,1366,100,2014,2014.0
489,489,The Gambler,11,The Gambler,11,1316,100,1316,100,2014,2014.0
490,490,Dying of the Light,18,The Dying of the Light,22,474,90,474,100,2014,2016.0
491,491,Wild,4,The Wild Life (2016),20,10171,89,100,100,2014,2016.0
492,492,Black or White,14,Black or White,14,626,100,626,100,2014,2015.0
493,493,Antarctica: A Year on Ice,25,Antarctica: A Year on Ice,25,1519,100,1519,100,2014,2014.0
494,494,The Imitation Game,18,The Imitation Game,18,1265,100,1265,100,2014,2014.0
495,495,Penguins of Madagascar,22,Penguins of Madagascar,22,1272,100,1272,100,2014,2014.0
496,496,Horrible Bosses 2,17,Horrible Bosses 2,17,1287,100,1287,100,2014,2014.0
497,497,Food Chains,11,"Food, Inc.",10,4108,62,4588,74,2014,2009.0
498,498,The Sleepwalker,15,Sleepwalker,11,1868,85,1868,100,2014,2014.0
499,499,The Hunger Games: Mockingjay - Part 1,37,The Hunger Games: Mockingjay - Part 1,37,1231,100,1231,100,2014,2014.0
500,500,Dumb and Dumber To,18,Dumb and Dumber To,18,1266,100,1266,100,2014,2014.0
501,501,Beyond the Lights,17,Beyond the Lights,17,1348,100,1348,100,2014,2014.0
502,502,Wolves,6,Big Bad Wolves,14,1787,100,1701,100,2014,2014.0
503,503,Always Woodstock,16,Always,6,4578,69,12470,100,2014,1989.0
504,504,The Homesman,12,The Homesman,12,1408,100,1408,100,2014,2014.0
505,505,Rosewater,9,Rosewater,9,1392,100,1392,100,2014,2014.0
506,506,Once Upon a Time in Queens,26,In Time,7,7940,81,3367,100,2014,2011.0
507,507,Big Hero 6,10,Big Hero 6,10,1239,100,1239,100,2014,2014.0
508,508,Fugly,5,Fuel,4,4816,67,4816,67,2014,2009.0
509,509,Elsa & Fred,11,Elsa & Fred (2014),18,5261,100,1521,100,2014,2014.0
510,510,The Theory of Everything,24,The Theory of Everything,24,1314,100,1314,100,2014,2014.0
511,511,Interstellar,12,Interstellar,12,1245,100,1245,100,2014,2014.0
512,512,All You Need Is Love,20,Love is All You Need,20,7732,67,2123,100,2014,2013.0
513,513,Before I Go to Sleep,20,Before I Go To Sleep,20,1391,95,1391,100,2014,2014.0
514,514,Nightcrawler,12,Nightcrawler,12,1318,100,1318,100,2014,2014.0
515,515,Iguana,6,Dancing at the Blue Iguana,26,12910,57,9172,100,2014,2001.0
516,516,Ouija,5,Ouija,5,1292,100,1292,100,2014,2014.0
517,517,Rudderless,10,Rudderless,10,1643,100,1643,100,2014,2014.0
518,518,The Best of Me,14,The Best of Me,14,1326,100,1326,100,2014,2014.0
519,519,Housebound,10,Hellbound?,10,6918,71,3098,74,2014,2012.0
520,520,The Book of Life,16,The Book of Life (2014),23,9953,100,1296,100,2014,2014.0
521,521,Birdman or (The Unexpected Virtue of Ignorance),47,Unexpected,10,4404,51,1030,100,2014,2015.0
522,522,Camp X-Ray,10,Camp X-Ray,10,1776,100,1776,100,2014,2014.0
523,523,Fury,4,Mad Max: Fury Road,18,2255,80,548,100,2014,2015.0
524,524,The Judge,9,The Judge,9,1299,100,1299,100,2014,2014.0
525,525,Whiplash,8,Whiplash,8,1354,100,1354,100,2014,2014.0
526,526,Automata,8,Automatic Hate,14,494,73,494,73,2014,2016.0
527,527,Dracula Untold,14,Dracula Untold,14,1286,100,1286,100,2014,2014.0
528,528,Addicted,8,Addicted,8,1340,100,1340,100,2014,2014.0
529,529,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",59,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",59,1277,100,1277,100,2014,2014.0
530,530,Kill the Messenger,18,Kill the Messenger,18,1407,100,1407,100,2014,2014.0
531,531,St. Vincent,11,St. Vincent,11,1303,100,1303,100,2014,2014.0
532,532,La chambre bleue,16,Blue Car,8,8106,55,8140,67,2014,2003.0
533,533,Left Behind,11,Left Behind (2014),18,9030,100,1351,100,2014,2014.0
534,534,Annabelle,9,Annabelle,9,1270,100,1270,100,2014,2014.0
535,535,Gone Girl,9,Gone Girl,9,1247,100,1247,100,2014,2014.0
536,536,Drive Hard,10,Drive,5,12688,89,11964,100,2014,1992.0
537,537,"Men, Women and Children",23,"Men, Women & Children",21,1463,91,1463,100,2014,2014.0
538,538,Jimi: All is By My Side,23,Jimi: All Is By My Side,23,1503,96,1503,100,2014,2014.0
539,539,The Boxtrolls,13,The Boxtrolls,13,1293,100,1293,100,2014,2014.0
540,540,Plastic,7,Plastic Planet,14,12181,71,3863,100,2014,2011.0
541,541,Two Night Stand,15,Two Night Stand,15,1752,100,1752,100,2014,2014.0
542,542,The Equalizer,13,The Equalizer,13,1260,100,1260,100,2014,2014.0
543,543,This is Where I Leave You,25,This is Where I Leave You,25,1315,100,1315,100,2014,2014.0
544,544,Not Cool,8,Not Cool,8,1689,100,1689,100,2014,2014.0
545,545,Tusk,4,Tusk,4,1419,100,1419,100,2014,2014.0
546,546,The Maze Runner,15,Maze Runner: The Scorch Trials,30,1259,100,563,100,2014,2015.0
547,547,Pump,4,Pump,4,1606,100,1606,100,2014,2014.0
548,548,A Walk Among the Tombstones,27,The Walk,8,1327,100,654,100,2014,2015.0
549,549,The Skeleton Twins,18,The Skeleton Twins,18,1374,100,1374,100,2014,2014.0
550,550,Archaeology of a Woman,22,A Woman is a Woman,18,11754,68,8238,82,2014,2003.0
551,551,Faith Connections,17,Faith Connections,17,1835,100,1835,100,2014,2014.0
552,552,Dolphin Tale 2,14,Dolphin Tale 2,14,1308,100,1308,100,2014,2014.0
553,553,Atlas Shrugged: Who Is John Galt?,33,Atlas Shrugged Part III: Who Is John Galt?,42,1451,88,1451,100,2014,2014.0
554,554,No Good Deed,12,No Good Deed (2014),19,8196,100,1289,100,2014,2014.0
555,555,Born to Fly: Elizabeth Streb vs. Gravity,40,Born to Fly: Elizabeth Streb vs. Gravity,40,1726,100,1726,100,2014,2014.0
556,556,Cotton Comes to Harlem,22,Cotton Mary,11,10772,56,9487,71,2014,2000.0
557,557,A Funny Thing Happened on the Way to the Forum,46,The Way,7,2762,55,3447,100,2014,2011.0
558,558,Thunder and the House of Magic,30,Thunder and the House of Magic!,31,1877,98,1877,100,2014,2014.0
559,559,Falcon Rising,13,Falcon Rising,13,1792,100,1792,100,2014,2014.0
560,560,"As Above, So Below",18,As Above/So Below,17,1335,91,1335,100,2014,2014.0
561,561,Dwegons and Leprechauns,23,Leprechaun 2,12,2336,62,11387,63,2014,1994.0
562,562,Il conformista,14,Christian Mingle,16,11949,58,1723,60,2014,2014.0
563,563,The November Man,16,The November Man,16,1331,100,1331,100,2014,2014.0
564,564,Sanctuary; Quite a Conundrum,28,A Sunday in the Country,23,13698,55,13698,56,2014,1984.0
565,565,Sin City: A Dame to Kill For,28,Frank Miller's Sin City: A Dame to Kill For,43,1352,79,1352,100,2014,2014.0
566,566,If I Stay,9,If I Stay,9,1295,100,1295,100,2014,2014.0
567,567,The Prince,10,The Little Prince,17,1608,87,150,100,2014,2016.0
568,568,When the Game Stands Tall,25,When the Game Stands Tall,25,1323,100,1323,100,2014,2014.0
569,569,Henry & Me,10,Henry V,7,12306,82,12526,83,2014,1989.0
570,570,The Giver,9,The Giver,9,1302,100,1302,100,2014,2014.0
571,571,Fort McCoy,10,Fort McCoy,10,1615,100,1615,100,2014,2014.0
572,572,Night Lights,12,Friday Night Lights,19,7387,77,7387,100,2014,2004.0
573,573,The Expendables 3,17,The Expendables 3,17,1309,100,1309,100,2014,2014.0
574,574,Let’s Be Cops,13,Let's Be Cops,13,1273,92,1273,100,2014,2014.0
575,575,Swelter,7,Shelter,7,5281,86,5281,86,2014,2008.0
576,576,Jesse,5,Celeste and Jesse Forever,25,10299,67,2786,100,2014,2012.0
577,577,Into the Storm,14,Into The Storm,14,1298,93,1298,100,2014,2014.0
578,578,The Maid's Room,15,Room,4,8625,76,638,100,2014,2015.0
579,579,The Hundred-Foot Journey,24,The Hundred-Foot Journey,24,1288,100,1288,100,2014,2014.0
580,580,Teenage Mutant Ninja Turtles,28,Teenage Mutant Ninja Turtles: Out of the Shadows,48,12220,100,23,100,2014,2016.0
581,581,Get on Up,9,Get On Up,9,1320,89,1320,100,2014,2014.0
582,582,Guardians of the Galaxy,23,Guardians of the Galaxy,23,1232,100,1232,100,2014,2014.0
583,583,And So It Goes,14,And So It Goes,14,1346,100,1346,100,2014,2014.0
584,584,Hercules,8,Hercules (2014),15,10341,100,1275,100,2014,2014.0
585,585,A Most Wanted Man,17,A Most Wanted Man,17,1342,100,1342,100,2014,2014.0
586,586,Happy Christmas,15,Happy Christmas,15,1709,100,1709,100,2014,2014.0
587,587,Lucy,4,Lucy,4,1253,100,1253,100,2014,2014.0
588,588,Sex Tape,8,Sex Tape,8,1311,100,1311,100,2014,2014.0
589,589,Planes: Fire and Rescue,23,Planes: Fire & Rescue,21,1284,91,1284,100,2014,2014.0
590,590,I Origins,9,I Origins,9,1505,100,1505,100,2014,2014.0
591,591,The Purge: Anarchy,18,The Purge: Anarchy,18,1276,100,1276,100,2014,2014.0
592,592,Wish I Was Here,15,Wish I Was Here,15,1385,100,1385,100,2014,2014.0
593,593,An American in Hollywood,24,American Me,11,13188,70,11822,84,2014,1992.0
594,594,As It Is in Heaven,18,As It Is In Heaven,18,1803,94,1803,100,2014,2014.0
595,595,Boyhood,7,Boyhood,7,1329,100,1329,100,2014,2014.0
596,596,The Perfect Wave,16,The Wave,8,4083,88,226,100,2014,2016.0
597,597,Dawn of the Planet of the Apes,30,Dawn of the Planet of the Apes,30,1240,100,1240,100,2014,2014.0
598,598,Point Blank,11,Point Blank,11,3515,100,3515,100,2014,2011.0
599,599,Tammy,5,Tammy,5,1269,100,1269,100,2014,2014.0
600,600,Deliver Us from Evil,20,Deliver Us From Evil,20,1322,95,1322,100,2014,2014.0
601,601,Earth to Echo,13,Earth to Echo,13,1310,100,1310,100,2014,2014.0
602,602,Mutual Friends,14,Just Friends,12,6877,77,6877,77,2014,2005.0
603,603,Begin Again,11,Begin Again,11,1343,100,1343,100,2014,2014.0
604,604,Transformers: Age of Extinction,31,Transformers: Age of Extinction,31,1236,100,1236,100,2014,2014.0
605,605,They Came Together,18,Together,8,7652,69,8095,100,2014,2003.0
606,606,Snowpiercer,11,Snowpiercer,11,1376,100,1376,100,2014,2014.0
607,607,A Fine Step,11,Step Up,7,13268,73,6224,73,2014,2006.0
608,608,Jersey Boys,11,Jersey Boys,11,1300,100,1300,100,2014,2014.0
609,609,Think Like a Man Too,20,Think Like a Man Too,20,1278,100,1278,100,2014,2014.0
