,budgetListIDX,budgetListName,bLnameLength,MvName,mvNameLength,maxFuzzRatioIDX,maxFuzzRatio,maxFuzzSetRatioIDX,maxFuzzSetRatio,budgetListMvReleaseYR,MvReleaseYR
1001,1001,Trouble with the Curve,22,Trouble with the Curve,22,2708,100,2708,100,2012,2012.0
1002,1002,Dredd,5,Dredd,5,2746,100,2746,100,2012,2012.0
1003,1003,House at the End of the Street,30,House at the End of The Street,30,2715,97,2715,100,2012,2012.0
1004,1004,End of Watch,12,End of Watch,12,2702,100,2702,100,2012,2012.0
1005,1005,The Perks of Being a Wallflower,31,The Perks of Being a Wallflower,31,2733,100,2733,100,2012,2012.0
1006,1006,Resident Evil: Retribution,26,Resident Evil: Retribution,26,2698,100,2698,100,2012,2012.0
1007,1007,The Master,10,The Master,10,2738,100,2738,100,2012,2012.0
1008,1008,Barfi,5,Barfi!,6,2790,91,2790,100,2012,2012.0
1009,1009,Stolen,6,Stolen (2012),13,6540,100,2897,100,2012,2012.0
1010,1010,Arbitrage,9,Arbitrage,9,2759,100,2759,100,2012,2012.0
1011,1011,Airborne,8,Airborne,8,11635,100,11635,100,2012,1993.0
1012,1012,Bachelorette,12,Bachelorette,12,2873,100,2873,100,2012,2012.0
1013,1013,The Words,9,The Kind Words,14,2754,100,243,100,2012,2016.0
1014,1014,The Cold Light of Day,21,The Cold Light of Day,21,2779,100,2779,100,2012,2012.0
1015,1015,The Inbetweeners,16,The Inbetweeners Movie,22,3061,84,3061,100,2012,2012.0
1016,1016,Crowsnest,9,Star Crossed,12,11417,67,485,67,2012,2016.0
1017,1017,"For a Good Time, Call",21,"For a Good Time, Call... ",25,2821,91,2821,100,2012,2012.0
1018,1018,The Possession,14,The Possession,14,2687,100,2687,100,2012,2012.0
1019,1019,Lawless,7,Lawless,7,2705,100,2705,100,2012,2012.0
1020,1020,The Oogieloves in the BIG Balloon Adventure,43,Oogieloves In The BIG Balloon Adventure,39,2830,90,2830,100,2012,2012.0
1021,1021,Below Zero,10,Below,5,3593,70,8642,100,2012,2002.0
1022,1022,Les petits mouchoirs,20,Les Couloirs du Temps: Les Visiteurs 2,38,10846,55,10254,57,2012,1998.0
1023,1023,The Apparition,14,The Apparition,14,2773,100,2773,100,2012,2012.0
1024,1024,Premium Rush,12,Premium Rush,12,2725,100,2725,100,2012,2012.0
1025,1025,Samsara,7,Samsara,7,2791,100,2791,100,2012,2012.0
1026,1026,Hit & Run,9,Hit and Run,11,2745,80,2745,100,2012,2012.0
1027,1027,The Expendables 2,17,The Expendables 2,17,2655,100,2655,100,2012,2012.0
1028,1028,The Awakening,13,The Awakening (2012),20,14206,100,2920,100,2012,2012.0
1029,1029,Robot & Frank,13,Frank,5,2784,100,1469,100,2012,2014.0
1030,1030,Sparkle,7,Sparkle (2012),14,9956,93,2724,100,2012,2012.0
1031,1031,Compliance,10,Compliance,10,2890,100,2890,100,2012,2012.0
1032,1032,ParaNorman,10,ParaNorman,10,2677,100,2677,100,2012,2012.0
1033,1033,The Odd Life of Timothy Green,29,The Odd Life of Timothy Green,29,2683,100,2683,100,2012,2012.0
1034,1034,The Campaign,12,The Campaign,12,2654,100,2654,100,2012,2012.0
1035,1035,The Bourne Legacy,17,The Bourne Legacy,17,2648,100,2648,100,2012,2012.0
1036,1036,Hope Springs,12,Hope Springs,12,2670,100,2670,100,2012,2012.0
1037,1037,Total Recall,12,Total Recall (2012),19,12222,100,2674,100,2012,2012.0
1038,1038,Diary of a Wimpy Kid: Dog Days,30,Diary of a Wimpy Kid: Dog Days,30,2688,100,2688,100,2012,2012.0
1039,1039,Celeste and Jesse Forever,25,Celeste and Jesse Forever,25,2786,100,2786,100,2012,2012.0
1040,1040,Step Up Revolution,18,Step Up Revolution,18,2711,100,2711,100,2012,2012.0
1041,1041,The Watch,9,The Watch,9,2709,100,2709,100,2012,2012.0
1042,1042,Killer Joe,10,Killer Joe,10,2802,100,2802,100,2012,2012.0
1043,1043,Burn,4,Manuscripts Don't Burn,22,2837,100,1854,100,2012,2014.0
1044,1044,The Dark Knight Rises,21,The Dark Knight Rises,21,2621,100,2621,100,2012,2012.0
1045,1045,Girls Gone Dead,15,Gone,4,1281,62,2753,100,2012,2012.0
1046,1046,2016: Obama’s America,21,2016 Obama's America,20,2714,93,2714,100,2012,2012.0
1047,1047,Red Lights,10,Red Lights (2012),17,7579,100,3031,100,2012,2012.0
1048,1048,Ice Age: Continental Drift,26,Ice Age: Continental Drift,26,2635,100,2635,100,2012,2012.0
1049,1049,Snabba Cash,11,Cashback,8,2789,56,6020,63,2012,2007.0
1050,1050,Savages,7,Savages (2012),14,5722,78,2691,100,2012,2012.0
1051,1051,Katy Perry: Part of Me,22,Katy Perry: Part of Me,22,2723,100,2723,100,2012,2012.0
1052,1052,Some Guy Who Kills People,25,Guy,3,1378,57,10624,100,2012,1997.0
1053,1053,The Amazing Spider-Man,22,The Amazing Spider-Man 2,24,2626,100,1241,100,2012,2014.0
1054,1054,Magic Mike,10,Magic Mike XXL,14,2647,100,573,100,2012,2015.0
1055,1055,Tyler Perry's Madea's Witness Protection,40,Tyler Perry's Madea's Witness Protection,40,2665,100,2665,100,2012,2012.0
1056,1056,Ted,3,Ted 2,5,2628,100,564,100,2012,2015.0
1057,1057,People Like Us,14,People Like Us,14,2752,100,2752,100,2012,2012.0
1058,1058,Beasts of the Southern Wild,27,Beasts of the Southern Wild,27,2749,100,2749,100,2012,2012.0
1059,1059,Seeking a Friend for the End of the World,41,Seeking a Friend for the End of the World,41,2762,100,2762,100,2012,2012.0
1060,1060,To Rome with Love,17,To Rome with Love,17,2737,100,2737,100,2012,2012.0
1061,1061,Abraham Lincoln: Vampire Hunter,31,Lincoln,7,2704,100,2632,100,2012,2012.0
1062,1062,Brave,5,Brave,5,2627,100,2627,100,2012,2012.0
1063,1063,Your Sister's Sister,20,Your Sister's Sister,20,2809,100,2809,100,2012,2012.0
1064,1064,Rock of Ages,12,Rock of Ages,12,2703,100,2703,100,2012,2012.0
1065,1065,That's My Boy,13,That's My Boy,13,2707,100,2707,100,2012,2012.0
1066,1066,Prometheus,10,Prometheus,10,2643,100,2643,100,2012,2012.0
1067,1067,Safety Not Guaranteed,21,Safety Not Guaranteed,21,2777,100,2777,100,2012,2012.0
1068,1068,Madagascar 3: Europe's Most Wanted,34,Madagascar 3: Europe's Most Wanted,34,2629,100,2629,100,2012,2012.0
1069,1069,For Greater Glory,17,Greater,7,2770,100,141,100,2012,2016.0
1070,1070,Hardflip,8,Hardflip,8,2989,100,2989,100,2012,2012.0
1071,1071,The Loved Ones,14,The One I Love,14,4492,80,1482,86,2012,2014.0
1072,1072,"Pink Ribbons, Inc.",18,"Pink Ribbons, Inc.",18,3088,100,3088,100,2012,2012.0
1073,1073,Snow White and the Huntsman,27,Snow White and the Huntsman,27,2636,100,2636,100,2012,2012.0
1074,1074,Moonrise Kingdom,16,Moonrise Kingdom,16,2693,100,2693,100,2012,2012.0
1075,1075,Les Intouchables,16,The Intouchables (U.S.-only),28,12941,81,2755,86,2012,2012.0
1076,1076,Chernobyl Diaries,17,Chernobyl Diaries,17,2732,100,2732,100,2012,2012.0
1077,1077,Men in Black 3,14,Black,5,10326,92,7023,100,2012,2005.0
1078,1078,Battleship,10,Battleship,10,2666,100,2666,100,2012,2012.0
1079,1079,Polisse,7,Polisse,7,2917,100,2917,100,2012,2012.0
1080,1080,Indie Game: The Movie,21,The Game,8,1730,84,10365,100,2012,1997.0
1081,1081,What to Expect When You're Expecting,36,What to Expect When You're Expecting,36,2700,100,2700,100,2012,2012.0
1082,1082,Beyond the Black Rainbow,24,Beyond the Black Rainbow,24,3022,100,3022,100,2012,2012.0
1083,1083,The Dictator,12,Dictator,8,2673,100,259,100,2012,2016.0
1084,1084,Dark Shadows,12,Dark Shadows,12,2658,100,2658,100,2012,2012.0
1085,1085,The Avengers,12,Marvel's The Avengers,21,1588,79,2620,100,2012,2012.0
1086,1086,The Best Exotic Marigold Hotel,30,The Second Best Exotic Marigold Hotel,37,2692,100,605,100,2012,2015.0
1087,1087,LOL,3,Lolo,4,8984,50,389,86,2012,2016.0
1088,1088,A Little Bit of Heaven,22,A Little Bit of Heaven,22,3144,100,3144,100,2012,2012.0
1089,1089,The Five-Year Engagement,24,The Five-Year Engagement,24,2719,100,2719,100,2012,2012.0
1090,1090,Bernie,6,Bernie,6,2757,100,2757,100,2012,2012.0
1091,1091,The Giant Mechanical Man,24,The Giant Mechanical Man,24,3217,100,3217,100,2012,2012.0
1092,1092,The Pirates! Band of Misfits,28,The Pirates,11,2716,100,1493,100,2012,2014.0
1093,1093,The Raven,9,The Raven,9,2739,100,2739,100,2012,2012.0
1094,1094,Sound of My Voice,17,Sound of My Voice,17,2876,100,2876,100,2012,2012.0
1095,1095,Safe,4,Safe Haven,10,11161,100,1979,100,2012,2013.0
1096,1096,Hodejegerne,11,Dhoondte Reh Jaoge,18,10272,60,4918,62,2012,2009.0
1097,1097,The Lucky One,13,The Lucky One,13,2672,100,2672,100,2012,2012.0
1098,1098,Darling Companion,17,Darling Companion,17,2842,100,2842,100,2012,2012.0
1099,1099,Think Like a Man,16,Think Like a Man Too,20,2653,100,1278,100,2012,2014.0
1100,1100,Blue Like Jazz,14,Blue Like Jazz,14,2860,100,2860,100,2012,2012.0
1101,1101,The Three Stooges,17,Three,5,2696,100,251,100,2012,2016.0
1102,1102,L!fe Happens,12,L!fe Happens,12,3073,100,3073,100,2012,2012.0
1103,1103,Lockout,7,Lockout,7,2744,100,2744,100,2012,2012.0
1104,1104,Detention,9,Detention of the Dead,21,4204,67,2600,100,2012,2013.0
1105,1105,The Cabin in the Woods,22,The Cabin in the Woods,22,2699,100,2699,100,2012,2012.0
1106,1106,American Reunion,16,American Reunion,16,2676,100,2676,100,2012,2012.0
1107,1107,Damsels in Distress,19,Damsels in Distress,19,2835,100,2835,100,2012,2012.0
1108,1108,Enter Nowhere,13,Nowhere,7,10568,70,10568,100,2012,1997.0
1109,1109,Womb,4,Wisdom,6,13038,60,13038,60,2012,1987.0
1110,1110,Mirror Mirror,13,Mirror Mirror,13,2668,100,2668,100,2012,2012.0
1111,1111,Wrath of the Titans,19,Wrath of the Titans,19,2656,100,2656,100,2012,2012.0
1112,1112,The Legend of Hell's Gate: An American Conspiracy,49,Legend,6,13510,57,714,100,2012,2015.0
1113,1113,October Baby,12,October Baby (2012),19,3586,100,2772,100,2012,2012.0
1114,1114,The Hunger Games,16,The Hunger Games: Mockingjay - Part 2,37,2622,100,534,100,2012,2015.0
1115,1115,Serbuan maut,12,Cat Run,7,6791,59,3741,63,2012,2011.0
1116,1116,A Lonely Place to Die,21,To Die For,10,11707,70,11016,75,2012,1995.0
1117,1117,Snow White: A Deadly Summer,27,White,5,10344,62,11406,100,2012,1994.0
1118,1118,Casa de mi Padre,16,Casa De Mi Padre,16,2769,88,2769,100,2012,2012.0
1119,1119,The FP,6,The FP,6,3052,100,3052,100,2012,2012.0
1120,1120,"Jeff, Who Lives at Home",23,"Jeff, Who Lives at Home",23,2774,100,2774,100,2012,2012.0
1121,1121,21 Jump Street,14,21 Jump Street,14,2640,100,2640,100,2012,2012.0
1122,1122,A Thousand Words,16,A Thousand Words,16,2731,100,2731,100,2012,2012.0
1123,1123,John Carter,11,John Carter,11,2660,100,2660,100,2012,2012.0
1124,1124,Silent House,12,Silent House,12,2750,100,2750,100,2012,2012.0
1125,1125,High Road,9,Road,4,4574,71,8723,100,2012,2002.0
1126,1126,Tim and Eric's Billion Dollar Movie,35,Tim & Eric's Billion Dollar Movie,33,2926,94,2926,100,2012,2012.0
1127,1127,Project X,9,Project X,9,2679,100,2679,100,2012,2012.0
1128,1128,Doctor Seuss' The Lorax,23,The Doctor,10,2630,88,12003,100,2012,1991.0
1129,1129,Tyler Perry's Good Deeds,24,Tyler Perry's Good Deeds,24,2712,100,2712,100,2012,2012.0
1130,1130,Act of Valor,12,Act of Valor,12,2661,100,2661,100,2012,2012.0
1131,1131,Wanderlust,10,Wanderlust,10,2735,100,2735,100,2012,2012.0
1132,1132,This Means War,14,This Means War,14,2678,100,2678,100,2012,2012.0
1133,1133,Ghost Rider: Spirit of Vengeance,32,Ghost Rider: Spirit of Vengeance,32,2684,100,2684,100,2012,2012.0
1134,1134,The Vow,7,The Vow,7,2645,100,2645,100,2012,2012.0
1135,1135,Journey 2: The Mysterious Island,32,Journey 2: The Mysterious Island,32,2649,100,2649,100,2012,2012.0
1136,1136,Safe House,10,Safe House,10,2644,100,2644,100,2012,2012.0
1137,1137,The Woman in Black,18,The Woman in Black 2: Angel of Death,36,2680,100,617,100,2012,2015.0
1138,1138,Dysfunctional Friends,21,Dysfunctional Friends,21,3166,100,3166,100,2012,2012.0
1139,1139,Big Miracle,11,Big Miracle,11,2726,100,2726,100,2012,2012.0
1140,1140,The Innkeepers,14,The Innkeepers,14,2997,100,2997,100,2012,2012.0
1141,1141,Chronicle,9,Chronicle (2012),16,512,88,2669,100,2012,2012.0
1142,1142,Kill List,9,Kill List,9,3080,100,3080,100,2012,2012.0
1143,1143,Man on a Ledge,14,Man on a Ledge,14,2730,100,2730,100,2012,2012.0
1144,1144,One for the Money,17,One For the Money,17,2721,94,2721,100,2012,2012.0
1145,1145,The Grey,8,The Grey,8,2685,100,2685,100,2012,2012.0
1146,1146,Red Tails,9,Red Tails,9,2686,100,2686,100,2012,2012.0
1147,1147,Haywire,7,Haywire,7,2729,100,2729,100,2012,2012.0
1148,1148,Underworld: Awakening,21,Underworld Awakening,20,2671,98,2671,100,2012,2012.0
1149,1149,Newlyweds,9,Newlyweds,9,3244,100,3244,100,2012,2012.0
1150,1150,The Divide,10,The Ride,8,10581,78,10581,78,2012,1997.0
1151,1151,Contraband,10,Contraband,10,2663,100,2663,100,2012,2012.0
1152,1152,Joyful Noise,12,Joyful Noise,12,2717,100,2717,100,2012,2012.0
1153,1153,The Devil Inside,16,The Devil Inside,16,2682,100,2682,100,2012,2012.0
1154,1154,Tu Xia Chuan Qi,15,Quick Change,12,3069,55,12297,59,2011,1990.0
1155,1155,Red Dog,7,Red,3,6562,75,3926,100,2011,2010.0
1156,1156,True Bromance,13,True Romance,12,11574,88,11574,96,2011,1993.0
1157,1157,Freaky Deaky,12,Freaky Friday,13,7909,72,7909,80,2011,2003.0
1158,1158,Absentia,8,Argentina,9,423,71,423,71,2011,2016.0
1159,1159,Tracker,7,The Tracker,11,4784,86,7738,100,2011,2004.0
1160,1160,Rock the House,14,The Rock,8,2179,77,10634,100,2011,1996.0
1161,1161,La Cara Oculta,14,La Cucaracha,12,9943,69,9943,69,2011,1999.0
1162,1162,We Have Your Husband,20,Give Me Your Hand,17,4928,70,4928,76,2011,2009.0
1163,1163,Reign of Assassins,18,Assassins,9,4501,69,10997,100,2011,1995.0
1164,1164,Without Men,11,Me Without You,14,5484,74,8675,80,2011,2002.0
1165,1165,The Iron Lady,13,The Lady,8,3386,100,2883,100,2011,2012.0
1166,1166,Jodaeiye Nader az Simin,23,A Great Day in Harlem,21,8574,54,11159,55,2011,1995.0
1167,1167,The Darkest Hour,16,The Darkest Hour,16,3401,100,3401,100,2011,2011.0
1168,1168,War Horse,9,War Horse,9,3327,100,3327,100,2011,2011.0
1169,1169,Extremely Loud and Incredibly Close,35,Extremely Loud & Incredibly Close,33,3383,94,3383,100,2011,2011.0
1170,1170,In The Land of Blood and Honey,30,The Land,8,3561,97,329,100,2011,2016.0
1171,1171,Albert Nobbs,12,Albert Nobbs,12,2788,100,2788,100,2011,2012.0
1172,1172,The Adventures of Tintin,24,The Adventures of Tintin,24,3330,100,3330,100,2011,2011.0
1173,1173,Jin líng shí san chai,21,Hide in Plain Sight,19,4008,51,14229,63,2011,1980.0
1174,1174,The Girl with the Dragon Tattoo,31,The Girl with the Dragon Tattoo (2011),38,4020,100,3314,100,2011,2011.0
1175,1175,Carnage,7,Carnage (2011),14,8263,100,3463,100,2011,2011.0
1176,1176,Sherlock Holmes: A Game of Shadows,34,Sherlock Holmes: A Game of Shadows,34,3295,100,3295,100,2011,2011.0
1177,1177,Mission: Impossible—Ghost Protocol,34,Mission: Impossible - Ghost Protocol,36,3293,94,3293,100,2011,2011.0
1178,1178,Alvin and the Chipmunks: Chipwrecked,36,Alvin and the Chipmunks: Chipwrecked,36,3306,100,3306,100,2011,2011.0
1179,1179,The Sitter,10,The Sitter,10,3385,100,3385,100,2011,2011.0
1180,1180,Young Adult,11,Young Adult,11,3411,100,3411,100,2011,2011.0
1181,1181,New Year’s Eve,14,The New Year's Eve of Old Lee,29,3349,93,384,100,2011,2016.0
1182,1182,We Need to Talk About Kevin,27,We Need to Talk About Kevin,27,3472,100,3472,100,2011,2011.0
1183,1183,Tinker Tailor Soldier Spy,25,Spy,3,3396,94,554,100,2011,2015.0
1184,1184,Shame,5,Walk of Shame,13,3451,100,1639,100,2011,2014.0
1185,1185,Coriolanus,10,Coriolanus,10,2849,100,2849,100,2011,2012.0
1186,1186,We Bought a Zoo,15,We Bought a Zoo,15,3332,100,3332,100,2011,2011.0
1187,1187,The Artist,10,The Artist and the Model,24,3357,100,2252,100,2011,2013.0
1188,1188,The Ridges,10,The Bridge,10,10581,89,6518,90,2011,2006.0
1189,1189,Arthur Christmas,16,Arthur Christmas,16,3355,100,3355,100,2011,2011.0
1190,1190,A Dangerous Method,18,A Dangerous Method,18,3438,100,3438,100,2011,2011.0
1191,1191,My Week with Marilyn,20,My Week with Marilyn,20,3414,100,3414,100,2011,2011.0
1192,1192,Hugo,4,Hugo,4,3335,100,3335,100,2011,2011.0
1193,1193,The Muppets,11,The Muppets,11,3320,100,3320,100,2011,2011.0
1194,1194,Another Happy Day,17,"Happy, Happy",12,3832,100,3701,100,2011,2011.0
1195,1195,Happy Feet Two,14,Happy Feet Two,14,3340,100,3340,100,2011,2011.0
1196,1196,"The Twilight Saga: Breaking Dawn, Part 1",40,The Twilight Saga: Breaking Dawn Part 1,39,3289,99,3289,100,2011,2011.0
1197,1197,The Descendants,15,The Descendants,15,3325,100,3325,100,2011,2011.0
1198,1198,Melancholia,11,Melancholia,11,3459,100,3459,100,2011,2011.0
1199,1199,Jack and Jill,13,Jack and Jill,13,3334,100,3334,100,2011,2011.0
1200,1200,Immortals,9,Immortals,9,3324,100,3324,100,2011,2011.0
1201,1201,J. Edgar,8,J. Edgar,8,3369,100,3369,100,2011,2011.0
1202,1202,Tower Heist,11,Tower Heist,11,3329,100,3329,100,2011,2011.0
1203,1203,The Son of No One,17,The Son of No One,17,3739,100,3739,100,2011,2011.0
1204,1204,A Very Harold & Kumar 3D Christmas,34,A Very Harold & Kumar 3D Christmas,34,3377,100,3377,100,2011,2011.0
1205,1205,The Rum Diary,13,The Rum Diary,13,3419,100,3419,100,2011,2011.0
1206,1206,In Time,7,Back in Time (Congcong Nanian),30,3367,100,1474,100,2011,2014.0
1207,1207,Puss in Boots,13,Puss in Boots,13,3302,100,3302,100,2011,2011.0
1208,1208,Like Crazy,10,Like Crazy,10,3454,100,3454,100,2011,2011.0
1209,1209,Anonymous,9,The Anonymous People,20,3444,100,2204,100,2011,2013.0
1210,1210,Martha Marcy May Marlene,24,Martha Marcy May Marlene,24,3460,100,3460,100,2011,2011.0
1211,1211,Paranormal Activity 3,21,Paranormal Activity 3,21,3312,100,3312,100,2011,2011.0
1212,1212,The Three Musketeers,20,Three,5,3405,85,251,100,2011,2016.0
1213,1213,Margin Call,11,Margin Call,11,3440,100,3440,100,2011,2011.0
1214,1214,Johnny English Reborn,21,Johnny English Reborn,21,3429,100,3429,100,2011,2011.0
1215,1215,Cargo,5,Argo,4,644,80,2641,89,2011,2012.0
1216,1216,The Mighty Macs,15,The Mighty Macs,15,3469,100,3469,100,2011,2011.0
1217,1217,Le Havre,8,Le Havre,8,3525,100,3525,100,2011,2011.0
1218,1218,The Big Year,12,The Big Year,12,3432,100,3432,100,2011,2011.0
1219,1219,Fireflies in the Garden,23,Fireflies in the Garden,23,3657,100,3657,100,2011,2011.0
1220,1220,The Thing,9,The Thing (2011),16,6485,82,3410,100,2011,2011.0
1221,1221,Footloose,9,Footloose (2011),16,13568,100,3353,100,2011,2011.0
1222,1222,The Ides of March,17,The Ides of March,17,3360,100,3360,100,2011,2011.0
1223,1223,Real Steel,10,Real Steel,10,3321,100,3321,100,2011,2011.0
1224,1224,Blackthorn,10,Blackthorn,10,3584,100,3584,100,2011,2011.0
1225,1225,Xinhai geming,13,Being Charlie,13,5025,61,360,62,2011,2016.0
1226,1226,La véritable histoire du Chat Botté,35,Das Boot: The Director's Cut,28,5222,53,10531,57,2011,1997.0
1227,1227,Take Shelter,12,Take Shelter,12,3473,100,3473,100,2011,2011.0
1228,1228,What's Your Number?,19,What's Your Number?,19,3415,100,3415,100,2011,2011.0
1229,1229,Dream House,11,Dream House,11,3403,100,3403,100,2011,2011.0
1230,1230,Margaret,8,Margaret,8,3696,100,3696,100,2011,2011.0
1231,1231,Courageous,10,Courageous,10,3380,100,3380,100,2011,2011.0
1232,1232,Tucker & Dale vs. Evil,22,Tucker & Dale Vs. Evil,22,3579,95,3579,100,2011,2011.0
1233,1233,50/50,5,50 to 1,7,3379,100,1440,100,2011,2014.0
1234,1234,Killer Elite,12,Killer Elite,12,3392,100,3392,100,2011,2011.0
1235,1235,Machine Gun Preacher,20,Machine Gun Preacher,20,3533,100,3533,100,2011,2011.0
1236,1236,Moneyball,9,Moneyball,9,3333,100,3333,100,2011,2011.0
1237,1237,Weekend,7,Last Weekend,12,9573,78,1721,100,2011,2014.0
1238,1238,Dolphin Tale,12,Dolphin Tale 2,14,3337,100,1308,100,2011,2014.0
1239,1239,Abduction,9,Alien Abduction,15,3389,100,1781,100,2011,2014.0
1240,1240,Restless,8,Arabian Nights: Volume 1 - The Restless One,43,9582,100,1083,100,2011,2015.0
1241,1241,I Don't Know How She Does It,28,Know How,8,3428,100,1190,100,2011,2015.0
1242,1242,Drive,5,Learning to Drive,17,11964,100,689,100,2011,2015.0
1243,1243,3,1,Kung Fu Panda 3,15,2988,50,11,100,2011,2016.0
1244,1244,Straw Dogs,10,Straw Dogs (2011),17,1806,90,3424,100,2011,2011.0
1245,1245,Never Back Down 2: The Beatdown,31,Never,5,5054,65,457,100,2011,2016.0
1246,1246,Bucky Larson: Born to Be a Star,31,Bucky Larson: Born to Be a Star,31,3464,100,3464,100,2011,2011.0
1247,1247,Warrior,7,Saturday's Warrior,18,3417,100,182,100,2011,2016.0
1248,1248,Contagion,9,Contagion,9,3331,100,3331,100,2011,2011.0
1249,1249,Grave Encounters,16,Gregory Crewdson: Brief Encounters,34,929,62,3018,77,2011,2012.0
1250,1250,Creature,8,Creature (2011),15,13494,80,3536,100,2011,2011.0
1251,1251,Tanner Hall,11,Tanner Hall,11,3851,100,3851,100,2011,2011.0
1252,1252,Kevin Hart: Laugh at My Pain,28,Kevin Hart: Laugh at My Pain,28,3430,100,3430,100,2011,2011.0
1253,1253,Shark Night 3D,14,Shark Night 3D,14,3407,100,3407,100,2011,2011.0
1254,1254,Apollo 18,9,Apollo 18,9,3409,100,3409,100,2011,2011.0
1255,1255,Salvando al Soldado Perez,25,Salvador Allende,16,6109,59,6109,59,2011,2007.0
1256,1256,The Debt,8,The Debt,8,3384,100,3384,100,2011,2011.0
1257,1257,Circumstance,12,Circumstance,12,3545,100,3545,100,2011,2011.0
1258,1258,Don't Be Afraid of the Dark,27,Don't Be Afraid of the Dark,27,3397,100,3397,100,2011,2011.0
1259,1259,Colombiana,10,Colombiana,10,3374,100,3374,100,2011,2011.0
1260,1260,Redemption Road,15,Redemption Road,15,3744,100,3744,100,2011,2011.0
1261,1261,Our Idiot Brother,17,Our Idiot Brother,17,3395,100,3395,100,2011,2011.0
1262,1262,Brighton Rock,13,Brighton Rock,13,3577,100,3577,100,2011,2011.0
1263,1263,Higher Ground,13,Higher Ground,13,3505,100,3505,100,2011,2011.0
1264,1264,One Day,7,One Day Pina Asked...,21,3416,100,1755,100,2011,2014.0
1265,1265,Fright Night,12,Fright Night (2011),19,13416,100,3408,100,2011,2011.0
1266,1266,Conan the Barbarian,19,Conan the Barbarian (2011),26,13909,100,3404,100,2011,2011.0
1267,1267,Nannerl la soeur de Mozart,26,Demi-Soeur,10,14123,55,1925,67,2011,2014.0
1268,1268,Griff the Invisible,19,The Invisible,13,5659,75,5659,100,2011,2007.0
1269,1269,Spy Kids: All the Time in the World,35,Spy,3,3363,100,554,100,2011,2015.0
1270,1270,Amigo,5,Amigo,5,3588,100,3588,100,2011,2011.0
1271,1271,5 Days of War,13,5 Days of War,13,3789,100,3789,100,2011,2011.0
1272,1272,Final Destination 5,19,Final Destination 5,19,3359,100,3359,100,2011,2011.0
1273,1273,30 Minutes or Less,18,30 Minutes or Less,18,3373,100,3373,100,2011,2011.0
1274,1274,Glee: The 3D Concert Movie,26,Glee The 3D Concert Movie,25,3420,98,3420,100,2011,2011.0
1275,1275,The Help,8,God Help the Girl,17,3299,100,1594,100,2011,2014.0
1276,1276,Rise of the Planet of the Apes,30,Rise of the Planet of the Apes,30,3297,100,3297,100,2011,2011.0
1277,1277,The Change-Up,13,The Change-Up,13,3372,100,3372,100,2011,2011.0
1278,1278,The Harvest/La Cosecha,22,Harvest,7,3859,100,3759,100,2011,2011.0
1279,1279,The Devil's Double,18,The Devil's Double,18,3483,100,3483,100,2011,2011.0
1280,1280,Attack the Block,16,The Attack,10,3497,100,2119,100,2011,2013.0
1281,1281,The Smurfs,10,The Smurfs 2,12,3305,100,1980,100,2011,2013.0
1282,1282,Cowboys and Aliens,18,Cowboys & Aliens,16,3316,88,3316,100,2011,2011.0
1283,1283,The Future,10,Back to the Future Day,22,3527,100,721,100,2011,2015.0
1284,1284,"Crazy, Stupid, Love",19,"Crazy, Stupid, Love.",20,3322,97,3322,100,2011,2011.0
1285,1285,The Guard,9,The Guard,9,3439,100,3439,100,2011,2011.0
1286,1286,Friends with Benefits,21,Friends with Benefits,21,3346,100,3346,100,2011,2011.0
1287,1287,Elle s'appelait Sarah,21,Sarah's Key,11,1992,53,3431,78,2011,2011.0
1288,1288,Captain America: The First Avenger,34,Captain America: The First Avenger,34,3298,100,3298,100,2011,2011.0
1289,1289,Another Earth,13,Another Earth,13,3487,100,3487,100,2011,2011.0
1290,1290,Harry Potter and the Deathly Hallows: Part II,45,Harry Potter and the Deathly Hallows Part 2,43,3287,95,3287,98,2011,2011.0
1291,1291,Snow Flower and the Secret Fan,30,Fan,3,3485,100,136,100,2011,2016.0
1292,1292,Winnie the Pooh,15,Winnie the Pooh,15,3391,100,3391,100,2011,2011.0
1293,1293,Salvation Boulevard,19,Boulevard,9,3748,100,896,100,2011,2015.0
1294,1294,Horrible Bosses,15,Horrible Bosses 2,17,3309,100,1287,100,2011,2014.0
1295,1295,Sholem Aleichem: Laughing in the Darkness,41,The Darkness,12,3504,100,92,100,2011,2016.0
1296,1296,Zookeeper,9,Zookeeper,9,3326,100,3326,100,2011,2011.0
1297,1297,Ironclad,8,Iron Island,11,6649,74,6649,74,2011,2006.0
1298,1298,Larry Crowne,12,Larry Crowne,12,3376,100,3376,100,2011,2011.0
1299,1299,Monte Carlo,11,Monte Carlo,11,3399,100,3399,100,2011,2011.0
1300,1300,The Perfect Host,16,The Perfect Host,16,3687,100,3687,100,2011,2011.0
1301,1301,Transformers: Dark of the Moon,30,Transformers: Dark of the Moon,30,3288,100,3288,100,2011,2011.0
1302,1302,2:13,4,13 Hours: The Secret Soldiers of Benghazi,41,4981,67,41,67,2011,2016.0
1303,1303,Bad Teacher,11,Bad Teacher,11,3315,100,3315,100,2011,2011.0
1304,1304,Le nom des gens,15,Le gout des autres,18,9534,67,9534,67,2011,2000.0
1305,1305,Cars 2,6,Cars 2,6,3294,100,3294,100,2011,2011.0
