,ReleaseDate,mvName,ProdBudget,DGross,WwGross
0,2009-12-18,Avatar,425000000,760507625,2783918982
1,2015-12-18,Star Wars Ep. VII: The Force Awakens,306000000,936662225,2058662225
2,2007-05-24,Pirates of the Caribbean: At World's End,300000000,309420425,963420425
3,2015-11-06,Spectre,300000000,200074175,879620923
4,2012-07-20,The Dark Knight Rises,275000000,448139099,1084439099
5,2013-07-02,The Lone Ranger,275000000,89302115,260002115
6,2012-03-09,John Carter,275000000,73058679,282778100
7,2010-11-24,Tangled,260000000,200821936,586581936
8,2007-05-04,Spider-Man 3,258000000,336530303,890875303
9,2015-05-01,Avengers: Age of Ultron,250000000,459005868,1404705868
10,2016-05-06,Captain America: Civil War,250000000,408084349,1151684349
11,2016-03-25,Batman v Superman: Dawn of Justice,250000000,330360194,868160194
12,2012-12-14,The Hobbit: An Unexpected Journey,250000000,303003568,1017003568
13,2009-07-15,Harry Potter and the Half-Blood Prince,250000000,301959197,935083686
14,2013-12-13,The Hobbit: The Desolation of Smaug,250000000,258366855,960366855
15,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000,255119788,955119788
16,2011-05-20,Pirates of the Caribbean: On Stranger Tides,250000000,241063875,1045663875
17,2006-06-28,Superman Returns,232000000,200120000,374085065
18,2008-11-14,Quantum of Solace,230000000,169368427,591692078
19,2012-05-04,The Avengers,225000000,623279547,1519479547
20,2006-07-07,Pirates of the Caribbean: Dead Man's Chest,225000000,423315812,1066215812
21,2013-06-14,Man of Steel,225000000,291045518,667999518
22,2008-05-16,The Chronicles of Narnia: Prince Caspian,225000000,141621490,417341288
23,2012-07-03,The Amazing Spider-Man,220000000,262030663,757890267
24,2015-06-12,Jurassic World,215000000,652198010,1670328025
25,2012-05-25,Men in Black 3,215000000,179020854,654213485
26,2009-06-24,Transformers: Revenge of the Fallen,210000000,402111870,836519699
27,2014-06-27,Transformers: Age of Extinction,210000000,245439076,1104039076
28,2006-05-26,X-Men: The Last Stand,210000000,234362462,459359555
29,2010-05-14,Robin Hood,210000000,105269730,322241588
30,2012-05-18,Battleship,209000000,65233400,305218228
31,2005-12-14,King Kong,207000000,218080025,550517357
32,2007-12-01,The Golden Compass,205000000,70107728,367262558
33,1997-12-19,Titanic,200000000,658672302,2207615668
34,2016-06-17,Finding Dory,200000000,484405113,985205113
35,2010-06-18,Toy Story 3,200000000,415004880,1069818229
36,2013-05-03,Iron Man 3,200000000,408992272,1215392272
37,2004-06-30,Spider-Man 2,200000000,373524485,783705001
38,2010-03-05,Alice in Wonderland,200000000,334191110,1025491110
39,2012-11-08,Skyfall,200000000,304360277,1110526981
40,2013-06-21,Monsters University,200000000,268488329,743588329
41,2013-03-08,Oz the Great and Powerful,200000000,234770996,490359051
42,2014-05-23,X-Men: Days of Future Past,200000000,233921534,747862775
43,2014-05-02,The Amazing Spider-Man 2,200000000,202853933,708996336
44,2011-06-24,Cars 2,200000000,191450875,560155383
45,2010-12-17,Tron: Legacy,200000000,172062763,397562763
46,2009-11-13,2012,200000000,166112167,788408539
47,2009-05-21,Terminator Salvation,200000000,125322469,365491792
48,2011-06-17,Green Lantern,200000000,116601172,231201172
49,2010-05-28,Prince of Persia: Sands of Time,200000000,90759676,314594597
50,2011-06-29,Transformers: Dark of the Moon,195000000,352390543,1123790543
51,2013-03-01,Jack the Giant Slayer,195000000,65187603,197687603
52,2015-04-03,Furious 7,190000000,351032910,1514019071
53,2013-05-15,Star Trek Into Darkness,190000000,228778661,467381584
54,2013-06-21,World War Z,190000000,202359711,531514650
55,2013-05-10,The Great Gatsby,190000000,144840419,351040419
56,2009-11-06,Disney's A Christmas Carol,190000000,137855863,315709697
57,2013-07-12,Pacific Rim,190000000,101802906,411002906
58,2015-11-25,The Good Dinosaur,187500000,123087120,334354269
59,2008-05-02,Iron Man,186000000,318604126,582443126
60,2008-07-18,The Dark Knight,185000000,533345358,1002891358
61,2008-05-22,Indiana Jones and the Kingdom of the Crystal Skull,185000000,317023851,786558145
62,2012-06-22,Brave,185000000,237282182,554606532
63,2016-07-22,Star Trek Beyond,185000000,158428433,336228433
64,2005-12-09,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,291710957,720539572
65,2014-05-30,Maleficent,180000000,241407328,758536735
66,2008-06-27,WALL-E,180000000,223808164,532590994
67,2007-08-10,Rush Hour 3,180000000,140125968,256585882
68,2016-07-01,The Legend of Tarzan,180000000,126643061,349143061
69,2011-11-23,Hugo,180000000,73864507,180047784
70,2017-07-21,Valerian and the City of a Thousand Planets,180000000,0,0
71,2015-02-06,Jupiter Ascending,179000000,47482519,181982519
72,2016-05-27,X-Men: Apocalypse,178000000,155442489,542742489
73,2014-06-06,Edge of Tomorrow,178000000,100206256,364406256
74,2016-04-15,The Jungle Book,175000000,364001123,963901123
75,2015-06-19,Inside Out,175000000,356461711,853923085
76,2016-08-05,Suicide Squad,175000000,320840629,734440629
77,2009-05-29,Up,175000000,293004164,731542621
78,2009-03-27,Monsters vs. Aliens,175000000,198351526,381687380
79,2009-08-07,G.I. Joe: The Rise of Cobra,175000000,150201498,302469017
80,1999-06-30,Wild Wild West,175000000,113805681,221229335
81,2008-08-01,The Mummy: Tomb of the Dragon Emperor,175000000,102491776,405760225
82,2007-06-22,Evan Almighty,175000000,100289690,174131329
83,1995-07-28,Waterworld,175000000,88246220,264246220
84,2013-12-25,47 Ronin,175000000,38362475,151659062
85,2020-12-31,Singularity,175000000,0,0
86,2014-08-01,Guardians of the Galaxy,170000000,333172112,771172112
87,2010-05-07,Iron Man 2,170000000,312433331,623561331
88,2014-04-04,Captain America: The Winter Soldier,170000000,259746958,714401889
89,2014-07-11,Dawn of the Planet of the Apes,170000000,208545589,703545589
90,2004-11-10,The Polar Express,170000000,194949659,319090241
91,2012-06-01,Snow White and the Huntsman,170000000,155136755,401016924
92,2003-07-01,Terminator 3: Rise of the Machines,170000000,150358296,433058296
93,2004-05-07,Van Helsing,170000000,120150546,300150546
94,2015-05-22,Tomorrowland,170000000,93436322,205336322
95,2016-05-27,Alice Through the Looking Glass,170000000,77042381,277442381
96,2010-05-21,Shrek Forever After,165000000,238736787,756244673
97,2014-11-07,Big Hero 6,165000000,222527828,652127828
98,2010-03-26,How to Train Your Dragon,165000000,217581231,494870991
99,2012-11-02,Wreck-It Ralph,165000000,189412677,496511521
100,2014-11-05,Interstellar,165000000,188017894,665417894
101,2016-06-24,Independence Day: Resurgence,165000000,103144286,387644286
102,2011-07-29,Cowboys and Aliens,163000000,100240551,175910315
103,2007-05-17,Shrek the Third,160000000,322719944,807330936
104,2010-07-16,Inception,160000000,292576195,832584416
105,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000,281723902,650523427
106,2013-05-24,Fast and Furious 6,160000000,238679850,789952811
107,2014-05-16,Godzilla,160000000,200676069,529076069
108,2011-06-03,X-Men: First Class,160000000,146408305,355408305
109,2008-12-25,The Curious Case of Benjamin Button,160000000,127509326,329809326
110,2010-07-14,The Sorcerer's Apprentice,160000000,63150991,217986320
111,2006-05-12,Poseidon,160000000,60674817,181674817
112,2016-06-10,Warcraft,160000000,47225655,433125655
113,2016-09-30,Deepwater Horizon,156000000,20600000,20600000
114,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,418186950
115,2015-07-01,Terminator: Genisys,155000000,89760956,440160956
116,2004-11-24,Alexander,155000000,34297191,167297191
117,2001-05-25,Pearl Harbor,151500000,198539855,449239855
118,2007-07-02,Transformers,151000000,319246193,708272592
119,2013-11-22,Frozen,150000000,400738009,1274234980
120,2016-03-04,Zootopia,150000000,341268248,1021768248
121,2007-07-11,Harry Potter and the Order of the Phoenix,150000000,292004738,942943935
122,2005-11-18,Harry Potter and the Goblet of Fire,150000000,290013036,896911078
123,2003-05-15,The Matrix Reloaded,150000000,281553689,738576929
124,2007-12-14,I am Legend,150000000,256393010,585532684
125,2008-07-01,Hancock,150000000,227946274,624234272
126,2005-07-15,Charlie and the Chocolate Factory,150000000,206459076,475825484
127,2007-06-29,Ratatouille,150000000,206445654,626549695
128,2013-11-08,Thor: The Dark World,150000000,206362140,644602516
129,2005-06-15,Batman Begins,150000000,205343774,359142722
130,2015-07-31,Mission: Impossible - Rogue Nation,150000000,195042377,700868363
131,2011-05-06,Thor,150000000,181030624,449326618
132,2008-11-07,Madagascar: Escape 2 Africa,150000000,180010950,599516844
133,2009-05-01,X-Men Origins: Wolverine,150000000,179883157,374825760
134,2009-05-22,Night at the Museum: Battle of the Smithsonian,150000000,177243721,402231063
135,2011-05-26,Kung Fu Panda 2,150000000,165249063,664837547
136,2015-05-15,Mad Max: Fury Road,150000000,153636354,373136354
137,2003-11-05,The Matrix Revolutions,150000000,139270910,427300260
138,2006-05-05,Mission: Impossible III,150000000,133501348,397501348
139,2009-05-15,Angels & Demons,150000000,133375846,490875846
140,2004-05-14,Troy,150000000,133298577,484161265
141,2010-07-01,The Last Airbender,150000000,131772187,319713881
142,2007-11-02,Bee Movie,150000000,126631277,287594577
143,2009-07-24,G-Force,150000000,119436770,292817841
144,2008-11-21,Bolt,150000000,114053759,328015209
145,2012-03-30,Wrath of the Titans,150000000,83670083,305270083
146,2007-11-16,Beowulf,150000000,82195215,194995215
147,2012-05-11,Dark Shadows,150000000,79727149,238202668
148,2013-06-28,White House Down,150000000,73103784,205440387
149,2010-02-12,The Wolfman,150000000,62189884,142634358
150,2015-10-09,Pan,150000000,35088320,123888320
151,2011-03-11,Mars Needs Moms,150000000,21392758,39549758
152,2016-12-21,Passengers,150000000,0,0
153,2006-11-03,Flushed Away,149000000,64665672,179357126
154,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271
155,2011-12-16,Mission: Impossible—Ghost Protocol,145000000,209397903,694713230
156,2014-06-13,How to Train Your Dragon 2,145000000,177002924,616102924
157,1999-06-16,Tarzan,145000000,171091819,448191819
158,2014-03-07,Mr. Peabody & Sherman,145000000,111506430,269806430
159,2012-11-21,Rise of the Guardians,145000000,103412758,306900902
160,2005-04-08,Sahara,145000000,68671925,121671925
161,2016-07-15,Ghostbusters,144000000,127448192,228045022
162,2002-11-22,Die Another Day,142000000,160942139,431942139
163,2009-05-08,Star Trek,140000000,257730019,385680446
164,1998-07-01,Armageddon,140000000,201578182,554600000
165,2002-07-03,Men in Black 2,140000000,190418803,441767803
166,2011-07-22,Captain America: The First Avenger,140000000,176654505,370569776
167,2016-01-29,Kung Fu Panda 3,140000000,143528619,518628619
168,1998-07-10,Lethal Weapon 4,140000000,130444603,285400000
169,2013-03-27,G.I. Joe: Retaliation,140000000,122523060,375740705
170,2003-12-05,The Last Samurai,140000000,111110575,456810575
171,2005-12-21,Fun With Dick And Jane,140000000,110550000,203018919
172,2014-12-12,Exodus: Gods and Kings,140000000,65014513,268314513
173,2016-07-01,The BFG,140000000,55436675,147586675
174,2016-02-26,Gods of Egypt,140000000,31153464,133553464
175,2002-05-03,Spider-Man,139000000,403706375,821706375
176,2009-03-06,Watchmen,138000000,107509799,184068357
177,2005-07-29,Stealth,138000000,32116746,76416746
178,2008-06-13,The Incredible Hulk,137500000,134806913,263417913
179,2003-06-20,Hulk,137000000,132177234,245229234
180,2001-07-11,Final Fantasy: The Spirits Within,137000000,32131830,85131830
181,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,829724737
182,2012-10-01,The Croods,135000000,187168425,573068425
183,2015-12-25,The Revenant,135000000,183637894,532950503
184,1999-11-19,The World is Not Enough,135000000,126930660,361730660
185,2011-03-04,Rango,135000000,123257581,245504574
186,2003-11-14,Master and Commander: The Far Side of the World,135000000,93926386,212912137
187,2013-07-17,Turbo,135000000,83028130,286896578
188,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,244451601
189,2011-11-18,Happy Feet Two,135000000,64006466,157956466
190,2006-07-28,Miami Vice,135000000,63478838,163818556
191,2005-06-29,War of the Worlds,132000000,234280354,606836535
192,2014-11-26,Penguins of Madagascar,132000000,83350911,367650911
193,2013-11-22,The Hunger Games: Catching Fire,130000000,424668047,864868047
194,2004-06-04,Harry Potter and the Prisoner of Azkaban,130000000,249538952,796688549
195,2007-08-03,The Bourne Ultimatum,130000000,227471070,442161562
196,2008-06-06,Kung Fu Panda,130000000,215434591,631910531
197,2015-07-17,Ant-Man,130000000,180202163,518602163
198,2015-03-27,Home,130000000,177397510,386085953
199,2011-10-28,Puss in Boots,130000000,149260504,554987477
200,2010-11-05,Megamind,130000000,148415853,321887208
201,2003-07-18,Bad Boys II,130000000,138540870,273271982
202,2014-04-11,Rio 2,130000000,131538435,493738435
203,2010-07-23,Salt,130000000,118311368,290650494
204,2014-03-28,Noah,130000000,101200044,352831065
205,2011-12-21,The Adventures of Tintin,130000000,77591831,373993951
206,2013-05-31,After Earth,130000000,60522097,251499665
207,2008-11-26,Australia,130000000,49554002,215080810
208,2013-07-19,R.I.P.D.,130000000,33618855,79072464
209,2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133,689420051
210,2000-05-19,Dinosaur,127500000,137748063,356148063
211,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,356546621
212,2011-07-15,Harry Potter and the Deathly Hallows: Part II,125000000,381011219,1341511219
213,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766652288
214,2001-11-16,Harry Potter and the Sorcerer’s Stone,125000000,317575550,974755371
215,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,125000000,305411224,634954103
216,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000,295983305,960283305
217,2006-05-19,The Da Vinci Code,125000000,217536138,767820459
218,2003-05-02,X2,125000000,214949694,407711549
219,2011-04-29,Fast Five,125000000,209837675,629969804
220,2014-08-08,Teenage Mutant Ninja Turtles,125000000,191204754,485004754
221,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443
222,2004-05-28,The Day After Tomorrow,125000000,186740799,556319450
223,2010-04-01,Clash of the Titans,125000000,163214888,493214888
224,1998-05-19,Godzilla,125000000,136314294,376000000
225,2012-06-08,Prometheus,125000000,126477084,399005706
226,2012-08-10,The Bourne Legacy,125000000,113203870,280355920
227,1997-06-20,Batman & Robin,125000000,107325195,238317814
228,2012-08-03,Total Recall,125000000,58877969,211856088
229,1999-08-27,The 13th Warrior,125000000,32698899,61698899
230,2000-11-17,How the Grinch Stole Christmas,123000000,260044825,345141403
231,2000-05-24,Mission: Impossible 2,120000000,215409889,549588516
232,2000-06-30,The Perfect Storm,120000000,182618434,328711434
233,2016-07-29,Jason Bourne,120000000,161702860,399102860
234,2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000,131921738,288215319
235,2012-11-21,Life of Pi,120000000,124987022,607987022
236,2007-02-16,Ghost Rider,120000000,115802596,229545589
237,2003-06-27,Charlie's Angels: Full Throttle,120000000,100814328,227200000
238,2013-08-09,Elysium,120000000,93050117,286192091
239,2013-04-19,Oblivion,120000000,89107235,287916633
240,2002-07-19,Stuart Little 2,120000000,64956806,166000000
241,2014-02-12,RoboCop,120000000,58607007,242981799
242,2004-06-11,The Chronicles of Riddick,120000000,57712751,107212751
243,2015-08-07,Fantastic Four,120000000,56117548,167117548
244,2008-05-09,Speed Racer,120000000,43945766,93394462
245,2005-07-22,The Island,120000000,35818913,163018913
246,2010-12-17,How Do You Know?,120000000,30212620,49628177
247,2016-11-04,Trolls,120000000,0,0
248,2010-06-23,Knight and Day,117000000,76423035,258751370
249,1999-05-19,Star Wars Ep. I: The Phantom Menace,115000000,474544677,1027044677
250,2005-05-19,Star Wars Ep. III: Revenge of the Sith,115000000,380270577,848998877
251,2002-05-16,Star Wars Ep. II: Attack of the Clones,115000000,310676740,656695615
252,2001-11-02,"Monsters, Inc.",115000000,289423425,559757719
253,2013-07-26,The Wolverine,115000000,132556852,416456852
254,1997-02-07,Dante's Peak,115000000,67163857,178200000
255,2016-04-22,The Huntsman: Winter’s War,115000000,48003015,164602163
256,2002-06-14,Windtalkers,115000000,40914068,77628265
257,2008-07-04,Astérix aux Jeux Olympiques,113500000,999811,132999811
258,2010-12-25,Gulliver's Travels,112000000,42779261,232017848
259,2013-10-04,Gravity,110000000,274092705,716392705
260,2006-12-22,Night at the Museum,110000000,250863268,579446407
261,2005-06-10,Mr. and Mrs. Smith,110000000,186336279,486124090
262,2015-05-29,San Andreas,110000000,155190832,469590832
263,2011-07-29,The Smurfs,110000000,142614158,563749323
264,2007-06-27,Live Free or Die Hard,110000000,134529403,382288147
265,2015-03-20,The Divergent Series: Insurgent,110000000,130179072,295279072
266,2004-12-10,Ocean's Twelve,110000000,125531634,362989076
267,1997-12-19,Tomorrow Never Dies,110000000,125304276,339504276
268,2000-06-28,The Patriot,110000000,113330342,215300000
269,2014-03-07,300: Rise of an Empire,110000000,106580051,330780051
270,2004-12-17,The Aviator,110000000,102608827,208370892
271,2011-01-14,The Green Hornet,110000000,98780042,229155503
272,2011-10-07,Real Steel,110000000,85463309,263880341
273,2010-06-11,The A-Team,110000000,77222099,177241171
274,2013-07-31,The Smurfs 2,110000000,71017784,348547523
275,2016-03-18,The Divergent Series: Allegiant,110000000,66184051,171484051
276,2009-06-12,The Taking of Pelham 123,110000000,65452312,152364370
277,2013-11-01,Ender's Game,110000000,61737191,89737191
278,2004-04-02,Home on the Range,110000000,50026353,76482461
279,1997-06-13,Speed 2: Cruise Control,110000000,48097081,150468000
280,2005-05-06,Kingdom of Heaven,110000000,47398413,218853353
281,2016-09-30,Miss Peregrine’s Home for Peculiar Children,110000000,28500000,31718437
282,2004-06-16,Around the World in 80 Days,110000000,24004159,72004159
283,2001-12-19,The Lord of the Rings: The Fellowship of the Ring,109000000,315544750,887217688
284,2003-11-21,The Cat in the Hat,109000000,101018283,133818283
285,2001-12-25,Ali,109000000,58183966,87683966
286,2015-10-02,The Martian,108000000,228433663,640055863
287,2004-07-16,"I, Robot",105000000,144801023,348629585
288,1999-12-17,Stuart Little,105000000,140015224,298815224
289,2009-11-25,The Princess and the Frog,105000000,104400899,270997378
290,2008-03-07,"10,000 B.C.",105000000,94784201,269065678
291,2016-07-22,Ice Age: Collision Course,105000000,63725304,403725304
292,2001-04-27,Town & Country,105000000,6712451,10364769
293,2000-06-09,Gone in 60 Seconds,103300000,101643008,232643008
294,2000-05-05,Gladiator,103000000,187683805,457683805
295,2013-05-23,The Hangover 3,103000000,112200072,362000072
296,2009-07-01,Public Enemies,102500000,97104620,212282709
297,2006-11-17,Casino Royale,102000000,167365000,594420283
298,2002-06-21,Minority Report,102000000,132024714,358824714
299,2012-10-26,Cloud Atlas,102000000,27108272,130673154
300,2002-11-15,Harry Potter and the Chamber of Secrets,100000000,261987880,878979634
301,1991-07-02,Terminator 2: Judgment Day,100000000,201858746,513815401
302,1995-06-16,Batman Forever,100000000,184031112,336529144
303,2001-07-27,Planet of the Apes,100000000,180011740,362211740
304,2004-11-19,National Treasure,100000000,173005002,331323410
305,2012-12-25,Django Unchained,100000000,162805434,449948323
306,2010-12-22,Little Fockers,100000000,148438600,310650574
307,1994-07-15,True Lies,100000000,146282411,365300000
308,2007-11-02,American Gangster,100000000,130164645,267985456
309,2009-09-18,Cloudy with a Chance of Meatballs,100000000,124870275,236827677
310,2010-08-06,The Other Guys,100000000,119219978,170936470
311,2004-12-17,Lemony Snicket's A Series of Unfortunate Events,100000000,118627117,212956024
312,2013-12-25,The Wolf of Wall Street,100000000,116900694,391976723
313,2013-05-24,Epic,100000000,107518682,262794441
314,1996-06-21,Eraser,100000000,101295562,234400000
315,1996-06-21,The Hunchback of Notre Dame,100000000,100138851,325500000
316,2000-12-15,The Emperor's New Groove,100000000,89296573,169296573
317,2012-08-17,The Expendables 2,100000000,85028192,311979256
318,2009-10-16,Where the Wild Things Are,100000000,77233467,99123656
319,2006-12-15,Eragon,100000000,75030163,249488115
320,2014-07-25,Hercules,100000000,72688614,243388614
321,2010-12-10,The Tourist,100000000,67631157,278731369
322,1999-11-24,End of Days,100000000,66889043,212026975
323,2004-06-11,The Stepford Wives,100000000,59475623,96221971
324,2007-06-08,Surf's Up,100000000,58867694,145395745
325,2006-12-08,Blood Diamond,100000000,57377916,171377916
326,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717
327,1997-11-07,Starship Troopers,100000000,54768952,121100000
328,2009-06-05,Land of the Lost,100000000,49438370,69548641
329,2003-12-25,Peter Pan,100000000,48417850,95255485
330,2004-07-23,Catwoman,100000000,40202379,82145379
331,2014-08-15,The Expendables 3,100000000,39322544,209461378
332,2002-11-27,Treasure Planet,100000000,38120554,91800000
333,2010-03-12,Green Zone,100000000,35497337,97523020
334,2015-12-25,Point Break,100000000,28782481,128131571
335,2015-12-11,In the Heart of the Sea,100000000,25020758,90420758
336,2014-04-18,Transcendence,100000000,23022309,103039258
337,2005-02-18,Son of the Mask,100000000,17018422,59918422
338,1998-04-03,The Spanish Prisoner,100000000,10162034,13835130
339,2002-08-16,The Adventures of Pluto Nash,100000000,4411102,7094995
340,2011-12-21,Jin líng shí san chai,100000000,311434,93721434
341,2015-11-06,The Peanuts Movie,99000000,130178411,244778411
342,2001-05-04,The Mummy Returns,98000000,202007640,435040395
343,2002-12-20,Gangs of New York,97000000,77730500,183124621
344,2016-10-21,Jack Reacher: Never Go Back,96000000,0,0
345,2015-03-13,Cinderella,95000000,201151353,534551353
346,2012-07-13,Ice Age: Continental Drift,95000000,161321843,879765137
347,2001-12-28,Black Hawk Down,95000000,108638745,159691085
348,2010-05-27,Sex and the City 2,95000000,95347692,294680778
349,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874
350,2012-08-10,The Campaign,95000000,86907746,104907746
351,2010-11-12,Unstoppable,95000000,81562942,169511609
352,1997-05-09,The Fifth Element,95000000,63570862,263900000
353,2000-03-31,The Road to El Dorado,95000000,50802661,65700000
354,2009-12-11,The Lovely Bones,95000000,44114232,94894448
355,2016-08-19,Ben-Hur,95000000,26382282,86582282
356,2015-02-06,Seventh Son,95000000,17223265,110623265
357,2003-05-30,Finding Nemo,94000000,380529370,936429370
358,2003-12-17,The Lord of the Rings: The Return of the King,94000000,377845905,1141408667
359,2002-12-18,The Lord of the Rings: The Two Towers,94000000,342548984,934703179
360,2001-06-15,Lara Croft: Tomb Raider,94000000,131144183,273330185
361,2015-02-13,Kingsman: The Secret Service,94000000,128261724,404561724
362,2001-07-18,Jurassic Park III,93000000,181166115,365900000
363,2011-08-05,Rise of the Planet of the Apes,93000000,176760185,482860185
364,2008-02-14,The Spiderwick Chronicles,92500000,71195053,162839667
365,2004-11-05,The Incredibles,92000000,261441092,614726752
366,2013-02-14,A Good Day to Die Hard,92000000,67349198,304249198
367,2004-04-09,The Alamo,92000000,22406362,23911362
368,1995-12-22,Cutthroat Island,92000000,10017322,18517322
369,2013-12-25,The Secret Life of Walter Mitty,91000000,58236838,188536838
370,1997-07-01,Men in Black,90000000,250690539,587790539
371,1999-11-19,Toy Story 2,90000000,245852179,511358276
372,2001-08-03,Rush Hour 2,90000000,226164286,347425832
373,2009-12-25,Sherlock Holmes,90000000,209028679,498438212
374,2009-07-01,Ice Age: Dawn of the Dinosaurs,90000000,196573705,859701857
375,2000-07-21,What Lies Beneath,90000000,155464351,288693989
376,2011-04-15,Rio,90000000,143619809,487519809
377,2006-10-06,The Departed,90000000,132384315,289660619
378,2000-11-03,Charlie's Angels,90000000,125305545,259736090
379,1998-06-19,Mulan,90000000,120620254,303500000
380,2008-08-13,Tropic Thunder,90000000,110461307,191091250
381,2011-12-20,The Girl with the Dragon Tattoo,90000000,102515793,239373970
382,1997-07-11,Contact,90000000,100920329,165900000
383,2008-06-06,You Don't Mess With the Zohan,90000000,100018837,202910991
384,1995-05-19,Die Hard: With a Vengeance,90000000,100012499,366101666
385,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,235296080
386,2001-06-08,Atlantis: The Lost Empire,90000000,84052762,186049020
387,2008-12-25,Valkyrie,90000000,83077762,203902107
388,2015-07-24,Pixels,90000000,78747585,244126300
389,2001-06-29,Artificial Intelligence: AI,90000000,78616689,235900000
390,2003-11-26,The Haunted Mansion,90000000,75817994,155750628
391,2000-08-04,Hollow Man,90000000,73209340,191200000
392,2005-04-22,The Interpreter,90000000,72708161,162753837
393,2013-08-07,Percy Jackson: Sea of Monsters,90000000,68559554,200859554
394,2003-07-25,Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758,157092943
395,2016-06-10,Now You See Me 2,90000000,65075540,328675540
396,2001-11-21,Spy Game,90000000,62362560,143049560
397,2016-09-23,The Magnificent Seven,90000000,61605901,83821057
398,1997-04-04,The Saint,90000000,61363304,169400000
399,2000-03-10,Mission to Mars,90000000,60874615,106000000
400,1999-12-17,Bicentennial Man,90000000,58220776,87420776
401,2004-07-07,King Arthur,90000000,51877963,203877963
402,1997-04-25,Volcano,90000000,47546796,120100000
403,1997-03-26,The Devil's Own,90000000,42885593,140900000
404,2002-07-19,K-19: The Widowmaker,90000000,35168966,65716126
405,2011-08-19,Conan the Barbarian,90000000,21295021,63356133
406,2011-10-21,The Three Musketeers,90000000,20377913,139877913
407,2010-11-24,The Nutcracker in 3D,90000000,195459,20466016
408,1996-05-10,Twister,88000000,241688385,495700000
409,2005-06-03,Cinderella Man,88000000,61649911,105021488
410,2005-07-08,Fantastic Four,87500000,154696080,330717080
411,2001-02-09,Hannibal,87000000,165092266,350100280
412,2003-07-25,Seabiscuit,86000000,120277854,148715342
413,2000-12-22,Cast Away,85000000,233632142,427230516
414,2006-11-17,Happy Feet,85000000,198000317,385000317
415,2001-12-07,Ocean's Eleven,85000000,183417150,450728529
416,2004-07-23,The Bourne Supremacy,85000000,176087450,288587450
417,1997-07-25,Air Force One,85000000,172956409,315268353
418,2009-04-03,Fast & Furious,85000000,155064265,363064265
419,2008-03-14,Horton Hears a Who,85000000,154529439,299477886
420,2014-03-21,Divergent,85000000,150947895,276014965
421,2012-09-28,Hotel Transylvania,85000000,148313048,378505812
422,2007-11-21,Enchanted,85000000,127706877,340384141
423,2012-02-10,Safe House,85000000,126181630,208542162
424,2007-07-20,I Now Pronounce You Chuck and Larry,85000000,119725280,185708462
425,2007-06-08,Ocean's Thirteen,85000000,117144465,311744465
426,2009-12-25,It's Complicated,85000000,112735375,224614744
427,1998-11-20,Enemy of the State,85000000,111549836,250649836
428,2006-09-29,Open Season,85000000,85105259,191932158
429,2011-11-04,Tower Heist,85000000,78046570,153487972
430,2000-11-22,102 Dalmatians,85000000,66941559,66941559
431,2012-03-30,Mirror Mirror,85000000,64935167,173613482
432,2006-12-08,The Holiday,85000000,63280000,205190324
433,2006-06-16,The Fast and the Furious: Tokyo Drift,85000000,62615510,157794205
434,2005-12-09,Memoirs of a Geisha,85000000,57010853,161510853
435,2001-03-16,Enemy at the Gates,85000000,51396781,96971293
436,1993-06-18,Last Action Hero,85000000,50016394,137298489
437,2003-09-26,The Rundown,85000000,47641743,80831893
438,2011-11-23,Arthur Christmas,85000000,46462469,149717124
439,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,45539292,114979922
440,1998-11-13,Meet Joe Black,85000000,44650003,44650003
441,2002-02-08,Collateral Damage,85000000,40048332,78353508
442,2002-03-15,Showtime,85000000,37948765,78948765
443,1995-06-30,Judge Dredd,85000000,34687912,113487912
444,2007-03-02,Zodiac,85000000,33080084,83080084
445,2010-08-13,Scott Pilgrim vs. The World,85000000,31611316,48056764
446,2003-03-28,The Core,85000000,31111260,74132631
447,1997-05-09,Father's Day,85000000,28681080,35681080
448,2002-06-14,Scooby-Doo,84000000,153294164,276294164
449,2000-07-28,Nutty Professor II: The Klumps,84000000,123307945,166307945
450,2013-07-19,RED 2,84000000,53262560,137162560
