,ReleaseDate,mvName,ProdBudget,DGross,WwGross
3788,2012-12-07,Khiladi 786,5600000,385422,14683763
3789,2010-07-09,[Rec] 2,5600000,27766,18527766
3790,1973-12-25,The Sting,5500000,159616327,159616327
3791,1981-09-25,Chariots of Fire,5500000,57159946,57467731
3792,2005-02-25,Diary of a Mad Black Woman,5500000,50406346,50458356
3793,1996-11-22,Shine,5500000,35811509,36554909
3794,2013-09-27,Don Jon,5500000,24477704,41268579
3795,1973-08-22,High Plains Drifter,5500000,15700000,15700000
3796,2001-07-20,Ghost World,5500000,6217849,8761608
3797,2001-12-14,Iris,5500000,5580479,15155021
3798,1980-06-06,Galaxina,5500000,4865000,4865000
3799,2004-11-26,Les Choristes,5500000,3629758,83529758
3800,2003-06-06,Mambo Italiano,5500000,3031801,6148823
3801,2003-10-03,Wonderland,5500000,1060512,1060512
3802,2005-07-01,De battre mon coeur s'est arrêté,5500000,1023424,8589831
3803,2011-04-01,Haevnen,5500000,1008098,15867314
3804,2011-10-21,Le Havre,5500000,611709,13480196
3805,2002-05-17,Harvard Man,5500000,56653,56653
3806,2011-07-15,Salvation Boulevard,5500000,28468,28468
3807,2015-01-23,R100,5500000,24956,24956
3808,2015-05-05,Miss Julie,5500000,0,863895
3809,2008-12-31,Animals,5500000,0,0
3810,2003-03-07,Irreversible,5400000,792200,8133256
3811,2013-02-26,Tao Jie,5400000,0,4728896
3812,2006-01-27,Rang De Basanti,5300000,2197694,29197694
3813,2013-07-19,Grabbers,5300000,0,440821
3814,2013-10-11,La Vie d'Adèle – Chapitres 1 & 2,5250000,2450504,22937201
3815,2012-04-27,Hodejegerne,5250000,1200010,20188740
3816,2007-08-03,The Ten,5250000,769726,786677
3817,2000-10-27,A Room for Romeo Brass,5250000,20097,20097
3818,1944-08-01,Wilson,5200000,2000000,2000000
3819,2005-08-05,Saint Ralph,5200000,795126,1695126
3820,2011-04-22,Dum Maaro Dum,5200000,564489,11633427
3821,1980-10-03,Somewhere in Time,5100000,9709597,9709597
3822,2002-04-19,My Big Fat Greek Wedding,5000000,241438208,374890034
3823,2011-10-21,Paranormal Activity 3,5000000,104028807,202053386
3824,2005-10-28,Saw II,5000000,87025093,152925093
3825,2013-09-13,Insidious Chapter 2,5000000,83586447,161921515
3826,2016-03-11,10 Cloverfield Lane,5000000,72082999,106582999
3827,2016-07-22,Lights Out,5000000,67268835,141868835
3828,2015-09-11,The Visit,5000000,65112020,98316555
3829,2002-10-25,Jackass: The Movie,5000000,64282312,79282312
3830,2012-10-19,Paranormal Activity 4,5000000,53900335,140619520
3831,2014-10-24,Ouija,5000000,50856010,103590271
3832,1987-02-27,A Nightmare On Elm Street 3: Dream Warriors,5000000,44793222,44793222
3833,2013-08-30,No se Aceptan Devoluciones,5000000,44467206,100486616
3834,2015-08-07,The Gift,5000000,43787265,58978653
3835,1975-05-16,The Return of the Pink Panther,5000000,41833347,41833347
3836,1953-09-16,The Robe,5000000,36000000,36000000
3837,1991-09-13,Freddy's Dead: The Final Nightmare,5000000,34872033,34872033
3838,2003-12-24,Monster,5000000,34469210,64240813
3839,2014-01-03,Paranormal Activity: The Marked Ones,5000000,32462372,86362372
3840,1954-12-23,"20,000 Leagues Under the Sea",5000000,28200000,28200000
3841,2014-04-11,Oculus,5000000,27695246,44115496
3842,2013-11-01,Dallas Buyers Club,5000000,27298285,60611845
3843,2015-08-26,No Escape,5000000,27288872,39157326
3844,1980-10-03,The Elephant Man,5000000,26010864,26010864
3845,2015-02-27,The Lazarus Effect,5000000,25801570,35341814
3846,2001-03-16,Memento,5000000,25544867,39723096
3847,2011-08-26,Our Idiot Brother,5000000,24814830,25861249
3848,2006-07-21,Clerks II,5000000,24148068,27342246
3849,1998-04-08,The Players Club,5000000,23047939,23047939
3850,2000-10-13,Billy Elliot,5000000,21995263,109280263
3851,2013-07-05,The Way Way Back,5000000,21502690,26853810
3852,2014-08-29,"As Above, So Below",5000000,21222315,41799626
3853,1997-12-17,The Apostle,5000000,20733485,21277770
3854,1982-11-03,The Man From Snowy River,5000000,20659423,20659423
3855,1991-10-23,House Party 2,5000000,19438638,19438638
3856,1999-03-26,Doug's 1st Movie,5000000,19421271,19421271
3857,2016-02-19,Race,5000000,19115191,22178125
3858,1981-09-18,Mommie Dearest,5000000,19032000,25032000
3859,2015-01-16,Still Alice,5000000,18656400,41699612
3860,1988-10-01,Halloween 4: The Return of Michael Myers,5000000,17768757,17768757
3861,2011-09-02,Apollo 18,5000000,17686929,26517819
3862,2014-10-10,Addicted,5000000,17390770,17499242
3863,2001-08-31,O (Othello),5000000,16017403,16017403
3864,1995-09-29,Halloween: The Curse of Michael Myers,5000000,15126948,15126948
3865,1954-01-01,The Egyptian,5000000,15000000,15000000
3866,1997-11-07,Eve's Bayou,5000000,14843425,14843425
3867,1981-04-10,Nighthawks,5000000,14600000,19600000
3868,1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14343976,14343976
3869,2013-03-15,Spring Breakers,5000000,14124286,31149251
3870,2002-03-15,Y Tu Mamá También,5000000,13649881,33649881
3871,2004-09-24,Shaun of the Dead,5000000,13542874,30332385
3872,2008-10-31,The Haunting of Molly Hartley,5000000,13442412,15318257
3873,2016-07-15,Hillary’s America: The Secret History of the Democratic Party,5000000,13086824,13086824
3874,1996-06-21,Lone Star,5000000,12961389,12961389
3875,1986-03-27,April Fool's Day,5000000,12947763,12947763
3876,1982-04-02,Diner,5000000,12592907,12592907
3877,1983-04-15,Lone Wolf McQuade,5000000,12232628,12232628
3878,2009-03-13,Sunshine Cleaning,5000000,12062558,17329337
3879,2016-01-29,Fifty Shades of Black,5000000,11686940,20765083
3880,1957-01-01,A Farewell To Arms,5000000,11000000,11014090
3881,1959-01-01,Solomon and Sheba,5000000,11000000,11000000
3882,1982-08-20,The Beastmaster,5000000,10751126,10751126
3883,2009-01-09,Not Easily Broken,5000000,10572742,10732909
3884,2014-05-09,Moms’ Night Out,5000000,10429707,10537341
3885,2016-03-11,The Perfect Match,5000000,9669521,9669521
3886,2000-10-06,Digimon: The Movie,5000000,9628751,16628751
3887,2004-05-28,Saved!,5000000,8886160,10206551
3888,2003-05-09,Les invasions barbares,5000000,8460000,25913869
3889,1976-03-11,Robin and Marian,5000000,8000000,8000000
3890,1978-12-22,Force 10 from Navarone,5000000,7100000,7100000
3891,2001-04-27,The Forsaken,5000000,6755271,6755271
3892,1989-07-21,UHF,5000000,6157157,6157157
3893,2010-05-28,Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,16515203
3894,2006-01-06,Grandma's Boy,5000000,6090172,6590172
3895,1998-08-14,Slums of Beverly Hills,5000000,5502773,5502773
3896,1969-05-28,C'era una volta il West,5000000,5321508,5321508
3897,2001-07-13,Made,5000000,5308707,5476060
3898,2004-11-19,La mala educación,5000000,5211842,40311842
3899,2009-06-12,Moon,5000000,5010163,10676073
3900,2015-09-11,90 Minutes in Heaven,5000000,4816142,4816142
3901,2006-05-12,Keeping Up with the Steins,5000000,4339241,4414753
3902,1997-10-10,The Sweet Hereafter,5000000,4306697,7951247
3903,2008-08-06,Bottle Shock,5000000,4078607,4815890
3904,2011-02-25,Des Hommes et Des Dieux,5000000,3954651,46263525
3905,1982-08-27,Jekyll and Hyde... Together Again,5000000,3707583,3707583
3906,2016-04-15,Green Room,5000000,3220371,3807503
3907,1994-11-16,Heavenly Creatures,5000000,3046086,5438120
3908,2011-05-13,Everything Must Go,5000000,2712131,2821010
3909,2014-10-10,Kill the Messenger,5000000,2450846,2786939
3910,2010-12-17,Rabbit Hole,5000000,2229058,6205034
3911,2015-10-23,Jem and the Holograms,5000000,2184640,2368937
3912,1998-01-30,Zero Effect,5000000,2080693,2080693
3913,2004-10-22,The Machinist,5000000,1082044,8655397
3914,1992-09-21,Light Sleeper,5000000,1050861,1050861
3915,2014-09-12,Atlas Shrugged: Who Is John Galt?,5000000,851690,851690
3916,2003-08-29,Party Monster,5000000,742898,894030
3917,2006-07-14,The Oh in Ohio,5000000,418689,648183
3918,1996-02-21,Bottle Rocket,5000000,407488,407488
3919,2013-08-16,Ain't Them Bodies Saints,5000000,391611,740480
3920,1997-01-17,Albino Alligator,5000000,353480,353480
3921,2014-09-26,Jimi: All is By My Side,5000000,340911,927074
3922,2007-08-03,"Gandhi, My Father",5000000,240425,1375194
3923,2008-04-25,Standard Operating Procedure,5000000,228830,228830
3924,2011-09-30,Tucker & Dale vs. Evil,5000000,223838,5476793
3925,1998-03-27,No Looking Back,5000000,143273,143273
3926,2010-09-10,"Lovely, Still",5000000,127564,282687
3927,2003-06-13,Tycoon,5000000,121016,121016
3928,1999-06-04,Desert Blue,5000000,99147,99147
3929,2004-02-27,Decoys,5000000,84733,96760
3930,2008-05-30,Stuck,5000000,67505,67505
3931,2007-11-16,Redacted,5000000,65388,861325
3932,2014-10-17,Rudderless,5000000,56001,56001
3933,2005-01-28,Fascination,5000000,16670,83356
3934,2009-08-14,Grace,5000000,8297,8297
3935,2015-05-15,Area 51,5000000,7556,7556
3936,2012-10-26,Mientras duermes,5000000,0,9109597
3937,2009-07-07,Flying By,5000000,0,4568257
3938,2008-12-31,The Cottage,5000000,0,1504960
3939,2016-09-02,Yoga Hosers,5000000,0,2199
3940,2009-02-17,Dead Like Me: Life After Death,5000000,0,0
3941,2007-01-30,Farce of the Penguins,5000000,0,0
3942,2010-12-31,Psych 9,5000000,0,0
3943,2014-08-18,Henry & Me,5000000,0,0
3944,2015-01-27,Born of War,5000000,0,0
3945,2014-12-05,Dying of the Light,5000000,0,0
3946,2015-01-09,Let's Kill Ward's Wife,5000000,0,0
3947,2015-01-13,Capricorn One,5000000,0,0
3948,2011-12-31,We Have Your Husband,5000000,0,0
3949,2012-12-31,Should've Been Romeo,5000000,0,0
3950,2015-12-31,Aztec Warrior,5000000,0,0
3951,2015-09-25,Navy SEAL vs. Zombies,5000000,0,0
3952,2016-03-15,The Hatching,5000000,0,0
3953,2015-10-27,Running Forever,5000000,0,0
3954,2008-08-29,Obsluhoval jsem anglického krále,4900000,617228,7174984
3955,2010-08-20,Soul Kitchen,4900000,276901,23347469
3956,2012-08-17,The Awakening,4900000,95933,6924321
3957,2008-01-18,All Hat,4900000,15198,15198
3958,1996-11-20,Sling Blade,4833610,24475416,34175000
3959,2006-01-06,Hostel,4800000,47326473,82241110
3960,2013-07-19,Only God Forgives,4800000,775849,4494560
3961,2011-09-30,Take Shelter,4750000,1728953,4972016
3962,2006-01-27,Tristram Shandy: A Cock and Bull Story,4750000,1253413,3061763
3963,1986-08-22,The Texas Chainsaw Massacre 2,4700000,8025872,8025872
3964,1988-04-22,Lady in White,4700000,1705139,1705139
3965,2006-10-13,Driving Lessons,4700000,239962,239962
3966,2011-12-31,Without Men,4700000,0,0
3967,2015-03-10,Treading Water,4700000,0,0
3968,1973-05-23,Pat Garrett and Billy the Kid,4638783,8000000,11000000
3969,2004-07-16,Camping Sauvage,4600000,3479302,3479302
3970,2012-09-14,Barfi,4600000,2804874,36751984
3971,2005-03-04,Dear Frankie,4600000,1340891,3099369
3972,2011-06-24,Le nom des gens,4600000,514237,9261711
3973,2008-05-28,Savage Grace,4600000,434417,968805
3974,2007-10-19,Out of the Blue,4600000,728,731767
3975,1984-03-23,Police Academy,4500000,81198894,81198894
3976,1994-03-09,Four Weddings and a Funeral,4500000,52700832,242895809
3977,1980-06-20,The Blue Lagoon,4500000,47923795,47923795
3978,1982-08-13,Fast Times at Ridgemont High,4500000,27092880,27092880
3979,1996-09-28,Secrets & Lies,4500000,13417292,13417292
3980,2002-12-19,25th Hour,4500000,13084595,25344490
3981,1956-01-01,Moby Dick,4500000,10400000,10400000
3982,1996-10-04,Bound,4500000,3802260,7011317
3983,2000-10-06,Requiem for a Dream,4500000,3635482,7388858
3984,1962-03-09,State Fair,4500000,3500000,3500000
3985,2008-10-24,Låt den rätte komma in,4500000,2122085,12247682
3986,1999-02-12,Tango,4500000,1687311,5428387
3987,1986-04-23,Salvador,4500000,1500000,1500000
3988,2011-09-02,Salvando al Soldado Perez,4500000,1400726,9330465
3989,2001-10-26,Donnie Darko,4500000,1270522,7301393
3990,1998-03-27,Karakter,4500000,713413,713413
3991,2011-08-19,Nannerl la soeur de Mozart,4500000,707885,2404639
3992,2003-03-14,Spun,4500000,410241,1022649
3993,2010-07-23,Life During Wartime,4500000,281447,281447
3994,2006-05-04,Chinjeolhan geumjassi,4500000,211667,23471871
3995,2011-10-07,Blackthorn,4500000,200558,1217307
3996,2015-05-08,Maggie,4500000,187112,597989
3997,2003-04-18,Lilja 4-ever,4500000,181655,4556982
3998,2010-04-09,After.Life,4500000,108596,2481925
3999,2002-02-22,Mean Machine,4500000,92723,92723
4000,2007-08-31,Fong juk,4500000,51957,51957
4001,2010-07-23,Spoken Word,4500000,32961,32961
4002,2013-03-01,The Sweeney,4500000,26345,7838405
4003,2014-09-04,Falcon Rising,4500000,11774,11774
4004,2013-06-25,Hansel & Gretel Get Baked,4500000,0,0
4005,2014-11-07,Fugly,4500000,0,0
4006,2015-08-28,Zipper,4500000,0,0
4007,1975-11-19,One Flew Over the Cuckoo's Nest,4400000,108981275,108981275
4008,1976-06-25,Silent Movie,4400000,36145695,36145695
4009,2016-12-31,Airlift (2016),4400000,0,9969237
4010,2015-09-29,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,0
4011,2014-06-06,Anna,4357373,0,1200000
4012,2003-06-06,Whale Rider,4300000,20779666,39374600
4013,2001-06-13,Sexy Beast,4300000,6946056,10158355
4014,2009-12-04,Paa,4300000,199228,9791282
4015,2012-07-11,Snabba Cash,4300000,188870,10212403
4016,1990-10-19,Night of the Living Dead,4200000,5835247,5835247
4017,2006-02-17,Nochnoy dozor,4200000,1502188,33913542
4018,2010-08-13,Animal Kingdom,4200000,1044039,8078683
4019,2010-05-28,George A. Romero's Survival of the Dead,4200000,101740,101740
4020,2011-10-21,Cargo,4200000,0,313230
4021,2006-05-23,High School Musical,4200000,0,0
4022,1998-03-06,Love and Death on Long Island,4030000,2542264,2542264
4023,1982-03-19,Porky's,4000000,109492484,109492484
4024,1953-02-05,Peter Pan,4000000,87400000,87400000
4025,1992-11-25,The Crying Game,4000000,62546695,62546695
4026,2003-09-12,Lost in Translation,4000000,44585453,117085297
4027,1977-04-20,Annie Hall,4000000,38251425,38251425
4028,1952-01-10,The Greatest Show on Earth,4000000,36000000,36000000
4029,2015-01-23,The Boy Next Door,4000000,35423380,52819253
4030,1995-10-27,Leaving Las Vegas,4000000,31983777,49800000
4031,2001-12-26,Monster's Ball,4000000,31273922,43766463
4032,2014-07-11,Boyhood,4000000,25379975,57273049
4033,1960-01-01,Exodus,4000000,21750000,21750000
4034,2010-07-09,The Kids Are All Right,4000000,20811365,36275469
4035,1979-08-17,The Life of Brian,4000000,20008693,20008693
4036,2014-04-18,A Haunted House 2,4000000,17329487,21206861
4037,2013-03-01,The Last Exorcism Part II,4000000,15179303,25448707
4038,1974-12-17,The Front Page,4000000,15000000,15000000
4039,1956-01-01,Trapeze,4000000,14400000,14400000
4040,1985-08-16,The Return of the Living Dead,4000000,14237880,14237880
4041,1988-11-04,They Live,4000000,13000000,13000000
4042,2000-08-04,Saving Grace,4000000,12178602,27786849
4043,1963-08-08,The Great Escape,4000000,11744471,11744471
4044,2004-02-06,What the #$'! Do We Know,4000000,10941801,10941801
4045,2006-07-28,Scoop,4000000,10525717,40107018
4046,2001-11-14,The Wash,4000000,10097096,10097096
4047,2000-03-01,3 Strikes,4000000,9821335,9821335
4048,2008-04-11,The Visitor,4000000,9427026,19174817
4049,2003-11-26,The Cooler,4000000,8291572,11131455
4050,1961-01-01,The Misfits,4000000,8200000,8200000
4051,2006-08-04,The Night Listener,4000000,7836393,10770993
4052,1995-02-03,The Jerky Boys,4000000,7555256,7555256
4053,2007-12-28,El orfanato,4000000,7159147,79250193
4054,2007-05-25,Bug,4000000,7006708,8302995
4055,2002-10-11,The Rules of Attraction,4000000,6525762,11799060
4056,1969-12-19,Topaz,4000000,6000000,6000000
4057,2006-11-17,Let's Go to Prison,4000000,4630045,4630045
4058,1995-12-25,Four Rooms,4000000,4301000,4301000
4059,2002-09-20,Secretary,4000000,4046737,9413956
4060,2003-04-25,The Real Cancun,4000000,3816594,3816594
4061,1988-12-01,Talk Radio,4000000,3468572,3468572
4062,1997-01-31,Waiting for Guffman,4000000,2922988,2922988
4063,1999-09-10,Love Stinks,4000000,2793776,2793776
4064,2012-08-24,Samsara,4000000,2672413,5966671
4065,2007-06-22,You Kill Me,4000000,2426851,3858964
4066,2011-06-17,The Art of Getting By,4000000,1430241,1989035
4067,2005-09-16,Thumbsucker,4000000,1328679,1919197
4068,2011-03-05,Red State,4000000,1065429,1983596
4069,2005-09-30,MirrorMask,4000000,864959,973613
4070,1987-03-31,The Barbarians,4000000,800000,800000
4071,2012-10-17,Holy Motors,4000000,641054,4230426
4072,2003-02-28,Poolhall Junkies,4000000,563711,563711
4073,1999-05-28,The Loss of Sexual Innocence,4000000,399793,399793
4074,2014-03-07,The Face of Love,4000000,385069,1158877
4075,2014-04-11,Joe,4000000,373375,373375
4076,1988-03-04,Prison,4000000,354704,354704
4077,1998-05-01,Shooting Fish,4000000,302204,302204
4078,2009-05-08,Adoration,4000000,294244,384244
4079,2000-08-04,Psycho Beach Party,4000000,267972,267972
4080,2000-01-28,The Big Tease,4000000,185577,185577
4081,2015-04-10,Desert Dancer,4000000,155271,324218
4082,2015-01-30,"Guten Tag, Ramon",4000000,154356,4854356
4083,2003-07-25,Mondays in the Sun,4000000,146402,146402
4084,2015-06-19,Manglehorn,4000000,132270,332752
4085,2011-04-01,Trust,4000000,120016,120016
4086,2000-12-22,An Everlasting Piece,4000000,75078,75078
4087,1999-03-26,Among Giants,4000000,64359,64359
4088,1999-07-16,The Velocity of Gary,4000000,34145,34145
4089,2011-04-22,Stake Land,4000000,33245,679482
4090,2015-02-27,Praia do Futuro,4000000,20620,760678
4091,2002-12-27,Sonny,4000000,17639,17639
4092,1997-06-20,The Last Time I Committed Suicide,4000000,12836,12836
4093,2011-11-18,Another Happy Day,4000000,9120,978527
4094,2013-02-22,Inescapable,4000000,4327,4327
4095,2013-12-31,Geograf globus propil,4000000,0,4454853
4096,2012-03-20,A Lonely Place to Die,4000000,0,442550
4097,2003-12-31,Nothing,4000000,0,63180
4098,2012-06-01,The Loved Ones,4000000,0,12302
4099,1972-11-09,1776,4000000,0,0
4100,1930-01-01,Hell's Angels,4000000,0,0
4101,2008-08-26,Purple Violets,4000000,0,0
4102,2012-11-09,Replicas,4000000,0,0
4103,2012-12-31,The Helpers,4000000,0,0
4104,2015-12-31,The Veil,4000000,0,0
4105,2014-07-11,The Perfect Wave,4000000,0,0
4106,2012-12-31,How to Fall in Love,4000000,0,0
4107,2015-09-08,Chain of Command,4000000,0,0
4108,1939-12-15,Gone with the Wind,3900000,198680470,390525192
4109,1966-12-12,A Man for All Seasons,3900000,28350000,28350000
4110,1925-12-30,Ben-Hur,3900000,9000000,9000000
4111,1976-01-01,Network,3800000,23689877,23689877
4112,2011-01-14,Down for Life,3800000,41914,41914
4113,2010-04-30,The Good Heart,3800000,20930,340930
4114,1965-04-07,Major Dundee,3800000,14873,14873
4115,1950-05-17,Annie Get Your Gun,3768785,8000000,8000000
4116,2006-08-11,Casa de Areia,3750000,539285,1178175
4117,2010-11-05,Four Lions,3750000,310007,2436111
4118,2010-02-19,Defendor,3750000,44462,44462
4119,1970-05-13,The Ballad of Cable Hogue,3716946,3500000,5000000
4120,1948-01-01,The Pirate,3700000,2956000,2956000
4121,2006-11-21,The History Boys,3700000,2730296,13447998
4122,2006-11-03,Unknown,3700000,26403,3355048
4123,1969-05-25,Midnight Cowboy,3600000,44785053,44785053
4124,1980-07-04,Airplane!,3500000,83453539,83453539
4125,1970-01-01,M*A*S*H,3500000,81600000,81600000
4126,1997-08-13,The Full Monty,3500000,45950122,257938649
4127,1993-05-26,Menace II Society,3500000,27731527,27731527
4128,1995-04-26,Friday,3500000,27467564,27936778
4129,2016-02-19,The Witch,3500000,25138705,40454520
4130,2002-12-06,Empire,3500000,17504595,18495444
4131,2013-02-22,Dark Skies,3500000,17418667,27704111
4132,1987-05-01,Creepshow 2,3500000,14000000,14000000
4133,1967-01-01,In Cold Blood,3500000,13000000,13007551
4134,1959-01-01,The Nun's Story,3500000,12800000,12800000
4135,1972-06-21,Frenzy,3500000,12600000,12600000
4136,1966-02-23,Harper,3500000,12000000,12000000
4137,1998-05-27,I Got the Hook-Up!,3500000,10317779,10317779
4138,1996-08-23,She's the One,3500000,9482579,13795053
4139,1980-01-01,Terror Train,3500000,8000000,8000000
4140,1998-11-06,Gods and Monsters,3500000,6451628,6451628
4141,2010-04-16,El secreto de sus ojos,3500000,6391436,40527719
4142,1987-03-13,Evil Dead II,3500000,5923044,5923044
4143,1985-07-03,Day of the Dead,3500000,5804262,34004262
4144,2001-06-29,Pootie Tang,3500000,3293258,3293258
4145,2000-04-19,La otra conquista,3500000,886410,886410
4146,2011-06-10,Trolljegeren,3500000,253444,5706638
4147,2007-09-14,Ira and Abby,3500000,221096,221096
4148,2016-01-08,The Masked Saint,3500000,182695,182695
4149,2006-02-17,Winter Passing,3500000,107492,113783
4150,2005-03-25,D.E.B.S.,3500000,96793,96793
4151,2016-06-03,Time to Choose,3500000,29233,29233
4152,2009-06-26,Surveillance,3500000,27349,1396395
4153,1999-09-17,Taxman,3500000,9871,9871
4154,2009-06-30,The Betrayed,3500000,0,0
4155,2006-10-01,The Secret,3500000,0,0
4156,2011-06-28,2:13,3500000,0,0
4157,2013-01-29,"Batman: The Dark Knight Returns, Part 2",3500000,0,0
4158,2014-03-11,In the Name of the King III,3500000,0,0
4159,2014-03-04,Wicked Blood,3500000,0,0
4160,2015-06-05,Dawn Patrol,3500000,0,0
4161,2013-05-17,Jagten,3450000,687185,18309793
4162,2015-09-01,Lords of London,3440000,0,0
4163,2005-06-24,La marche de l'empereur,3400000,77437223,133276359
4164,1977-12-23,High Anxiety,3400000,31063038,31063038
4165,2011-10-21,Margin Call,3400000,5353586,20433227
4166,2008-09-26,Choke,3400000,2926565,4124277
4167,2004-04-23,L'incomparable mademoiselle C.,3400000,493905,493905
4168,2008-07-11,August,3400000,12636,12636
4169,2015-03-03,To Write Love On Her Arms,3400000,0,0
4170,2014-10-10,Whiplash,3300000,13092006,33474334
4171,2007-10-26,Bella,3300000,8093373,12405473
4172,2003-01-17,Cidade de Deus,3300000,7563397,32059295
4173,2000-05-05,Human Traffic,3300000,104257,5422740
4174,2006-12-29,The Dead Girl,3300000,19875,19875
4175,2015-01-20,The Opposite Sex,3300000,0,40262
4176,1983-11-18,A Christmas Story,3250000,20605209,20605209
4177,1982-08-20,Class of 1984,3250000,6965361,6965361
4178,2009-01-30,Entre les murs,3250000,3766810,34114067
4179,1999-10-29,Dreaming of Joseph Lees,3250000,7680,7680
4180,1968-06-12,Rosemary's Baby,3200000,33395426,33395426
4181,1962-01-01,The Man Who Shot Liberty Valance,3200000,8000000,8000000
4182,2004-07-16,Maria Full of Grace,3200000,6529624,14441158
4183,2011-06-03,Beginners,3200000,5790894,14314407
4184,2009-07-29,Adam,3200000,2277396,2828590
4185,2006-09-22,Feast,3200000,56131,690872
4186,1946-01-01,It's a Wonderful Life,3180000,6600000,9644124
4187,1996-07-19,Trainspotting,3100000,16501785,71561772
4188,2013-04-12,Antiviral,3100000,0,123407
4189,1978-07-28,National Lampoon's Animal House,3000000,141600000,141600000
4190,2010-10-20,Paranormal Activity 2,3000000,84752907,177512032
4191,2015-08-28,War Room,3000000,67790117,73975239
4192,2013-06-07,The Purge,3000000,64473115,91265155
4193,1964-12-22,Goldfinger,3000000,51100000,124900000
4194,2012-10-12,Sinister,3000000,48086903,87727807
4195,2000-08-18,The Original Kings of Comedy,3000000,38168022,38236338
4196,1957-12-18,The Bridge on the River Kwai,3000000,33300000,33300000
4197,1978-01-01,Coming Home,3000000,32653000,32653000
4198,1998-11-20,Waking Ned Devine,3000000,24793251,55193251
4199,1997-08-01,Air Bud,3000000,24646936,27788649
4200,2002-10-11,Bowling for Columbine,3000000,21576018,58240487
4201,1985-11-01,A Nightmare On Elm Street Part 2: Freddy's Revenge,3000000,21163999,21163999
4202,1986-03-07,A Room with a View,3000000,20966644,20966644
4203,1975-06-10,Love and Death,3000000,20123742,20123742
4204,1986-08-01,Friday the 13th Part VI: Jason Lives,3000000,19472057,19472057
4205,2002-08-02,Martin Lawrence Live: RunTelDat,3000000,19184820,19184820
4206,1960-01-01,The Apartment,3000000,18600000,24600000
4207,1958-09-20,Cat on a Hot Tin Roof,3000000,17570324,17570324
4208,1970-05-26,Beneath the Planet of the Apes,3000000,17489009,17489009
4209,2001-04-06,Pokemon 3: The Movie,3000000,17052128,68452128
4210,1993-08-13,Jason Goes to Hell: The Final Friday,3000000,15935068,15935068
4211,1990-04-27,Spaced Invaders,3000000,15000000,15000000
4212,1976-04-09,Family Plot,3000000,13200000,13200000
4213,1966-07-16,Torn Curtain,3000000,13000000,13000000
4214,2006-03-03,Dave Chappelle's Block Party,3000000,11718595,12051924
4215,1985-10-25,Krush Groove,3000000,11052713,11052713
4216,1960-01-01,Elmer Gantry,3000000,10400000,10400000
4217,2009-05-08,Next Day Air,3000000,10027047,10172519
4218,1961-01-01,Judgment at Nuremberg,3000000,10000000,10000000
4219,1999-05-12,Trippin',3000000,9017070,9017070
4220,1948-01-01,Red River,3000000,9012000,9012000
4221,2001-08-08,The Deep End,3000000,8823109,9981635
4222,2013-05-24,Before Midnight,3000000,8110621,23376973
4223,1987-11-20,Teen Wolf Too,3000000,7888000,7888000
4224,2006-04-07,Phat Girlz,3000000,7061128,7301115
4225,1988-07-08,Phantasm II,3000000,7000000,7000000
4226,2004-10-01,Woman Thou Art Loosed,3000000,6879730,6879730
4227,2002-10-18,Real Women Have Curves,3000000,5853194,7777790
4228,1981-08-28,Gallipoli,3000000,5732587,5732587
4229,2006-04-28,Water,3000000,5529144,11322573
4230,2000-04-14,East is East,3000000,4170647,30438635
4231,2000-09-01,Whipped,3000000,4142507,4142507
4232,1997-02-28,Kama Sutra,3000000,4109095,4109095
4233,2013-05-17,Frances Ha,3000000,4067398,11267511
4234,2010-04-30,Please Give,3000000,4033574,4570178
4235,1971-06-30,Willy Wonka & the Chocolate Factory,3000000,4000000,4000000
4236,1993-09-24,Warlock: The Armageddon,3000000,3902679,3902679
4237,1997-04-18,8 Heads in a Duffel Bag,3000000,3602884,4002884
4238,1978-09-13,Days of Heaven,3000000,3446749,3660880
4239,2002-05-24,Thirteen Conversations About One Thing,3000000,3287435,3705923
4240,2016-04-22,Compadres,3000000,3127773,7445044
4241,1999-02-19,Jawbreaker,3000000,3076820,3076820
4242,1996-08-09,Basquiat,3000000,2962051,2962051
4243,2006-02-24,Tsotsi,3000000,2912606,11537539
4244,2010-04-09,Letters to God,3000000,2848587,3237452
4245,1998-10-16,Happiness,3000000,2746453,5746453
4246,2003-04-04,DysFunkTional Family,3000000,2255000,2255000
4247,2014-09-19,Tusk,3000000,1821983,1821983
4248,2012-04-06,Damsels in Distress,3000000,1007535,1324299
4249,2005-03-25,Oldboy,3000000,707391,6239723
4250,2011-05-06,Hobo with a Shotgun,3000000,703372,834953
4251,2012-09-07,Bachelorette,3000000,446770,12577401
4252,2010-01-15,Fish Tank,3000000,374675,5922292
4253,2011-09-09,Creature,3000000,331000,331000
4254,1996-08-23,Freeway,3000000,295493,295493
4255,2006-10-06,Love's Abiding Joy,3000000,252726,252726
4256,1993-02-12,Braindead,3000000,242623,242623
4257,2010-10-01,Chain Letter,3000000,205842,1022453
4258,2012-03-02,Tim and Eric's Billion Dollar Movie,3000000,201436,223652
4259,2007-11-09,Holly,3000000,163069,163069
