,mID,mName,mYrank,mStudio,openWkdate,DURrelease,openDTheatre,openDGross,totalDTheatre,PD_budget,totalDGross,W_gross,F_gross,Genre,mv_runtime,mv_Dir,mv_Prod,mv_Comp,OscarNom,OscarInfoURL
767,rumdiary,The Rum Diary,133,filmdistrict,2011-10-28,56.0,2273.0,5494844.83,2292.0,72260166.44152936,19674297.277625304,32332833.23485242,12658535.957227115,Adventure,120.0,['Bruce Robinson'],,,0,
768,pussinboots12,Puss in Boots,16,pardw,2011-10-28,126.0,3952.0,36462859.730000004,3963.0,208751591.94219595,223999768.68507916,832886551.629999,608886782.9449198,Animation,90.0,['Chris Miller'],,['Henry Jackman'],1,/oscar/movies/?id=pussinboots12.htm
769,likecrazy,Like Crazy,168,paramountvantage,2011-10-28,77.0,4.0,131759.80000000002,162.0,401445.36911960755,5095566.330094929,5599958.799890676,504392.4697957467,Romance,89.0,['Drake Doremus'],,,0,
770,marthamarcymaymarlene,Martha Marcy May Marlene,174,foxsearchlight,2011-10-21,,4.0,147286.57,183.0,1605781.4764784302,4473734.206615241,8162338.8187054,3688604.612090159,Drama,120.0,,,,0,
771,paranormalactivity3,Paranormal Activity 3,26,paramount,2011-10-21,77.0,3321.0,56247955.81,3329.0,8028907.382392152,156119188.1315418,303227649.0640619,147108460.9325201,Horror,81.0,,,,0,
772,margincall,Margin Call,154,roadsideattractions,2011-10-21,119.0,56.0,601239.42,199.0,5459657.020026663,8034289.001433884,30664763.945120495,22630474.943686612,Thriller,109.0,['J.C. Chandor'],,,1,/oscar/movies/?id=margincall.htm
773,johnnyenglish2,Johnny English Reborn,143,universal,2011-10-21,35.0,1552.0,4101631.0000000005,1554.0,72260166.44152936,12465021.280547244,246929661.8449149,234464640.56436768,Action Comedy,101.0,['Oliver Parker'],,['Ilan Eshkeri'],0,
774,mightymacs,The Mighty Macs,183,quakermedia,2011-10-21,42.0,975.0,1030646.4700000001,975.0,11240470.335349014,2839285.778955791,2839285.778955791,0.0,Sports Drama,102.0,,,['William Ross'],0,
775,lehavre,Le Havre,239,janusfilms,2011-10-21,178.0,6.0,28208.41,25.0,8831798.120631367,918010.2627992001,20230139.28607349,19312129.02327429,Foreign,103.0,,,,0,
776,bigyear,The Big Year,146,fox,2011-10-14,,2150.0,3479515.8800000004,2150.0,65837040.535615645,10811468.555508755,11532398.406312091,720929.8508033361,Comedy,100.0,['David Frankel'],,['Theodore Shapiro'],0,
777,firefliesinthegarden,Fireflies in the Garden,371,unknown,2011-10-14,21.0,5.0,39465.880000000005,14.0,12846251.811827442,55352.938297598535,5261294.984310319,5205942.04601272,Drama,,,,,0,
778,thing11,The Thing (2011),124,universal,2011-10-14,35.0,2996.0,9088221.55,2996.0,61019696.106180355,25405368.885435622,41272807.00070576,15867438.115270142,Sci-Fi Horror,,,,['Marco Beltrami'],0,
779,footloose2010,Footloose (2011),67,paramount,2011-10-14,91.0,3549.0,16645040.91,3555.0,38538755.43548233,77741947.228403,94530755.74173017,16788808.513327166,Musical,113.0,['Craig Brewer'],,['Deborah Lurie'],0,
780,idesofmarch,The Ides of March,74,sony,2011-10-07,98.0,2199.0,11203053.01,2199.0,36932973.959003896,61473718.062446654,116660662.0765575,55186944.01411085,Thriller,102.0,['George Clooney'],,,1,/oscar/movies/?id=idesofmarch.htm
781,realsteel,Real Steel,35,buenavista,2011-10-07,133.0,3440.0,29232054.39,3440.0,176635962.4126273,128257381.78574988,396013236.9949642,267755855.2092143,Action Drama,127.0,['Shawn Levy'],,['Danny Elfman'],1,/oscar/movies/?id=realsteel.htm
782,blackthorn,Blackthorn,298,magnolia,2011-10-07,119.0,8.0,16321.78,21.0,7226016.6441529365,300983.4779061319,1826849.5624182513,1525866.0845121194,Western,98.0,,,,0,
783,takeshelter,Take Shelter,187,sonyclassics,2011-09-30,175.0,3.0,55683.87,91.0,7627462.013272544,2594692.244020385,7461655.321078859,4866963.077058474,Drama,120.0,['Jeff Nichols'],['Brian Kavanaugh-Jones'],,0,
784,whatsyournumber,What's Your Number?,129,fox,2011-09-30,56.0,3002.0,5801185.83,3011.0,32115629.52956861,21026859.0211059,45267707.6761476,24240848.655041702,Comedy,106.0,['Mark Mylod'],,['Aaron Zigman'],0,
785,dreamhouse,Dream House,117,universal,2011-09-30,49.0,2661.0,8698409.85,2664.0,80289073.82392153,31969068.203407038,62493662.43293448,30524594.22952744,Thriller,92.0,['Jim Sheridan'],,['John Debney'],0,
786,margaret,Margaret,410,foxsearchlight,2011-09-30,,2.0,8051.750000000001,14.0,22480940.670698028,70811.9616519951,935393.2224646673,864581.2608126722,Drama,,['Kenneth Lonergan'],,,0,
787,courageous,Courageous,94,tristar,2011-09-30,119.0,1161.0,9750737.73,1214.0,3211562.9529568604,51808544.86793895,52804524.07543813,995979.2074991763,Drama,130.0,['Alex Kendrick'],['Stephen Kendrick'],,0,
788,tuckeranddalevsevil,Tucker & Dale Vs. Evil,293,magnolia,2011-09-30,63.0,30.0,56542.01,44.0,8028907.382392152,335920.4804971766,8219189.485894144,7883269.005396967,Horror Comedy,89.0,,,,0,
789,killerelite,Killer Elite,106,openroads,2011-09-23,56.0,2986.0,10006648.56,2986.0,112404703.35349011,37705829.079981215,98161340.61768746,60455511.53770625,Action Thriller,100.0,['Gary McKendry'],,,0,
790,machinegunpreacher,Machine Gun Preacher,247,relativity,2011-09-23,70.0,4.0,48289.100000000006,93.0,48173444.29435293,808428.4332375381,5585700.360817757,4777271.92758022,Action,123.0,['Marc Forster'],,,0,
791,moneyball,Moneyball,47,sony,2011-09-23,133.0,2993.0,20866393.14,3018.0,80289073.82392153,113463456.6108768,167032541.27063754,53569084.65976074,Sports Drama,126.0,['Bennett Miller'],,['Mychael Danna'],1,/oscar/movies/?id=moneyball.htm
792,strawdogs10,Straw Dogs (2011),138,screengems,2011-09-16,,2408.0,5482423.2,2408.0,40144536.911960766,15494201.974574247,16888950.74897567,1394748.7744014245,Thriller,105.0,['Rod Lurie'],,,0,
793,borntobeastar,Bucky Larson: Born to Be a Star,178,sony,2011-09-09,14.0,1500.0,1514074.61,1500.0,16057814.764784304,3795939.8483151025,3795939.8483151025,0.0,Comedy,96.0,['Tom Brady'],,,0,
794,contagion,Contagion,45,warnerbros,2011-09-09,98.0,3222.0,23971847.720000003,3222.0,96346888.58870585,113542402.53103583,206427852.06101087,92885449.52997504,Action Thriller,105.0,['Steven Soderbergh'],,['Cliff Martinez'],0,
795,creature2011,Creature (2011),250,bubbledistribution,2011-09-09,7.0,1507.0,349890.0,1507.0,4817344.429435291,496741.74646201916,496741.74646201916,0.0,Horror,93.0,,,,0,
796,tannerhall,Tanner Hall,565,anchorbayentertainment,2011-09-09,,5.0,2999.21,5.0,4817344.429435291,7613.205074929979,7613.205074929979,0.0,Drama,,,,,0,
797,laughatmypain,Kevin Hart: Laugh at My Pain,144,codeblackentertainment,2011-09-09,98.0,98.0,2042009.4000000001,287.0,1204336.1073588228,11565282.409781802,11574286.7918929,9004.382111096755,Concert,89.0,,['Kevin Hart'],,0,
798,shark3d,Shark Night 3D,121,relativity,2011-09-02,84.0,2806.0,8992558.200000001,2848.0,40144536.911960766,28329516.463597417,48338135.943895176,20008619.48029776,Horror,95.0,['David R. Ellis'],,,0,
799,apollo18,Apollo 18,123,wdimension,2011-09-02,84.0,3328.0,9313569.97,3330.0,8028907.382392152,26543311.181298293,39796095.83813811,13252784.656839818,Sci-Fi Thriller,86.0,,,,0,
800,debt,The Debt,98,focus,2011-08-31,65.0,1826.0,10603163.93,1874.0,32115629.52956861,46789092.579829104,69940118.35700983,23151025.777180724,Drama / Thriller,113.0,['John Madden'],['Matthew Vaughn'],['Thomas Newman'],0,
801,circumstance,Circumstance,259,roadsideattractions,2011-08-26,112.0,7.0,46350.26,31.0,1445203.3288305877,681513.1681120201,1439167.391355451,757654.2232434308,Drama,107.0,,,,0,
802,dontbeafraidofthedark,Don't Be Afraid of the Dark,111,filmdistrict,2011-08-26,84.0,2760.0,9122528.96,2780.0,40144536.911960766,36087585.538661025,58718216.558304235,22630631.01964321,Horror,100.0,['Troy Nixey'],,['Marco Beltrami'],0,
803,colombiana,Colombiana,88,tristar,2011-08-26,,2614.0,11136748.32,2614.0,64231259.05913722,55025559.97426408,108495693.97827569,53470134.00401161,Action,107.0,['Olivier Megaton'],['Luc Besson'],,0,
804,redemptionroad,Redemption Road,458,fs,2011-08-26,14.0,26.0,20492.64,26.0,3693297.3959003906,44097.46065873103,44097.46065873103,0.0,Drama,90.0,['Mario Van Peebles'],,,0,
805,ouridiotbrother,Our Idiot Brother,109,weinsteincompany,2011-08-26,91.0,2555.0,7502445.170000001,2555.0,8028907.382392152,37240368.55697313,38810761.31102461,1570392.7540514842,Comedy,90.0,['Jesse Peretz'],,,0,
806,brightonrock,Brighton Rock,291,ifc,2011-08-26,,12.0,35068.18,24.0,17663596.241262734,344647.22749317845,344647.22749317845,0.0,Period Drama,111.0,['Rowan Joffe'],,,0,
807,higherground,Higher Ground,219,sonyclassics,2011-08-26,133.0,3.0,22999.65,81.0,2890406.6576611754,1262198.266804713,1264654.9623906899,2456.6955859768204,Drama,109.0,['Vera Farmiga'],,,0,
808,frightnight2011,Fright Night (2011),122,buenavista,2011-08-19,84.0,3114.0,8254395.16,3114.0,48173444.29435293,27461337.952131357,60810567.830919854,33349229.878788497,Horror,106.0,['Craig Gillespie'],['Michael De Luca'],['Ramin Djawadi'],0,
809,conan3d,Conan the Barbarian (2011),118,lionsgate,2011-08-19,49.0,3015.0,10722700.05,3015.0,144520332.88305873,31958084.35796186,95080471.76888205,63122387.41092019,Action,112.0,['Marcus Nispel'],,['Tyler Bates'],0,
810,amigo,Amigo,302,variancefilms,2011-08-19,210.0,10.0,39936.68,10.0,2408672.2147176457,277192.3996382696,277192.3996382696,0.0,Drama,127.0,['John Sayles'],,,0,
811,5daysofwar,5 Days of War,503,anchorbayentertainment,2011-08-19,28.0,2.0,6691.780000000001,6.0,19269377.717741165,26231.26581996868,131753.61977987931,105522.35395991063,Action Drama,113.0,['Renny Harlin'],,,0,
812,finaldestination5,Final Destination 5,73,wb-newline,2011-08-12,63.0,3155.0,19293593.720000003,3155.0,64231259.05913722,63912568.46380964,232629960.1909735,168717391.72716385,Horror,95.0,['Steven Quale'],,['Brian Tyler'],0,
813,30minutesorless,30 Minutes or Less,87,sony,2011-08-12,49.0,2888.0,14263226.260000002,2888.0,44961881.341396056,55607948.40190611,61479994.11677808,5872045.714871973,Action Comedy,83.0,['Ruben Fleischer'],['Ben Stiller'],,0,
814,gleelive3d,Glee The 3D Concert Movie,134,fox,2011-08-12,49.0,2040.0,6378517.17,2040.0,14452033.288305873,17802260.72431288,26206350.694667283,8404089.970354404,Concert,100.0,,,,0,
815,riseoftheapes,Rise of the Planet of the Apes,11,fox,2011-08-05,,3648.0,58642624.370000005,3691.0,149337677.31249404,265269374.6279444,724642935.3289235,459373560.70097905,Sci-Fi Action,110.0,['Rupert Wyatt'],,['Patrick Doyle'],1,/oscar/movies/?id=riseoftheapes.htm
816,changeup,The Change-Up,86,universal,2011-08-05,56.0,2913.0,14478293.05,2913.0,83500636.77687839,55649295.02382991,113808072.3230326,58158777.299202695,Comedy,101.0,['David Dobkin'],,['John Debney'],0,
817,harvestlacosecha,The Harvest/La Cosecha,573,cinemalibre,2011-07-29,7.0,1.0,2402.15,1.0,899237.6268279211,5566.208875007942,5566.208875007942,0.0,Documentary,84.0,,,,0,
818,devilsdouble,The Devil's Double,197,lionsgate,2011-07-29,63.0,5.0,103162.98000000001,89.0,30670426.20073802,2043262.3828066366,3611756.7129630265,1568494.3301563899,Drama,108.0,['Lee Tamahori'],,,0,
819,cowboysandaliens,Cowboys & Aliens,30,universal,2011-07-29,98.0,3750.0,38981480.300000004,3754.0,261742380.66598415,150434037.3717677,263993948.9238185,113559911.5520508,Sci-Fi Action,118.0,['Jon Favreau'],,['Harry Gregson-Williams'],0,
820,crazystupidlove,"Crazy, Stupid, Love.",36,warnerbros,2011-07-29,119.0,3020.0,20441604.21,3020.0,80289073.82392153,126588401.55269435,220820957.67132103,94232556.11862668,Comedy,107.0,,,,0,
821,guard,The Guard,153,sonyclassics,2011-07-29,196.0,4.0,82212.38,203.0,9634688.858870583,8043575.520851125,31811662.599723,23768087.078871876,Comedy Thriller,96.0,['John Michael McDonagh'],[],,0,
822,friendswithbenefits10,Friends with Benefits,60,screengems,2011-07-22,63.0,2926.0,19925700.5,2926.0,56202351.67674506,83744886.64456323,220000903.08004776,136256016.43548453,Comedy,120.0,['Will Gluck'],['Will Gluck'],,0,
823,captainamerica,Captain America: The First Avenger,12,paramount,2011-07-22,112.0,3715.0,69612620.68,3715.0,224809406.70698023,265110777.44436103,556125310.3210853,291014532.8767243,Action / Adventure,125.0,['Joe Johnston'],,['Alan Silvestri'],0,
824,anotherearth,Another Earth,201,foxsearchlight,2011-07-22,77.0,4.0,83181.8,94.0,281011.75838372536,1982755.936480788,3155704.268530689,1172948.3320499011,Drama,92.0,['Mike Cahill'],,,0,
825,harrypotter72,Harry Potter and the Deathly Hallows Part 2,1,warnerbros,2011-07-15,133.0,4375.0,181032686.89000002,4375.0,200722684.5598038,571795100.7482866,2013246603.6992517,1441451502.950965,Fantasy,130.0,['David Yates'],['David Heyman'],['Alexandre Desplat'],1,/oscar/movies/?id=harrypotter72.htm
826,winniethepooh,Winnie the Pooh,105,buenavista,2011-07-15,70.0,2405.0,8407071.32,2405.0,48173444.29435293,40058764.16943118,75255034.4367917,35196270.26736052,Animation,63.0,['Don Hall'],['John Lasseter'],['Henry Jackman'],0,
827,zookeeper,Zookeeper,40,sony,2011-07-08,112.0,3482.0,21470210.19,3482.0,128462518.11827444,120599990.7070704,256333035.63100323,135733044.92393285,Comedy,104.0,['Frank Coraci'],,,0,
828,larrycrowne,Larry Crowne,90,universal,2011-07-01,49.0,2973.0,14012789.55,2976.0,48173444.29435293,53438374.047575414,92218581.98936674,38780207.941791326,Romantic Comedy,99.0,['Tom Hanks'],,['James Newton Howard'],0,
829,montecarlo,Monte Carlo,113,fox,2011-07-01,,2473.0,7975720.08,2473.0,32115629.52956861,34797087.9996115,59559138.80512001,24762050.805508517,Romantic Comedy,109.0,['Thomas Bezucha'],,['Michael Giacchino'],0,
830,perfecthost,The Perfect Host,401,magnolia,2011-07-01,70.0,2.0,8030.35,10.0,1605781.4764784302,73181.61487756466,77418.17666083439,4236.561783269732,Thriller,94.0,,,,0,
831,transformers3,Transformers: Dark of the Moon,2,pardw,2011-06-29,107.0,4088.0,104702565.55000001,4088.0,313127387.9132939,528843183.58465046,1686506577.0009694,1157663393.416319,Sci-Fi Action,154.0,['Michael Bay'],,['Steve Jablonsky'],1,/oscar/movies/?id=transformers3.htm
832,badteacher,Bad Teacher,29,sony,2011-06-24,112.0,3049.0,33815323.42,3049.0,30509848.053090177,150512533.07282114,323330849.0733243,172818316.00050318,Comedy,89.0,['Jake Kasdan'],,,0,
833,cars2,Cars 2,8,buenavista,2011-06-24,175.0,4115.0,70764992.49000001,4115.0,321156295.2956861,287316139.000549,840642185.0197015,553326046.0191524,Animation,113.0,,,['Michael Giacchino'],0,
834,abetterlife,A Better Life,185,summitentertainment,2011-06-24,70.0,4.0,66433.09000000001,216.0,16057814.764784304,2640162.8729510577,2827752.6662018313,187589.79325077357,Drama,97.0,['Chris Weitz'],,,1,/oscar/movies/?id=abetterlife.htm
835,mrpopperspenguins,Mr. Popper's Penguins,53,fox,2011-06-17,,3339.0,19736529.85,3342.0,88317981.20631365,102386505.85466525,284575170.5691339,182188664.71446863,Family Comedy,95.0,['Mark S. Waters'],['John Davis'],,0,
836,greenlantern,Green Lantern,24,warnerbros,2011-06-17,105.0,3816.0,56896504.21,3816.0,321156295.2956861,174986917.88156584,346970616.2034612,171983698.3218954,Action / Adventure,105.0,['Martin Campbell'],['Greg Berlanti'],['James Newton Howard'],0,
837,homework2011,The Art of Getting By,194,foxsearchlight,2011-06-17,28.0,610.0,726701.2000000001,610.0,6423125.905913721,2146406.0791588663,2985005.1953899767,838599.1162311104,Romance,84.0,,,,0,
838,super8,Super 8,21,paramount,2011-06-10,112.0,3379.0,37932749.760000005,3424.0,80289073.82392153,190599026.23696345,387147528.3713026,196548502.13433915,Sci-Fi,112.0,['J.J. Abrams'],,['Michael Giacchino'],0,
839,submarine,Submarine,256,weinsteincompany,2011-06-03,77.0,4.0,44760.240000000005,28.0,3050984.805309018,701744.5139852964,6876251.926159955,6174507.412174658,Comedy / Drama,97.0,['Richard Ayoade'],,,0,
840,xmenfirstclass,X-Men: First Class,17,fox,2011-06-03,119.0,3641.0,58958716.28,3692.0,256925036.23654887,219719387.0762658,533372030.6127069,313652643.5364411,Action / Adventure,131.0,['Matthew Vaughn'],,['Henry Jackman'],0,
841,treeoflife,The Tree of Life,132,foxsearchlight,2011-05-27,154.0,4.0,399024.4,237.0,56202351.67674506,19968215.317034934,92627817.64974278,72659602.33270785,Drama,138.0,['Terrence Malick'],,,1,/oscar/movies/?id=treeoflife.htm
842,hangover2,The Hangover Part II,4,warnerbros,2011-05-26,113.0,3615.0,91962534.58,3675.0,128462518.11827444,381882305.9756614,880124782.7895296,498242476.81386817,Comedy,102.0,['Todd Phillips'],,['Christophe Beck'],0,
843,kungfupanda2,Kung Fu Panda 2,15,pardw,2011-05-26,127.0,3925.0,50992243.14,3952.0,240867221.47176456,247994284.45870766,997741885.8317364,749747601.3730288,Animation,91.0,['Jennifer Yuh Nelson'],,,1,/oscar/movies/?id=kungfupanda2.htm
844,midnightinparis,Midnight in Paris,59,sonyclassics,2011-05-20,308.0,6.0,640933.2100000001,1038.0,48173444.29435293,85266489.15414572,244533258.10082364,159266768.94667792,Romantic Comedy,88.0,['Woody Allen'],,,1,/oscar/movies/?id=midnightinparis.htm
845,goforit,Go For It,306,lionsgate,2011-05-13,21.0,218.0,128093.98000000001,218.0,3934164.617372155,270487.1364262083,273670.18550248,3183.049076271709,Comedy / Drama,90.0,,,,0,
846,hesher,Hesher,264,wreckinhill,2011-05-13,84.0,42.0,134869.22,42.0,11240470.335349014,574698.6853191673,574698.6853191673,0.0,Comedy / Drama,109.0,['Spencer Susser'],,,0,
847,priest07,Priest,101,screengems,2011-05-13,,2864.0,16000420.48,2864.0,96346888.58870585,43726218.98867274,126292501.04848994,82566282.0598172,Action Horror,87.0,['Scott Charles Stewart'],['Michael De Luca'],['Christopher Young'],0,
848,everythingmustgo,Everything Must Go,175,roadsideattractions,2011-05-13,126.0,218.0,847093.3200000001,245.0,8028907.382392152,4070177.309890582,4233575.32986955,163398.0199789675,Comedy / Drama,100.0,['Dan Rush'],,,0,
849,wiigapatow,Bridesmaids,14,universal,2011-05-13,140.0,2918.0,28084728.700000003,2958.0,52187897.98554899,253783594.90928212,434502001.60169613,180718406.69241402,Comedy,125.0,['Paul Feig'],,,1,/oscar/movies/?id=wiigapatow.htm
850,beaver,The Beaver,216,summitentertainment,2011-05-06,56.0,22.0,115107.39,168.0,33721411.00604703,1456933.0372606392,7572742.383183427,6115809.345922788,Comedy / Drama,91.0,['Jodie Foster'],,['Marcelo Zarvos'],0,
851,jumpingthebroom,Jumping the Broom,85,tristar,2011-05-06,56.0,2035.0,16280571.090000002,2035.0,11240470.335349014,55970329.7599671,57265770.704795614,1295440.9448285103,Comedy,113.0,['Salim Akil'],,['Ed Shearmur'],0,
852,somethingborrowed,Something Borrowed,76,warnerbros,2011-05-06,84.0,2904.0,14921543.760000002,2904.0,56202351.67674506,58598251.175438136,97673708.30446118,39075457.129023045,Romantic Comedy,103.0,['Luke Greenfield'],,['Alex Wurman'],0,
853,therebedragons,There Be Dragons,209,samuelgoldwyn,2011-05-06,28.0,259.0,754924.5900000001,259.0,57808133.15322349,1604781.9900640994,6034421.737481312,4429639.747417212,Drama,120.0,['Roland Joffe'],,,0,
854,hobowithashotgun,Hobo With a Shotgun,232,magnolia,2011-05-06,98.0,2.0,12889.220000000001,21.0,4817344.429435291,1055571.7090407351,1253039.3094673783,197467.60042664316,Action,86.0,,,,0,
855,fastfive,Fast Five,6,universal,2011-04-29,105.0,3644.0,92232678.55000001,3793.0,200722684.5598038,314909767.83392626,945414805.6111661,630505037.7772398,Action,130.0,['Justin Lin'],,['Brian Tyler'],0,
856,prom,Prom,141,buenavista,2011-04-29,56.0,2730.0,5042522.66,2730.0,12846251.811827442,15202727.12417743,16152635.410605181,949908.2864277512,Comedy / Drama,103.0,['Joe Nussbaum'],,['Deborah Lurie'],0,
857,dylandog,Dylan Dog: Dead of Night,204,omnifreestyle,2011-04-29,21.0,875.0,807613.53,875.0,32115629.52956861,1780673.5902222095,9145038.06332105,7364364.473098841,Horror Comedy,107.0,['Kevin Munroe'],,,0,
858,hoodwinked2,Hoodwinked Too! Hood vs. Evil,140,weinsteincompany,2011-04-29,84.0,2505.0,4396234.100000001,2505.0,48173444.29435293,15223077.027748503,35046722.487798765,19823645.460050263,Animation,85.0,,,,0,
859,waterforelephants,Water for Elephants,57,fox,2011-04-22,112.0,2817.0,18021317.71,2820.0,61019696.106180355,88107454.25036526,175299887.6927922,87192433.44242695,Drama,120.0,['Francis Lawrence'],['Erwin Stoff'],['James Newton Howard'],0,
860,stakeland,Stake Land,443,ifc,2011-04-22,,1.0,7766.06,5.0,6423125.905913721,49891.78054722003,1019719.2609350624,969827.4803878424,Horror,98.0,,,,0,
861,dummaarodum,Dum Maaro Dum,242,foxsearchlight,2011-04-22,49.0,101.0,350449.61000000004,101.0,8350063.677687839,847145.7755848905,17458636.99491966,16611491.21933477,Foreign,130.0,,,,0,
862,conspirator,The Conspirator,135,roadsideattractions,2011-04-15,154.0,707.0,3752064.14,849.0,40144536.911960766,17315732.948625546,23872734.50703666,6557001.558411114,Historical Drama,122.0,['Robert Redford'],['Greg Shapiro'],['Mark Isham'],0,
863,scream4,Scream 4,78,wdimension,2011-04-15,77.0,3305.0,20000536.3,3314.0,64231259.05913722,57299277.51136135,144054491.17454132,86755213.66317996,Horror,103.0,['Wes Craven'],,['Marco Beltrami'],0,
864,hanna,Hanna,75,focus,2011-04-08,91.0,2535.0,13236487.430000002,2545.0,48173444.29435293,60418081.822000794,98063264.88773343,37645183.065732636,Adventure,111.0,['Joe Wright'],,['The Chemical Brothers'],0,
865,yourhighness,Your Highness,114,universal,2011-04-08,42.0,2769.0,10015221.4,2772.0,80289073.82392153,32410440.503537588,39201534.986612216,6791094.483074628,Comedy,102.0,['David Gordon Green'],,['Steve Jablonsky'],0,
866,meekscutoff,Meek's Cutoff,215,oscilloscopepictures,2011-04-08,140.0,2.0,21425.68,45.0,3211562.9529568604,1467372.117588101,2806257.7053722977,1338885.5877841967,Western,104.0,['Kelly Reichardt'],,,0,
867,soulsurfer,Soul Surfer,72,tristar,2011-04-08,,2214.0,11343992.34,2240.0,28904066.576611746,65812164.42930339,70772420.40868457,4960255.979381174,Sports Drama,105.0,['Sean McNamara'],,['Marco Beltrami'],0,
868,lastgodfather,The Last Godfather,308,roadsideattractions,2011-04-01,21.0,58.0,108903.53000000001,58.0,21517471.784810964,246490.4581001428,246490.4581001428,0.0,Comedy,100.0,,,,0,
869,rubber,Rubber,348,magnolia,2011-04-01,77.0,5.0,17490.22,15.0,802890.7382392151,150628.3054150842,1021868.3067989103,871240.001383826,Horror Comedy,85.0,,,,0,
870,ihop,Hop,25,universal,2011-04-01,77.0,3579.0,40171769.7,3616.0,101164233.01814112,162206897.80235654,283124175.92187554,120917278.119519,Comedy,90.0,['Tim Hill'],['Christopher Meledandri'],['Christopher Lennertz'],0,
871,sourcecode,Source Code,62,summitentertainment,2011-04-01,105.0,2961.0,15848940.58,2971.0,51385007.24730977,82108299.67615238,210745310.71389705,128637011.03774467,Sci-Fi Thriller,94.0,['Duncan Jones'],['Mark Gordon'],['Chris Bacon'],0,
872,super2011,Super,271,ifc,2011-04-01,,11.0,49807.43,39.0,4014453.691196076,491813.34798654704,891333.2800647325,399519.9320781855,Comedy,90.0,['James Gunn'],['Ted Hope'],['Tyler Bates'],0,
873,5thquarter,The 5th Quarter,262,rockymountainpictures,2011-03-25,21.0,123.0,216505.94,123.0,9634688.858870583,612536.5996803362,612536.5996803362,0.0,Drama,101.0,,,,0,
874,diaryofawimpykid2,Diary of a Wimpy Kid: Rodrick Rules,66,fox,2011-03-25,112.0,3167.0,25414107.14,3169.0,28904066.576611746,79086290.97247687,110596614.42120035,31510323.44872348,Comedy,96.0,['David Bowers'],['Nina Jacobson'],['Ed Shearmur'],0,
875,suckerpunch,Sucker Punch,89,warnerbros,2011-03-25,63.0,3033.0,20392272.93,3033.0,120433610.73588228,54615332.331125446,134703138.70536947,80087806.37424403,Action,120.0,['Zack Snyder'],,['Tyler Bates'],0,
876,winterinwartime,Winter in Wartime,245,sonyclassics,2011-03-18,140.0,3.0,15982.59,26.0,9313532.563574895,814686.4788047484,14500377.815860339,13685691.33705559,Foreign,103.0,,,,0,
877,darkfields,Limitless,42,relativity,2011-03-18,112.0,2756.0,20230813.14,2838.0,43356099.86491763,118932062.48599155,233460995.62623128,114528933.14023973,Action Thriller,105.0,['Neil Burger'],,['Paul Leonard-Morgan'],0,
878,redridinghood,Red Riding Hood,80,warnerbros,2011-03-11,77.0,3030.0,14985708.450000001,3030.0,67442822.01209407,56520749.629654065,137584620.5196282,81063870.88997413,Drama / Thriller,100.0,['Catherine Hardwicke'],,,0,
879,battlelosangeles,Battle: Los Angeles,37,sony,2011-03-11,,3417.0,38063310.09,3417.0,112404703.35349011,125389666.17100865,320351867.8095666,194962201.63855797,Sci-Fi Action,116.0,['Jonathan Liebesman'],,['Brian Tyler'],0,
880,3backyards,3 Backyards,423,screenmedia,2011-03-11,35.0,1.0,12125.240000000002,3.0,481734.44294352917,59241.33063923929,59241.33063923929,0.0,Drama,88.0,,,,0,
881,killtheirishman,Kill the Irishman,203,anchorbayentertainment,2011-03-11,112.0,5.0,155610.1,56.0,19269377.717741165,1783158.7996848717,1783158.7996848717,0.0,Action / Crime,106.0,,['Arthur M. Sarkissian'],,0,
882,marsneedsmoms,Mars Needs Moms,116,buenavista,2011-03-11,105.0,3117.0,7398502.16,3117.0,240867221.47176456,32104761.24036052,59353522.238882825,27248760.998522304,Animation,88.0,['Simon Wells'],['Robert Zemeckis'],['John Powell'],0,
883,redstate,Red State,206,smodcast,2011-03-05,104.0,1.0,218526.1,5.0,6423125.905913721,1598921.6380401284,2976842.7230062704,1377921.084966142,Horror Thriller,97.0,['Kevin Smith'],['Jason Clark'],,0,
884,beastly,Beastly,104,cbsfilms,2011-03-04,77.0,1952.0,10540679.14,1959.0,27298285.100133315,41818708.1713033,57070118.988094725,15251410.816791423,Fantasy,95.0,['Daniel Barnz'],['Susan Cartsonis'],['Marcelo Zarvos'],0,
885,rango,Rango,22,paramount,2011-03-04,,3917.0,40744875.61,3923.0,216780499.32458815,184976392.90218666,368436165.71955895,183459772.8173723,Animation,107.0,['Gore Verbinski'],,['Hans Zimmer'],1,/oscar/movies/?id=rango.htm
886,adjustmentbureau,The Adjustment Bureau,56,universal,2011-03-04,84.0,2840.0,22638771.1,2847.0,80610230.11921722,93789111.30988024,190489692.02790982,96700580.71802957,Sci-Fi Thriller,99.0,['George Nolfi'],,['Thomas Newman'],0,
887,driveangry,Drive Angry,137,summitentertainment,2011-02-25,56.0,2290.0,5550758.75,2290.0,80289073.82392153,16089379.626274744,61593850.026381806,45504470.40010706,Action,104.0,['Patrick Lussier'],['Michael De Luca'],['Michael Wandmacher'],0,
888,hallpass,Hall Pass,70,wb-newline,2011-02-25,77.0,2950.0,14482850.180000002,2950.0,109193140.40053326,67624011.19039422,130823879.80865006,63199868.61825584,Comedy,98.0,['The Farrelly Bros.'],,,0,
