,mID,mName,mYrank,mStudio,openWkdate,DURrelease,openDTheatre,openDGross,totalDTheatre,PD_budget,totalDGross,W_gross,F_gross,Genre,mv_runtime,mv_Dir,mv_Prod,mv_Comp,OscarNom,OscarInfoURL
1709,yoursmineandours,"Yours, Mine and Ours",50,paramount,2005-11-23,,3206.0,21477162.84,3210.0,191667418.63998613,184776107.50196773,250569801.3440587,65793693.842090964,Family Comedy,90.0,['Raja Gosnell'],['Robert Simonds'],['Christophe Beck'],0,
1710,syriana,Syriana,56,warnerbros,2005-11-23,149.0,5.0,460637.46,1775.0,212963798.4888735,175996815.15371656,320972662.0197793,144975846.86606276,Drama / Thriller,126.0,['Stephen Gaghan'],,['Alexandre Desplat'],1,/oscar/movies/?id=syriana.htm
1711,harrypotter4,Harry Potter and the Goblet of Fire,3,warnerbros,2005-11-18,140.0,3858.0,126303732.03,3858.0,638891395.4666204,1004264678.9894373,3105846993.1321993,2101582314.142762,Fantasy,153.0,['Mike Newell'],['David Heyman'],,1,/oscar/movies/?id=harrypotter4.htm
1712,derailed,Derailed,75,weinsteincompany,2005-11-11,98.0,2443.0,15020742.78,2447.0,93704071.33510432,124731210.37867527,199181969.1999887,74450758.82131343,Thriller,106.0,['Mikael Hafstrom'],['Lorenzo di Bonaventura'],['Ed Shearmur'],0,
1713,zathura,Zathura,93,sony,2005-11-11,,3223.0,16516282.56,3232.0,276852938.0355355,97116824.86295353,202733017.609468,105616192.74651448,Family Adventure,113.0,['Jon Favreau'],,['John Debney'],0,
1714,getrichordietryin,Get Rich or Die Tryin',91,paramount,2005-11-09,,1652.0,14785592.61,1666.0,170371038.7910988,107284755.45060985,161599544.72698092,54314789.27637108,Music Drama,134.0,['Jim Sheridan'],,,0,
1715,chickenlittle,Chicken Little,14,buenavista,2005-11-04,161.0,3654.0,49261226.94,3658.0,255556558.1866482,468820462.4900913,1073627808.8470238,604807346.3569325,Animation,81.0,,,['John Debney'],0,
1716,iloveyourwork,I Love Your Work,523,thinkfilm,2005-11-04,7.0,1.0,3173.4,1.0,6814841.551643952,11302.664036872895,11302.664036872895,0.0,Comedy,107.0,,,,0,
1717,jarhead,Jarhead,41,universal,2005-11-04,77.0,2411.0,34103238.3,2448.0,306667869.8239778,216937529.8273763,335712461.342309,118774931.51493269,War Drama,115.0,['Sam Mendes'],,['Thomas Newman'],0,
1718,weatherman,The Weather Man,138,paramount,2005-10-28,54.0,1510.0,5225611.95,1510.0,85185519.3955494,43225677.71840565,53559394.56324008,10333716.844834432,Comedy / Drama,102.0,['Gore Verbinski'],,['Hans Zimmer'],0,
1719,saw2,Saw II,21,lions_gate,2005-10-28,70.0,2949.0,39022551.96,2949.0,21296379.84888735,301352753.96955246,529552986.82185733,228200232.85230488,Horror,91.0,['Darren Lynn Bousman'],,,0,
1720,shopgirl,Shopgirl,143,buenavista,2005-10-21,154.0,8.0,282512.55,493.0,31944569.773331024,35613513.556523316,40717355.47154378,5103841.915020466,Romantic Comedy,104.0,,['Jon Jashni'],,0,
1721,northcountry,North Country,120,warnerbros,2005-10-21,84.0,2555.0,7899619.649999999,2555.0,127778279.0933241,63453661.47559922,81988538.01806834,18534876.54246912,Drama,126.0,['Niki Caro'],,,1,/oscar/movies/?id=northcountry.htm
1722,doom,Doom,96,universal,2005-10-21,,3044.0,19051310.1,3044.0,298149317.8844229,97694413.84988925,189113020.03047886,91418606.18058962,Sci-Fi Horror,100.0,['Andrzej Bartkowiak'],,['Clint Mansell'],0,
1723,elizabethtown,Elizabethtown,98,paramount,2005-10-14,68.0,2517.0,13061014.53,2517.0,230000902.36798337,92978353.0407221,175632363.10656926,82654010.06584716,Comedy / Drama,123.0,['Cameron Crowe'],,,0,
1724,domino,Domino,145,newline,2005-10-14,28.0,2223.0,5744247.6,2223.0,212963798.4888735,35214177.00033575,79538349.69395496,44324172.69361921,Action / Crime,120.0,['Tony Scott'],,['Harry Gregson-Williams'],0,
1725,darkhours,The Dark Hours,547,unknown,2005-10-13,8.0,1.0,415.74,1.0,1703710.387910988,1464.7753944844467,1464.7753944844467,0.0,Horror,72.0,,,,0,
1726,wallaceandgromit05,Wallace and Gromit: The Curse of the Were-Rabbit,47,dreamworks,2005-10-05,93.0,3645.0,19711964.009999998,3656.0,127778279.0933241,194155621.8678363,684230702.5253552,490075080.6575189,Animation,85.0,,['Peter Lord'],,1,/oscar/movies/?id=wallaceandgromit05.htm
1727,serenity,Serenity,100,universal,2005-09-30,,2188.0,12406616.4,2189.0,166111762.8213213,88352332.63299084,139619204.80234513,51266872.16935429,Sci-Fi Adventure,119.0,['Joss Whedon'],['Barry Mendel'],,0,
1728,greatestgameeverplayed,The Greatest Game Ever Played,132,buenavista,2005-09-30,63.0,1014.0,4498506.06,1810.0,106481899.24443676,53089586.03529565,53563913.55115925,474327.5158635974,Sports Drama,115.0,,,['Brian Tyler'],0,
1729,mirrormask,MirrorMask,223,idp,2005-09-30,77.0,18.0,155532.27,42.0,17037103.87910988,2995202.5069453255,3371452.4022463025,376249.89530097693,Fantasy,101.0,,,,0,
1730,duma,Duma,222,warnerbros,2005-04-22,,42.0,,42.0,51111311.63732963,3012890.6221108725,3444784.6682722997,431894.04616142716,Family Adventure,101.0,,['John Wells'],['John Debney'],0,
1731,capote,Capote,95,sonyclassics,2005-09-30,210.0,12.0,399574.11,1239.0,29814931.788442284,99558082.55883433,172878398.372335,73320315.81350066,Drama,114.0,['Bennett Miller'],['Philip Seymour Hoffman'],['Mychael Danna'],1,/oscar/movies/?id=capote.htm
1732,intotheblue,Into the Blue,118,sony,2005-09-30,,2789.0,8681160.42,2789.0,212963798.4888735,65039583.83740292,145377146.8445877,80337563.0071848,Action,110.0,['John Stockwell'],['David Zelon'],['Paul Haslinger'],0,
1733,mybigfatindependentmovie,My Big Fat Independent Movie,514,bigfatmovies,2005-09-30,7.0,1.0,5725.65,1.0,12777827.909332408,16119.454991312292,16119.454991312292,0.0,Comedy,80.0,,,,0,
1734,40shadesofblue,Forty Shades of Blue,362,vitagraph,2005-09-30,84.0,3.0,14686.199999999999,7.0,6388913.954666204,262579.16929779353,597576.418559779,334997.2492619854,Drama,108.0,,['Sydney Pollack'],,0,
1735,rollbounce,Roll Bounce,122,foxsearchlight,2005-09-23,105.0,1625.0,9311550.18,1661.0,42592759.6977747,60186914.54286362,60367694.83658573,180780.293722108,Comedy,112.0,['Malcolm D. Lee'],"['George Tillman, Jr.']",,0,
1736,historyofviolence,A History of Violence,90,newline,2005-09-23,140.0,14.0,634670.16,1348.0,136296831.03287905,109057486.88618717,212886913.36338,103829426.47719285,Crime Drama,96.0,,,['Howard Shore'],1,/oscar/movies/?id=historyofviolence.htm
1737,dearwendy,Dear Wendy,439,wellspring,2005-09-23,168.0,7.0,10113.06,7.0,34074207.75821976,80012.05736396604,1545937.1100776535,1465925.0527136875,Drama,100.0,,,,0,
1738,diljobhikahe,Dil Jo Bhi Kahe,340,eros,2005-09-23,10.0,33.0,112322.37,33.0,6814841.551643952,447809.19441922975,447809.19441922975,0.0,Foreign,,,,,0,
1739,olivertwist,Oliver Twist,187,sony,2005-09-23,,5.0,84189.81,779.0,276852938.0355355,7171235.602708584,92356754.99825796,85185519.39554939,Period Drama,130.0,['Roman Polanski'],['Roman Polanski'],['Rachel Portman'],0,
1740,flightplan,Flightplan,20,buenavista,2005-09-23,168.0,3424.0,30294823.74,3424.0,234260178.33776084,310639689.68253314,742405320.4048846,431765630.72235143,Thriller,93.0,['Robert Schwentke'],['Brian Grazer'],['James Horner'],0,
1741,justlikeheaven,Just Like Heaven,60,dreamworks,2005-09-16,77.0,3508.0,20182723.14,3543.0,247038006.24709323,167317276.433808,348661848.0397476,181344571.6059396,Romantic Comedy,95.0,['Mark S. Waters'],,['Rolfe Kent'],0,
1742,thumbsucker,Thumbsucker,203,sonyclassics,2005-09-16,84.0,9.0,104952.20999999999,330.0,17037103.87910988,4600984.1758113485,6645845.254771555,2044861.0789602064,Comedy / Drama,95.0,['Mike Mills'],,,0,
1743,proof,Proof,154,miramax,2005-09-16,70.0,8.0,238423.19999999998,517.0,85185519.3955494,26093540.04277986,28687196.710554924,2593656.6677750647,Drama,99.0,['John Madden'],['James D. Stern'],,0,
1744,backwater,Venom,220,dimension,2005-09-16,35.0,489.0,638971.47,489.0,106481899.24443676,3053329.504041817,3053329.504041817,0.0,Horror,85.0,,,,0,
1745,crywolf,Cry Wolf,147,roguepictures,2005-09-16,49.0,1789.0,5446697.07,1789.0,4259275.96977747,34793346.68321777,55208115.274403036,20414768.591185264,Horror,90.0,['Jeff Wadlow'],['Doug Liman'],['Michael Wandmacher'],0,
1746,exorcismofemilyrose,The Exorcism of Emily Rose,30,screengems,2005-09-09,63.0,2981.0,36966789.0,3045.0,76666967.45599446,259962844.97107685,500479047.85324675,240516202.8821699,Horror,114.0,['Scott Derrickson'],,['Christopher Young'],0,
1747,unfinishedlife,An Unfinished Life,151,miramax,2005-09-09,42.0,139.0,1240218.84,888.0,127778279.0933241,29557210.964010835,64185470.88090083,34628259.916889995,Drama,100.0,['Lasse Hallstrom'],,['Deborah Lurie'],0,
1748,soundofthunder,A Sound of Thunder,189,warnerbros,2005-09-02,,816.0,1128399.54,816.0,340742077.5821976,6580931.118731352,21817365.482162952,15236434.3634316,Sci-Fi Horror,103.0,['Peter Hyams'],,['Nick Glennie-Smith'],0,
1749,transporter2,Transporter 2,67,fox,2005-09-02,119.0,3303.0,20345085.6,3320.0,136296831.03287905,149233450.29088634,308116917.0628081,158883466.77192175,Action,88.0,['Louis Leterrier'],['Luc Besson'],['Alexandre Azaria'],0,
1750,underclassman,Underclassman,161,miramax,2005-09-02,49.0,1132.0,3106197.7199999997,1132.0,106481899.24443676,19581508.772805147,19581508.772805147,0.0,Action Comedy,95.0,['Marcos Siega'],,,0,
1751,constantgardener,The Constant Gardener,80,focus,2005-08-31,93.0,1346.0,10668777.69,1387.0,108611537.22932547,116280997.3100663,298847420.1415214,182566422.8314551,Thriller,129.0,['Fernando Meirelles'],,['Alberto Iglesias'],1,/oscar/movies/?id=constantgardener.htm
1752,undiscovered,Undiscovered,213,lions_gate,2005-08-26,14.0,1304.0,831539.04,1304.0,38333483.72799723,3702862.163780898,3702862.163780898,0.0,Music Drama,92.0,,,,0,
1753,40yearoldvirgin,The 40-Year-Old Virgin,19,universal,2005-08-19,,2845.0,26350062.45,3006.0,110741175.2142142,379003662.6541294,614112209.1200721,235108546.46594274,Comedy,116.0,['Judd Apatow'],,['Lyle Workman'],0,
1754,valiant,Valiant,115,buenavista,2005-08-19,91.0,2014.0,7275108.06,2016.0,149074658.94221145,67449291.72567345,222273214.86819232,154823923.14251888,Animation,76.0,,,['George Fenton'],0,
1755,supercross,Supercross,180,fox,2005-08-17,44.0,1621.0,1636539.5999999999,1621.0,127778279.0933241,10743590.780514706,11263014.679268057,519423.8987533506,Sports Action,92.0,,,,0,
1756,greatraid,The Great Raid,146,miramax,2005-08-12,70.0,819.0,4152491.07,920.0,255556558.1866482,35204827.370158195,36695809.43174775,1490982.061589554,War,132.0,['John Dahl'],['Lawrence Bender'],['Trevor Rabin'],0,
1757,deucebigalow2,Deuce Bigalow: European Gigolo,109,sony,2005-08-12,,3127.0,11840333.01,3127.0,93704071.33510432,77567835.4890363,156774127.87299624,79206292.38395993,Comedy,83.0,,,['James L. Venable'],0,
1758,skeletonkey,The Skeleton Key,61,universal,2005-08-12,,2771.0,19751272.35,2784.0,170371038.7910988,165896080.70442894,319469653.5635207,153573572.8590918,Horror,104.0,['Iain Softley'],,['Ed Shearmur'],0,
1759,chumscrubber,The Chumscrubber,383,newmarket,2005-08-05,14.0,28.0,35114.04,28.0,28963076.59448679,171499.9200643894,171499.9200643894,0.0,Comedy / Drama,108.0,,,['James Horner'],0,
1760,2046,2046,198,sonyclassics,2005-08-05,126.0,4.0,139081.02,61.0,51111311.63732963,4994565.515200729,66789204.37231171,61794638.857110985,Foreign,129.0,['Wong Kar Wai'],['Wong Kar Wai'],,0,
1761,saintralph,Saint Ralph,254,idp,2005-08-05,91.0,61.0,173283.63,61.0,22148235.042842846,2753382.9794677077,5869926.371987807,3116543.392520099,Sports Drama,98.0,,,['Andrew Lockington'],0,
1762,mydatewithdrew,My Date with Drew,319,slowhand,2005-08-05,14.0,58.0,104824.29,58.0,4685.203566755217,626913.4803613682,626913.4803613682,0.0,Comedy,90.0,,,,0,
1763,junebug,Junebug,184,sonyclassics,2005-08-03,128.0,7.0,91928.97,143.0,4259275.96977747,9273482.634003058,12304296.843446912,3030814.209443854,Comedy / Drama,106.0,,,,1,/oscar/movies/?id=junebug.htm
1764,mustlovedogs,Must Love Dogs,66,warnerbros,2005-07-29,98.0,2505.0,15812044.83,2505.0,149074658.94221145,152000272.49802783,203942662.37336278,51942389.87533495,Romantic Comedy,98.0,,,['Craig Armstrong'],0,
1765,stealth,Stealth,86,sony,2005-07-29,,3495.0,16299400.35,3495.0,587780083.8292907,111214702.8172737,264617894.24909642,153403191.43182272,Action,121.0,['Rob Cohen'],,,0,
1766,skyhigh,Sky High,39,buenavista,2005-07-29,126.0,2905.0,17997094.32,2912.0,149074658.94221145,221411203.20560315,287793248.4978121,66382045.29220894,Family Adventure,102.0,['Mike Mitchell'],,['Michael Giacchino'],0,
1767,hustleandflow,Hustle and Flow,110,paramountclassics,2005-07-22,,1013.0,9861903.84,1016.0,11925972.715376915,76884464.09370646,81694239.36268668,4809775.26898022,Music Drama,114.0,['Craig Brewer'],['Stephanie Allain'],,1,/oscar/movies/?id=hustleandflow.htm
1768,ontheouts,On the Outs,389,faderfilms,2005-07-13,93.0,1.0,9550.95,11.0,1064818.9924443676,172351.7752583449,823515.4260395111,651163.6507811663,Drama,81.0,,,,0,
1769,weddingcrashers,Wedding Crashers,6,newline,2005-07-15,163.0,2925.0,41697885.6,3131.0,170371038.7910988,724486802.6491542,980735926.0341399,256249123.3849857,Comedy,113.0,['David Dobkin'],['Andrew Panay'],['Rolfe Kent'],0,
1770,murderball,Murderball,196,thinkfilm,2005-07-08,91.0,8.0,70461.78,97.0,1490746.5894221144,5302119.8684785785,6139517.763918771,837397.8954401929,Documentary,88.0,,,,1,/oscar/movies/?id=murderball.htm
1771,rebound,Rebound,126,fox,2005-07-01,84.0,2464.0,6191633.04,2464.0,191667418.63998613,58206690.573864274,60571800.72618787,2365110.152323596,Comedy,103.0,['Steve Carr'],['Robert Simonds'],['Teddy Castellucci'],0,
1772,rize,Rize,178,lions_gate,2005-06-24,28.0,352.0,1936988.01,352.0,2981493.178844229,11353259.387437465,16821477.167433396,5468217.779995931,Documentary,84.0,,,,0,
1773,bewitched,Bewitched,40,sony,2005-06-24,,3174.0,24761289.9,3188.0,340742077.5821976,219242452.60113832,454181853.8686909,234939401.26755258,Romantic Comedy,90.0,['Nora Ephron'],,['George Fenton'],0,
1774,herbie05,Herbie: Fully Loaded,37,buenavista,2005-06-22,114.0,3521.0,15632341.83,3521.0,212963798.4888735,228583505.3587172,499030215.30962807,270446709.95091087,Family Comedy,92.0,,['Robert Simonds'],['Mark Mothersbaugh'],0,
1775,meandyouandeveryoneweknow,Me and You and Everyone We Know,173,ifc,2005-06-17,126.0,1.0,37885.229999999996,160.0,8518551.93955494,13453542.99639465,33296678.66134987,19843135.66495522,Comedy / Drama,90.0,['Miranda July'],,,0,
1776,perfectman,The Perfect Man,128,universal,2005-06-17,,2087.0,6520205.399999999,2090.0,42592759.6977747,57257845.08670757,67646323.06177457,10388477.975066997,Romantic Comedy,96.0,,['Marc Platt'],['Christophe Beck'],0,
1777,mysummeroflove,My Summer of Love,216,focus,2005-06-17,56.0,17.0,110727.06,63.0,7240769.148621698,3465994.4774713954,16370077.022460785,12904082.544989388,Romance,87.0,,,,0,
1778,sharkboyandlavagirl,The Adventures of Sharkboy and Lavagirl in 3D,70,dimension,2005-06-10,133.0,2655.0,15475968.24,2655.0,212963798.4888735,135665502.44937825,240410039.56291676,104744537.1135385,Family Adventure,94.0,['Robert Rodriguez'],,['Graeme Revell'],0,
1779,mrandmrssmith,Mr. & Mrs. Smith,10,fox,2005-06-10,189.0,3424.0,61921739.94,3451.0,468520356.6755217,645250110.1158131,1683363134.0381627,1038113023.9223496,Action Comedy,115.0,['Doug Liman'],,['John Powell'],0,
1780,hightension,High Tension,175,lions_gate,2005-06-10,21.0,1323.0,2334177.15,1323.0,12138936.51386579,12746891.02192266,22284192.516928535,9537301.495005876,Foreign / Horror,85.0,['Alexandre Aja'],,,0,
1781,honeymooners,The Honeymooners,135,paramount,2005-06-10,63.0,1912.0,6812767.05,1912.0,115000451.18399169,44444848.71660357,45620744.77838335,1175896.0617797822,Comedy,85.0,['John Schultz'],['Cedric the Entertainer'],,0,
1782,cinderellaman,Cinderella Man,42,universal,2005-06-03,189.0,2812.0,22533852.15,2820.0,374816285.34041727,213482914.19611356,363671138.33225435,150188224.1361408,Sports Drama,144.0,['Ron Howard'],,['Thomas Newman'],1,/oscar/movies/?id=cinderellaman.htm
1783,lordsofdogtown,Lords of Dogtown,140,sony,2005-06-03,,1865.0,6916748.79,1865.0,106481899.24443676,39038227.6853478,46486240.0439201,7448012.358572297,Sports Drama,107.0,['Catherine Hardwicke'],,['Mark Mothersbaugh'],0,
1784,longestyard05,The Longest Yard,12,paramount,2005-05-27,133.0,3634.0,58555970.4,3654.0,349260629.52175254,547540175.8798292,659047009.6234137,111506833.74358451,Sports Comedy,109.0,['Peter Segal'],,['Teddy Castellucci'],0,
1785,savingface,Saving Face,210,sonyclassics,2005-05-27,126.0,6.0,92377.92,56.0,10648189.924443675,4111295.563848632,4396767.475777481,285471.91192884883,Romance,91.0,,,,0,
1786,madhotballroom,Mad Hot Ballroom,153,paramountclassics,2005-05-13,,2.0,55778.04,202.0,2129637.984888735,28111086.35031762,32507559.485885806,4396473.135568187,Documentary,110.0,,,,0,
1787,mindhunters,Mindhunters,169,dimension,2005-05-13,63.0,1040.0,2350970.34,1040.0,115000451.18399169,15500422.902908007,57365989.142428,41865566.23952,Action Thriller,106.0,['Renny Harlin'],,,0,
1788,monsterinlaw,Monster-in-Law,23,newline,2005-05-13,119.0,3424.0,28419313.59,3424.0,191667418.63998613,287176664.627384,539962962.0206809,252786297.3932969,Comedy,95.0,['Robert Luketic'],,,0,
1789,kickingandscreaming,Kicking and Screaming,52,universal,2005-05-13,,3455.0,24796707.75,3470.0,191667418.63998613,182985158.1388481,193373636.11391512,10388477.97506702,Sports Comedy,96.0,,,['Mark Isham'],0,
1790,crash05,Crash,49,lions_gate,2005-05-06,315.0,1864.0,11201697.33,1905.0,31105841.667914383,191613460.88538364,350344625.6445389,158731164.75915524,Drama,100.0,['Paul Haggis'],,['Mark Isham'],1,/oscar/movies/?id=crash05.htm
1791,kingdomofheaven,Kingdom of Heaven,63,fox,2005-05-06,119.0,3216.0,24152275.08,3219.0,468520356.6755217,164132456.5012098,757851079.1366878,593718622.635478,Historical Epic,145.0,['Ridley Scott'],['Ridley Scott'],['Harry Gregson-Williams'],0,
1792,houseofwax,House of Wax,87,warnerbros,2005-05-06,84.0,3111.0,14855000.28,3111.0,149074658.94221145,111034822.85830945,242622210.54249144,131587387.68418199,Horror,110.0,['Jaume Collet-Serra'],,['John Ottman'],0,
1793,hitchhikersguide,The Hitchhiker's Guide to the Galaxy,55,buenavista,2005-04-29,84.0,3133.0,25956939.69,3133.0,191667418.63998613,176670307.10649216,355792260.38684016,179121953.280348,Sci-Fi Comedy,103.0,['Garth Jennings'],,['Joby Talbot'],0,
1794,funnyhaha,Funny Ha Ha,361,goodbyecruel,2005-04-29,140.0,2.0,12982.65,3.0,127778.27909332408,266879.9991794713,286368.7838606968,19488.784681225545,Comedy,89.0,,,,0,
1795,xxx2,XXX: State of the Union,97,revolutionstudios,2005-04-29,,3480.0,15636094.56,3480.0,255556558.1866482,93059750.22848275,246116659.0611365,153056908.83265376,Action Thriller,93.0,['Lee Tamahori'],,['Marco Beltrami'],0,
1796,holygirl,The Holy Girl,284,fineline,2005-04-29,70.0,2.0,34842.21,12.0,5962986.357688458,1053128.4918964254,4369366.133705246,3316237.641808821,Foreign,106.0,,['Pedro Almodovar'],,0,
1797,madison,Madison,251,ua,2005-04-22,21.0,93.0,330095.1,94.0,66018777.53155077,1791188.2981130355,1791188.2981130355,0.0,Sports Drama,94.0,,,,0,
1798,gameoftheirlives,The Game of Their Lives,269,ifc,2005-04-22,56.0,64.0,215663.28,64.0,85185519.3955494,1300201.1264034356,1300201.1264034356,0.0,Sports Drama,101.0,,,['William Ross'],0,
1799,lotlikelove,A Lot Like Love,111,buenavista,2005-04-22,77.0,2502.0,9319209.39,2502.0,106481899.24443676,75613520.38410681,165646996.1680208,90033475.783914,Romantic Comedy,97.0,,,['Alex Wurman'],0,
1800,kingsransom,King's Ransom,172,newline,2005-04-22,42.0,1508.0,2629352.55,1508.0,106481899.24443676,13880831.483987132,14022807.34964638,141975.86565924808,Comedy,95.0,,,['Marcus Miller'],0,
1801,interpreter,The Interpreter,33,universal,2005-04-22,,2758.0,28071619.65,2814.0,383334837.27997226,251775709.71870843,563588217.0107149,311812507.2920065,Thriller,128.0,['Sydney Pollack'],,['James Newton Howard'],0,
1802,houseofd,House of D,266,lions_gate,2005-04-15,28.0,2.0,44736.33,305.0,8518551.93955494,1345418.7082029106,1614043.971682193,268625.2634792824,Comedy / Drama,97.0,['David Duchovny'],,['Geoff Zanelli'],0,
1803,amityvillehorror05,The Amityville Horror (2005),38,mgm,2005-04-15,49.0,3323.0,28913618.61,3323.0,78796605.4408832,225891805.69863948,378056358.12453896,152164552.42589948,Horror,89.0,,,['Steve Jablonsky'],0,
1804,sahara,Sahara,35,paramount,2005-04-08,119.0,3154.0,22224097.56,3200.0,617595015.6177331,237798926.7893176,421328704.3488346,183529777.55951697,Adventure,124.0,['Breck Eisner'],,['Clint Mansell'],0,
1805,kungfuhustle,Kung Fu Hustle,123,sonyclassics,2005-04-08,133.0,7.0,331146.75,2503.0,85185519.3955494,59230492.39243711,353326347.3698985,294095854.9774614,Foreign / Action,95.0,,,,0,
1806,feverpitch,Fever Pitch,69,fox,2005-04-08,126.0,3267.0,15252153.75,3275.0,170371038.7910988,145684791.2313413,173387399.1648533,27702607.933512002,Romantic Comedy,98.0,['The Farrelly Bros.'],,['Craig Armstrong'],0,
1807,beautyshop,Beauty Shop,74,mgm,2005-03-30,51.0,2659.0,15745801.95,2659.0,106481899.24443676,125878399.61298394,132804051.59636195,6925651.983378008,Comedy,105.0,['Bille Woodruff'],,['Christopher Young'],0,
1808,balladofjackandrose,The Ballad of Jack and Rose,235,ifc,2005-03-25,91.0,4.0,73134.56999999999,74.0,6388913.954666204,2466550.176924125,3900035.47574767,1433485.2988235452,Drama,120.0,,['Graham King'],,0,
1809,debs,D.E.B.S.,351,idp,2005-03-25,21.0,45.0,69431.04,45.0,14907465.894221142,335177.3162135533,335177.3162135533,0.0,Action Comedy,90.0,,,,0,
1810,guesswho,Guess Who,34,sony,2005-03-25,,3147.0,25425878.58,3147.0,149074658.94221145,238643728.20672804,353609551.13080287,114965822.92407483,Comedy,104.0,,['Erwin Stoff'],,0,
1811,misscongeniality2,Miss Congeniality 2: Armed and Fabulous,59,warnerbros,2005-03-24,106.0,3233.0,17273154.45,3233.0,255556558.1866482,167870899.2020553,351069595.9685069,183198696.76645157,Action Comedy,107.0,,,,0,
1812,steamboy,Steamboy,256,triumph,2005-03-18,,39.0,167462.04,46.0,85185519.3955494,1623604.8342452461,36251864.751135245,34628259.916889995,Animation,126.0,,,['Steve Jablonsky'],0,
1813,helixloaded,The Helix... Loaded,520,romar,2005-03-25,14.0,6.0,4305.0,6.0,4259275.96977747,12812.456169249299,12812.456169249299,0.0,Comedy,97.0,,,,0,
1814,iceprincess,Ice Princess,104,buenavista,2005-03-18,91.0,2501.0,8373189.33,2501.0,106481899.24443676,84428317.08725071,89106595.00202255,4678277.91477184,Family,92.0,,,['Christophe Beck'],0,
1815,ring2,The Ring Two,28,dreamworks,2005-03-18,70.0,3332.0,43130241.51,3341.0,212963798.4888735,262972986.10935026,560776021.3946043,297803035.28525406,Horror,107.0,,,,0,
1816,hostage,Hostage,78,miramax,2005-03-11,105.0,2123.0,12564122.82,2183.0,319445697.7333102,119939975.08005452,268841492.7226815,148901517.642627,Action Thriller,113.0,,,['Alexandre Desplat'],0,
1817,robots,Robots,15,fox,2005-03-11,182.0,3776.0,44335720.23,3776.0,340742077.5821976,443934333.68844163,902758777.5872343,458824443.8987926,Animation,90.0,,,['John Powell'],0,
1818,upsideofanger,The Upside of Anger,119,newline,2005-03-11,112.0,9.0,260217.57,1166.0,51111311.63732963,64969517.01628707,100130248.76026711,35160731.743980035,Comedy / Drama,118.0,['Mike Binder'],,['Alexandre Desplat'],0,
1819,dearfrankie,Dear Frankie,202,miramax,2005-03-04,,5.0,46176.659999999996,96.0,19592669.460976362,4643272.206821853,10732575.531035144,6089303.324213291,Drama,102.0,,,['Alex Heffes'],0,
1820,becool,Be Cool,48,mgm,2005-03-04,63.0,3216.0,28843760.759999998,3216.0,319445697.7333102,193396757.4030616,328774609.8229622,135377852.41990063,Crime Comedy,104.0,['F. Gary Gray'],,['John Powell'],0,
1821,jacket,The Jacket,160,wip,2005-03-04,84.0,1331.0,3350128.86,1331.0,121389365.1386579,21819720.203837298,53510973.8673983,31691253.663561,Horror Thriller,102.0,,,,0,
1822,pacifier,The Pacifier,17,buenavista,2005-03-04,133.0,3131.0,37579813.62,3181.0,238519454.30753827,391323161.3036798,685663370.5972449,294340209.29356503,Family Comedy,91.0,['Adam Shankman'],,['John Debney'],0,
1823,manofthehouse05,Man of the House,114,sony,2005-02-25,,2422.0,10968218.73,2422.0,212963798.4888735,68216653.96543173,76527436.34548533,8310782.380053595,Family Comedy,97.0,,['Todd Garner'],,0,
1824,cursed,Cursed,117,dimension,2005-02-25,77.0,2805.0,11848694.55,2805.0,149074658.94221145,66814884.68986607,86968531.96149606,20153647.27162998,Horror,96.0,['Wes Craven'],,['Marco Beltrami'],0,
1825,downfall,Downfall,162,newmarket,2005-02-18,119.0,1.0,22379.85,174.0,57500225.59199584,19052260.836713377,324230436.77037054,305178175.93365717,Foreign,155.0,,['Bernd Eichinger'],,1,/oscar/movies/?id=downfall.htm
1826,winndixie,Because of Winn-Dixie,84,fox,2005-02-18,126.0,3188.0,12556370.129999999,3188.0,63889139.54666205,113051025.58936243,116034052.80012095,2983027.210758522,Family,106.0,,,['Rachel Portman'],0,
1827,sonofthemask,Son of the Mask,125,newline,2005-02-18,70.0,2966.0,9239360.25,2966.0,425927596.977747,58931834.03913188,207487069.08259,148555235.04345813,Family Comedy,86.0,,,['Randy Edelman'],0,
1828,insidedeepthroat,Inside Deep Throat,237,universal,2005-02-11,,12.0,109112.06999999999,27.0,8518551.93955494,2395860.0471297847,2395860.0471297847,0.0,Documentary,92.0,,,,0,
1829,brideandprejudice,Bride and Prejudice,157,miramax,2005-02-11,105.0,32.0,474593.04,288.0,29814931.788442284,22858387.93439243,87502288.497029,64643900.56263658,Romance,111.0,,,,0,
1830,poohsheffalumpmovie,Pooh's Heffalump Movie,121,buenavista,2005-02-11,63.0,2529.0,7140837.57,2529.0,85185519.3955494,62671724.20124192,192834197.08092982,130162472.8796879,Animation,68.0,,,,0,
1831,weddingdate,The Wedding Date,88,universal,2005-02-04,,1694.0,13689383.4,1704.0,63889139.54666205,109865062.92418693,163358947.7453162,53493884.82112928,Romantic Comedy,90.0,,,,0,
1832,boogeyman,Boogeyman,64,screengems,2005-02-04,,3052.0,23395405.65,3052.0,85185519.3955494,161895363.56297293,232677178.60109413,70781815.0381212,Horror,86.0,,['Sam Raimi'],['Joseph LoDuca'],0,
